f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	433008	-129532	2120	634
11000	38817	-127033	2200	7200
21000	11374	-70905	2205	13750
31000	5303	-48694	2210	20296
41000	3049	-37002	2212	26843
51000	1993	-29841	2228	33362
61000	1403	-24978	2241	39910
71000	1026	-21462	2221	46487
81000	800	-18829	2254	53013
91000	634	-16768	2253	59551
101000	527	-15099	2310	66150
111000	438	-13746	2316	72676
121000	359	-12618	2253	79187
131000	315	-11655	2320	85741
141000	271	-10825	2309	92320
151000	241	-10113	2359	98829
161000	209	-9481	2329	105420
171000	183	-8921	2293	112044
181000	172	-8429	2424	118589
191000	156	-7993	2447	125058
201000	137	-7589	2381	131730
211000	129	-7225	2473	138370
221000	113	-6892	2376	145049
231000	108	-6599	2487	151497
241000	96	-6328	2391	157983
251000	87	-6067	2368	164785
261000	80	-5834	2354	171380
271000	81	-5633	2561	177503
281000	72	-5427	2438	184240
291000	71	-5242	2576	190743
301000	65	-5062	2518	197522
311000	57	-4894	2368	204304
321000	60	-4738	2650	211008
331000	64	-4599	3047	217415
341000	49	-4462	2472	224077
351000	50	-4335	2657	230659
361000	49	-4204	2770	237816
371000	42	-4103	2496	243698
381000	39	-3994	2425	250327
391000	44	-3882	2933	257593
401000	40	-3796	2758	263382
411000	40	-3696	2895	270557
421000	32	-3603	2485	277523
431000	32	-3516	2590	284378
441000	36	-3444	2998	290364
451000	26	-3369	2330	296779
461000	25	-3292	2314	303718
471000	33	-3223	3191	310266
481000	23	-3150	2344	317480
491000	27	-3082	2840	324438
501000	29	-3027	3189	330333
511000	32	-2959	3711	337921
521000	25	-2905	2972	344199
531000	17	-2851	2125	350745
541000	22	-2796	2819	357651
551000	22	-2749	2937	363804
561000	24	-2689	3358	371812
571000	19	-2650	2767	377307
581000	19	-2600	2737	384587
591000	24	-2557	3717	391081
601000	16	-2506	2516	398947
611000	20	-2471	3203	404645
621000	23	-2433	3827	411050
631000	16	-2387	2741	419005
641000	15	-2357	2684	424242
651000	12	-2315	2317	431938
661000	22	-2279	4295	438733
671000	22	-2251	4335	444178
681000	12	-2213	2386	451944
691000	15	-2177	3168	459239
701000	24	-2143	5120	466496
711000	14	-2110	3060	473858
721000	13	-2080	3098	480861
731000	15	-2058	3570	485920
741000	11	-2021	2784	494813
751000	13	-1990	3323	502421
761000	14	-1963	3652	509368
771000	13	-1948	3374	513378
781000	10	-1916	2809	521992
791000	16	-1886	4583	530299
801000	16	-1866	4603	536004
811000	15	-1853	4261	539750
821000	10	-1821	3118	549115
831000	9	-1800	2826	555534
841000	13	-1780	4034	561792
851000	21	-1754	6773	569995
861000	10	-1727	3399	579031
871000	8	-1715	2595	583199
881000	8	-1697	2760	589285
891000	11	-1675	3952	596817
901000	14	-1658	5047	603170
911000	15	-1631	5719	613190
921000	9	-1612	3582	620167
931000	3	-1594	1211	627447
941000	7	-1579	2668	633436
951000	11	-1564	4527	639216
961000	7	-1544	3131	647796
971000	3	-1525	1327	655689
981000	14	-1507	6305	663331
991000	11	-1485	5038	673290
1001000	10	-1474	4473	678355
1011000	10	-1465	4654	682619
1021000	12	-1454	5842	687826
1031000	6	-1430	2845	699236
1041000	7	-1417	3580	705813
1051000	9	-1401	4368	713550
1061000	13	-1384	6532	722631
1071000	16	-1371	8614	729335
1081000	17	-1361	9377	734852
1091000	12	-1347	6429	742264
1101000	7	-1328	4215	752846
1111000	7	-1318	3747	758740
1121000	6	-1309	3786	764136
1131000	3	-1298	1930	770695
1141000	2	-1281	1020	780586
1151000	11	-1267	6771	789147
1161000	15	-1259	9654	794267
1171000	14	-1251	8654	798962
1181000	6	-1237	4085	808427
1191000	3	-1228	1671	814577
1201000	1	-1217	560	822003
1211000	0	-1203	240	831229
1221000	1	-1190	715	840667
1231000	5	-1180	3660	847792
1241000	8	-1171	5495	853767
1251000	11	-1159	8204	863060
1261000	14	-1149	10792	869918
1271000	8	-1136	6348	880558
1281000	4	-1124	3007	889757
1291000	3	-1117	2087	894886
1301000	5	-1108	4177	902894
1311000	5	-1095	3967	913473
1321000	4	-1087	3696	919608
1331000	5	-1081	4437	924914
1341000	4	-1076	3409	929020
1351000	4	-1070	3880	935000
1361000	7	-1069	6475	935094
1371000	16	-1057	14142	946140
1381000	8	-1039	7751	962740
1391000	12	-1026	10935	974651
1401000	9	-1019	9153	981713
1411000	12	-1007	11911	993080
1421000	5	-1007	5323	992604
1431000	4	-997	4165	1002798
1441000	3	-991	2877	1009385
1451000	4	-983	4186	1016920
1461000	7	-978	7298	1022675
1471000	9	-970	9913	1031297
1481000	9	-964	9737	1037281
1491000	6	-957	6316	1044428
1501000	7	-948	7803	1054437
1511000	4	-937	4435	1067764
1521000	7	-924	8128	1082471
1531000	8	-916	9675	1091415
1541000	11	-911	13373	1098119
1551000	11	-905	12981	1104821
1561000	13	-899	15851	1112585
1571000	14	-895	17560	1117283
1581000	18	-887	22875	1127467
1591000	10	-879	13281	1137317
1601000	11	-874	14886	1144561
