f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1231000	22807	-321547	219	3094
1241000	21671	-319459	211	3116
1251000	21365	-316852	212	3142
1261000	21379	-314194	216	3168
1271000	20765	-311862	213	3192
1281000	20138	-309630	209	3216
1291000	20249	-307652	213	3236
1301000	20985	-304660	225	3267
1311000	20079	-303219	217	3284
1321000	19803	-300473	218	3314
1331000	19350	-297386	218	3348
1341000	18594	-295998	211	3365
1351000	18797	-293759	217	3390
1361000	18262	-291896	213	3413
1371000	18303	-289074	218	3446
1381000	17951	-287578	216	3464
1391000	18203	-285917	222	3483
1401000	18490	-283565	229	3512
1411000	17916	-281836	225	3534
1421000	17477	-279642	223	3562
1431000	17055	-278015	220	3583
1441000	17048	-275618	224	3614
1451000	16408	-274091	218	3635
1461000	16428	-272009	221	3663
1471000	16817	-270046	230	3689
1481000	16578	-268585	229	3709
1491000	16544	-267090	231	3730
1501000	16344	-265040	232	3759
1511000	15805	-263061	228	3788
1521000	15417	-261909	224	3805
1531000	15481	-260207	228	3830
1541000	15608	-258126	233	3860
1551000	15072	-257200	227	3875
1561000	14882	-255230	228	3905
1571000	15323	-253505	238	3930
1581000	15244	-252275	239	3950
1591000	15108	-250807	239	3973
1601000	15166	-248885	244	4003
1611000	14302	-247417	233	4028
1621000	14050	-246109	231	4050
1631000	14025	-244725	233	4073
1641000	14021	-242744	237	4106
1651000	13659	-241363	234	4130
1661000	13672	-240047	236	4152
1671000	13802	-238413	242	4180
1681000	13892	-237108	246	4203
1691000	13730	-235989	246	4223
1701000	13289	-234980	240	4242
1711000	12947	-232884	238	4281
1721000	12664	-231874	235	4300
1731000	12645	-230511	237	4325
1741000	12937	-228929	246	4354
1751000	12796	-227911	246	4374
1761000	12639	-226767	245	4396
1771000	12391	-225761	242	4416
1781000	12594	-224003	250	4450
1791000	12177	-223349	243	4464
1801000	12261	-221947	248	4492
1811000	12516	-220277	257	4525
1821000	12313	-219031	256	4551
1831000	11981	-218228	251	4569
1841000	11652	-217299	246	4589
1851000	11614	-215791	249	4621
1861000	11321	-215052	244	4637
1871000	11202	-213680	245	4667
1881000	11118	-212142	246	4701
1891000	10975	-211604	244	4713
1901000	10936	-210321	247	4742
1911000	10981	-209455	250	4761
1921000	11056	-208199	254	4790
1931000	10988	-207466	255	4807
1941000	10932	-206314	256	4833
1951000	10954	-205068	260	4863
1961000	10564	-204207	253	4884
1971000	10363	-203078	251	4911
1981000	10446	-201884	256	4940
1991000	10318	-201029	255	4961
2001000	10199	-200233	254	4981
2011000	10300	-199064	259	5010
2021000	10429	-197973	265	5037
2031000	10281	-197140	264	5059
2041000	10104	-196357	261	5079
2051000	10172	-195190	266	5109
2061000	10089	-194427	266	5130
2071000	10050	-193506	268	5154
2081000	10120	-192475	272	5181
2091000	9949	-191577	270	5206
2101000	9888	-190632	271	5232
2111000	9482	-190043	262	5249
2121000	9569	-188814	268	5283
2131000	9317	-188224	262	5300
2141000	9203	-187287	262	5327
2151000	9417	-186204	271	5357
2161000	9142	-185568	265	5376
2171000	9036	-184739	264	5400
2181000	8905	-184042	262	5421
2191000	8952	-182820	267	5457
2201000	8899	-182205	267	5475
2211000	8891	-181436	269	5498
2221000	9036	-180464	277	5527
2231000	9020	-179776	278	5548
2241000	8949	-179103	278	5569
2251000	8845	-178561	277	5587
2261000	8841	-177520	280	5619
2271000	8500	-177032	271	5636
2281000	8547	-175955	275	5670
2291000	8426	-175042	274	5700
2301000	8251	-174341	271	5723
2311000	8142	-173639	269	5746
2321000	8006	-173128	267	5764
2331000	8150	-172065	275	5799
2341000	8073	-171633	273	5814
2351000	8072	-170877	276	5839
2361000	8082	-169828	280	5875
2371000	8171	-169008	285	5903
2381000	7857	-168575	276	5919
2391000	7711	-168079	272	5937
2401000	7738	-167182	276	5969
2411000	7597	-166712	273	5986
2421000	7681	-165926	278	6014
2431000	7671	-165104	281	6044
2441000	7636	-164707	281	6058
2451000	7700	-164025	286	6083
2461000	7655	-163417	286	6106
2471000	7667	-162579	289	6137
2481000	7599	-162176	288	6153
2491000	7555	-161509	289	6178
2501000	7544	-160672	292	6210
2511000	7389	-160303	287	6225
2521000	7327	-159579	287	6253
2531000	7212	-158950	285	6278
2541000	7146	-158229	285	6307
2551000	7023	-157804	281	6324
2561000	7077	-157120	286	6352
2571000	7135	-156341	291	6383
2581000	7012	-155812	288	6405
2591000	7006	-155256	290	6428
2601000	6851	-154717	286	6451
2611000	6874	-153927	290	6484
2621000	6779	-153542	287	6500
2631000	6710	-152906	286	6527
2641000	6743	-152164	291	6559
2651000	6593	-151871	285	6572
2661000	6521	-151259	284	6599
2671000	6468	-150736	284	6622
2681000	6476	-150093	287	6650
2691000	6461	-149704	288	6667
2701000	6386	-149038	287	6697
2711000	6504	-148442	295	6724
2721000	6442	-148079	293	6740
2731000	6406	-147458	294	6769
2741000	6411	-146983	296	6791
2751000	6396	-146311	298	6822
2761000	6372	-145967	299	6838
2771000	6375	-145398	301	6864
2781000	6319	-144653	301	6900
2791000	6352	-144312	304	6916
2801000	6253	-143866	302	6938
2811000	6203	-143444	301	6958
2821000	6218	-142882	304	6986
2831000	6125	-142557	301	7002
2841000	6108	-141969	302	7031
2851000	6141	-141341	307	7062
2861000	6092	-140887	306	7085
2871000	6094	-140424	308	7108
2881000	5926	-140127	301	7124
2891000	6101	-139440	313	7158
2901000	5958	-139065	308	7178
2911000	5956	-138552	310	7204
2921000	5938	-138023	311	7232
2931000	5891	-137597	311	7254
2941000	5868	-137169	311	7277
2951000	5759	-136829	307	7295
2961000	5792	-136157	312	7331
2971000	5698	-135840	308	7349
2981000	5623	-135302	307	7378
2991000	5632	-134754	310	7408
3001000	5638	-134424	311	7426
3011000	5640	-134021	313	7448
3021000	5469	-133581	306	7474
3031000	5510	-132968	311	7508
3041000	5504	-132657	312	7525
3051000	5411	-132277	309	7547
3061000	5405	-131801	311	7574
3071000	5414	-131368	313	7599
3081000	5299	-131011	308	7620
3091000	5295	-130626	310	7643
3101000	5303	-130090	313	7674
3111000	5239	-129778	311	7693
3121000	5220	-129452	311	7712
3131000	5206	-128960	313	7742
3141000	5283	-128436	320	7773
3151000	5178	-128071	315	7795
3161000	5189	-127747	317	7815
3171000	5140	-127352	316	7839
3181000	5131	-126827	318	7872
3191000	5101	-126597	318	7886
3201000	5103	-126092	320	7918
3211000	5126	-125598	324	7949
3221000	5081	-125319	323	7967
3231000	5035	-124940	322	7991
3241000	4989	-124716	320	8005
3251000	5044	-124232	326	8036
3261000	4979	-123974	323	8053
3271000	5004	-123532	327	8082
3281000	4974	-123088	328	8111
3291000	4981	-122815	330	8129
3301000	4923	-122481	328	8151
3311000	4857	-122140	325	8174
3321000	4924	-121609	332	8210
3331000	4861	-121323	330	8229
3341000	4868	-120990	332	8252
3351000	4806	-120622	330	8277
3361000	4846	-120127	335	8311
3371000	4843	-119835	337	8331
3381000	4707	-119567	329	8351
3391000	4715	-119226	331	8374
3401000	4649	-118852	329	8401
3411000	4639	-118653	329	8415
3421000	4613	-118234	330	8445
3431000	4609	-117755	332	8479
3441000	4556	-117477	330	8500
3451000	4509	-117116	328	8526
3461000	4418	-116905	323	8542
3471000	4515	-116410	333	8577
3481000	4387	-116173	325	8596
3491000	4421	-115854	329	8619
3501000	4357	-115446	326	8650
3511000	4361	-115073	329	8678
3521000	4384	-114790	332	8699
3531000	4318	-114570	329	8716
3541000	4264	-114184	327	8746
3551000	4217	-113862	325	8771
3561000	4222	-113653	326	8787
3571000	4271	-113303	332	8813
3581000	4283	-112889	336	8846
3591000	4185	-112695	329	8861
3601000	4237	-112354	335	8888
3611000	4178	-112107	332	8908
3621000	4241	-111656	340	8943
3631000	4169	-111437	335	8961
3641000	4143	-111146	335	8985
3651000	4153	-110828	338	9010
3661000	4127	-110478	338	9039
3671000	4147	-110310	340	9053
3681000	4135	-109969	341	9081
3691000	4121	-109660	342	9106
3701000	4119	-109372	344	9130
3711000	4118	-109180	345	9146
3721000	4139	-108841	349	9174
3731000	4115	-108457	349	9207
3741000	4081	-108189	348	9230
3751000	4022	-107881	345	9257
3761000	3979	-107703	343	9272
3771000	3977	-107320	345	9305
3781000	3958	-107061	345	9328
3791000	3856	-106804	338	9351
3801000	3857	-106513	340	9376
3811000	3813	-106136	338	9410
3821000	3837	-106005	341	9421
3831000	3846	-105701	344	9448
3841000	3791	-105460	340	9470
3851000	3788	-105132	342	9500
3861000	3770	-104940	342	9517
3871000	3779	-104692	344	9539
3881000	3784	-104400	347	9566
3891000	3736	-104077	344	9596
3901000	3677	-103893	340	9613
3911000	3715	-103634	345	9637
3921000	3660	-103359	342	9663
3931000	3697	-103034	348	9693
3941000	3678	-102843	347	9711
3951000	3738	-102607	355	9733
3961000	3775	-102326	360	9759
3971000	3745	-101978	360	9793
3981000	3730	-101768	360	9813
3991000	3700	-101564	358	9833
4001000	3630	-101298	353	9859
4011000	3672	-101015	359	9886
4021000	3563	-100825	350	9906
4031000	3565	-100547	352	9933
4041000	3589	-100213	357	9966
4051000	3552	-99994	355	9988
4061000	3550	-99785	356	10009
4071000	3486	-99602	351	10028
4081000	3509	-99345	355	10053
4091000	3512	-99076	357	10081
4101000	3430	-98901	350	10099
4111000	3425	-98660	351	10124
4121000	3480	-98345	359	10156
4131000	3506	-98087	364	10182
4141000	3541	-97886	369	10203
4151000	3508	-97767	367	10215
4161000	3482	-97503	366	10243
4171000	3483	-97252	368	10269
4181000	3408	-97099	361	10286
4191000	3405	-96851	363	10312
4201000	3425	-96555	367	10344
4211000	3368	-96344	362	10367
4221000	3350	-96171	362	10386
4231000	3324	-95917	361	10413
4241000	3336	-95740	363	10432
4251000	3351	-95400	368	10469
4261000	3262	-95238	359	10488
4271000	3248	-94971	360	10517
4281000	3235	-94741	360	10543
4291000	3191	-94497	357	10570
4301000	3179	-94353	357	10587
4311000	3259	-94113	368	10613
4321000	3262	-93931	369	10633
4331000	3259	-93653	371	10665
4341000	3187	-93504	364	10682
4351000	3197	-93312	367	10704
4361000	3175	-93051	366	10734
4371000	3131	-92794	363	10764
4381000	3093	-92605	360	10787
4391000	3119	-92420	365	10808
4401000	3058	-92267	359	10826
4411000	3106	-91944	367	10864
4421000	3116	-91738	370	10888
4431000	3097	-91579	369	10907
4441000	3088	-91361	370	10933
4451000	3117	-91085	375	10966
4461000	3142	-90962	379	10981
4471000	3152	-90763	382	11004
4481000	3077	-90640	374	11020
4491000	3057	-90392	374	11050
4501000	3058	-90219	375	11071
4511000	2970	-90053	366	11093
4521000	2991	-89806	370	11123
4531000	3031	-89598	377	11148
4541000	2997	-89404	375	11173
4551000	2944	-89261	369	11191
4561000	2925	-89050	368	11218
4571000	2895	-88875	366	11240
4581000	2922	-88563	372	11279
4591000	2914	-88429	372	11296
4601000	2958	-88269	379	11316
4611000	2982	-88076	384	11341
4621000	2959	-87792	383	11378
4631000	2945	-87621	383	11400
4641000	2937	-87454	384	11422
4651000	2856	-87334	374	11438
4661000	2826	-87107	372	11468
4671000	2856	-86929	377	11491
4681000	2863	-86817	379	11506
4691000	2851	-86608	380	11534
4701000	2861	-86401	383	11561
4711000	2880	-86152	388	11594
4721000	2923	-86015	395	11612
4731000	2891	-85846	392	11636
4741000	2860	-85720	389	11653
4751000	2840	-85463	388	11688
4761000	2783	-85275	382	11714
4771000	2746	-85166	378	11730
4781000	2808	-84959	389	11758
4791000	2775	-84781	386	11782
4801000	2754	-84616	384	11806
4811000	2733	-84487	382	11824
4821000	2678	-84276	377	11854
4831000	2689	-84165	379	11869
4841000	2755	-83923	391	11903
4851000	2739	-83777	390	11924
4861000	2729	-83653	390	11942
4871000	2698	-83453	387	11970
4881000	2660	-83230	384	12003
4891000	2613	-83074	378	12026
4901000	2625	-82965	381	12041
4911000	2604	-82781	380	12068
4921000	2593	-82634	379	12090
4931000	2662	-82417	392	12121
4941000	2638	-82269	389	12143
4951000	2648	-82111	392	12166
4961000	2646	-81936	394	12192
4971000	2645	-81745	395	12220
4981000	2586	-81557	388	12249
4991000	2544	-81462	383	12264
5001000	2542	-81258	385	12294
5011000	2559	-81151	388	12310
5021000	2550	-80912	389	12347
5031000	2552	-80811	390	12362
5041000	2529	-80695	388	12380
5051000	2477	-80515	382	12408
5061000	2527	-80322	391	12438
5071000	2575	-80122	401	12468
5081000	2552	-79985	398	12490
5091000	2554	-79832	400	12513
5101000	2512	-79721	395	12531
5111000	2480	-79516	392	12564
5121000	2471	-79352	392	12590
5131000	2476	-79256	394	12605
5141000	2448	-79094	391	12631
5151000	2456	-78951	394	12654
5161000	2519	-78734	406	12688
5171000	2503	-78617	405	12707
5181000	2485	-78492	403	12727
5191000	2452	-78351	399	12751
5201000	2374	-78231	388	12771
5211000	2368	-78047	388	12801
5221000	2385	-77944	392	12818
5231000	2385	-77823	393	12838
5241000	2357	-77645	391	12867
5251000	2357	-77463	392	12897
5261000	2342	-77282	392	12928
5271000	2403	-77180	403	12944
5281000	2443	-77030	411	12969
5291000	2393	-76899	404	12992
5301000	2336	-76729	396	13021
5311000	2337	-76544	399	13052
5321000	2273	-76448	389	13069
5331000	2315	-76338	397	13088
5341000	2354	-76186	405	13113
5351000	2350	-75958	407	13153
5361000	2336	-75806	406	13179
5371000	2369	-75705	413	13196
5381000	2341	-75594	409	13216
5391000	2301	-75513	403	13230
5401000	2298	-75323	405	13264
5411000	2318	-75190	410	13287
5421000	2289	-75093	406	13304
5431000	2267	-74942	403	13331
5441000	2241	-74791	400	13359
5451000	2224	-74578	399	13397
5461000	2269	-74484	409	13413
5471000	2310	-74345	418	13438
5481000	2269	-74209	412	13463
5491000	2202	-74139	400	13476
5501000	2236	-73948	409	13511
5511000	2199	-73813	403	13536
5521000	2240	-73702	412	13556
5531000	2219	-73568	410	13580
5541000	2192	-73451	406	13602
5551000	2220	-73281	413	13634
5561000	2242	-73192	418	13650
5571000	2188	-73044	410	13678
5581000	2164	-72918	407	13702
5591000	2143	-72840	404	13717
5601000	2158	-72662	408	13750
5611000	2152	-72507	409	13780
5621000	2124	-72425	404	13796
5631000	2122	-72289	406	13821
5641000	2133	-72149	409	13848
5651000	2200	-71980	424	13880
5661000	2178	-71893	421	13897
5671000	2121	-71806	411	13914
5681000	2079	-71658	405	13943
5691000	2099	-71520	410	13970
5701000	2075	-71396	407	13995
5711000	2105	-71231	415	14027
5721000	2093	-71140	413	14045
5731000	2125	-71044	421	14063
5741000	2118	-70897	421	14092
5751000	2068	-70803	412	14112
5761000	2064	-70624	414	14147
5771000	2040	-70504	410	14172
5781000	2039	-70409	411	14191
5791000	2082	-70281	421	14216
5801000	2034	-70186	412	14236
5811000	2026	-70032	413	14267
5821000	2085	-69933	426	14287
5831000	2068	-69837	424	14306
5841000	2068	-69702	425	14334
5851000	2026	-69572	418	14361
5861000	2036	-69458	422	14385
5871000	2003	-69305	417	14417
5881000	2006	-69192	419	14440
5891000	2025	-69087	424	14462
5901000	2026	-69007	425	14479
5911000	2040	-68928	429	14495
5921000	2053	-68761	434	14530
5931000	2017	-68603	428	14564
5941000	1986	-68546	422	14577
5951000	2008	-68426	429	14602
5961000	1995	-68303	427	14628
5971000	1942	-68180	418	14655
5981000	1934	-68039	418	14686
5991000	1994	-67931	432	14708
6001000	1980	-67803	430	14736
6011000	1928	-67719	420	14755
6021000	1926	-67671	420	14765
6031000	1898	-67544	416	14794
6041000	1919	-67397	422	14825
6051000	1908	-67317	421	14843
6061000	1945	-67221	430	14864
6071000	1956	-67089	434	14893
6081000	1944	-66975	433	14918
6091000	1945	-66822	435	14952
6101000	1884	-66733	423	14973
6111000	1908	-66670	429	14987
6121000	1903	-66552	429	15014
6131000	1899	-66416	430	15044
6141000	1850	-66329	420	15065
6151000	1881	-66190	429	15096
6161000	1922	-66089	440	15118
6171000	1881	-65992	432	15141
6181000	1884	-65914	433	15159
6191000	1860	-65805	429	15184
6201000	1858	-65695	430	15210
6211000	1848	-65517	430	15251
6221000	1835	-65430	428	15272
6231000	1885	-65330	441	15294
6241000	1872	-65248	439	15313
6251000	1866	-65190	439	15327
6261000	1867	-65099	440	15349
6271000	1885	-64918	447	15391
6281000	1843	-64831	438	15412
6291000	1793	-64759	427	15430
6301000	1796	-64675	429	15450
6311000	1800	-64553	432	15479
6321000	1839	-64460	442	15501
6331000	1815	-64322	438	15534
6341000	1817	-64214	440	15561
6351000	1769	-64107	430	15587
6361000	1765	-64007	430	15611
6371000	1795	-63946	439	15626
6381000	1775	-63874	435	15644
6391000	1803	-63744	443	15675
6401000	1803	-63610	445	15708
6411000	1782	-63552	441	15723
6421000	1739	-63460	431	15746
6431000	1730	-63362	431	15771
6441000	1739	-63263	434	15795
6451000	1746	-63160	437	15821
6461000	1702	-63025	428	15855
6471000	1754	-62935	443	15877
6481000	1774	-62840	449	15901
6491000	1761	-62738	447	15927
6501000	1723	-62683	438	15941
6511000	1721	-62599	439	15963
6521000	1732	-62465	444	15997
6531000	1707	-62344	439	16028
6541000	1725	-62301	444	16039
6551000	1729	-62229	446	16057
6561000	1736	-62117	450	16086
6571000	1686	-62017	438	16113
6581000	1657	-61909	432	16141
6591000	1673	-61798	438	16170
6601000	1689	-61721	443	16190
6611000	1653	-61630	435	16214
6621000	1686	-61533	445	16239
6631000	1710	-61464	452	16257
6641000	1703	-61393	451	16276
6651000	1659	-61241	442	16317
6661000	1637	-61120	438	16349
6671000	1661	-61079	445	16360
6681000	1652	-61012	444	16378
6691000	1660	-60917	447	16404
6701000	1686	-60835	455	16425
6711000	1690	-60721	458	16456
6721000	1659	-60587	452	16493
6731000	1648	-60518	450	16512
6741000	1639	-60444	448	16532
6751000	1651	-60349	453	16558
6761000	1597	-60282	439	16577
6771000	1637	-60209	451	16597
6781000	1676	-60084	464	16630
6791000	1673	-59981	465	16659
6801000	1614	-59909	449	16680
6811000	1602	-59837	447	16700
6821000	1627	-59783	455	16715
6831000	1631	-59682	457	16743
6841000	1615	-59565	455	16776
6851000	1647	-59450	466	16808
6861000	1618	-59352	459	16836
6871000	1622	-59292	461	16853
6881000	1610	-59208	459	16877
6891000	1593	-59117	455	16903
6901000	1584	-59022	454	16931
6911000	1574	-58981	452	16943
6921000	1565	-58920	450	16960
6931000	1601	-58793	463	16996
6941000	1565	-58716	454	17019
6951000	1575	-58636	458	17042
6961000	1532	-58555	446	17066
6971000	1551	-58453	454	17096
6981000	1561	-58380	458	17117
6991000	1575	-58310	463	17137
7001000	1566	-58196	462	17171
7011000	1565	-58086	463	17203
7021000	1536	-58033	456	17219
7031000	1540	-57979	458	17236
7041000	1533	-57899	457	17259
7051000	1522	-57811	455	17286
7061000	1511	-57765	452	17300
7071000	1549	-57655	466	17332
7081000	1539	-57543	464	17366
7091000	1536	-57455	465	17392
7101000	1505	-57391	457	17412
7111000	1518	-57345	461	17426
7121000	1520	-57270	463	17449
7131000	1505	-57151	460	17486
7141000	1535	-57090	471	17504
7151000	1553	-56992	478	17533
7161000	1534	-56907	473	17560
7171000	1501	-56847	464	17579
7181000	1499	-56781	464	17599
7191000	1492	-56676	464	17632
7201000	1488	-56611	464	17652
7211000	1473	-56532	461	17677
7221000	1498	-56487	469	17691
7231000	1488	-56386	468	17722
7241000	1485	-56262	469	17762
7251000	1442	-56190	457	17785
7261000	1446	-56126	459	17805
7271000	1449	-56055	461	17828
7281000	1487	-55984	474	17850
7291000	1509	-55924	482	17869
7301000	1481	-55829	475	17899
7311000	1457	-55737	469	17929
7321000	1482	-55619	479	17967
7331000	1470	-55560	476	17986
7341000	1432	-55508	464	18004
7351000	1428	-55413	465	18034
7361000	1459	-55354	476	18053
7371000	1489	-55307	487	18068
7381000	1451	-55263	475	18083
7391000	1426	-55198	468	18105
7401000	1415	-55076	466	18145
7411000	1437	-54997	475	18170
7421000	1428	-54919	473	18196
7431000	1428	-54874	474	18211
7441000	1456	-54805	485	18234
7451000	1430	-54746	477	18254
7461000	1427	-54634	478	18291
7471000	1390	-54562	467	18316
7481000	1396	-54491	470	18340
7491000	1377	-54412	465	18367
7501000	1403	-54339	475	18391
7511000	1435	-54284	487	18409
7521000	1391	-54190	473	18441
7531000	1369	-54112	467	18468
7541000	1362	-54041	466	18493
7551000	1394	-53998	478	18507
7561000	1378	-53947	473	18525
7571000	1386	-53857	478	18555
7581000	1390	-53758	481	18589
7591000	1387	-53700	481	18609
7601000	1365	-53649	474	18628
7611000	1345	-53582	468	18651
7621000	1368	-53523	477	18671
7631000	1360	-53422	476	18707
7641000	1370	-53365	481	18727
7651000	1404	-53295	494	18750
7661000	1387	-53210	490	18781
7671000	1358	-53129	481	18810
7681000	1345	-53026	478	18846
7691000	1368	-52964	487	18868
7701000	1338	-52899	478	18892
7711000	1342	-52823	481	18919
7721000	1367	-52790	490	18930
7731000	1362	-52738	489	18949
7741000	1359	-52673	490	18972
7751000	1319	-52617	476	18993
7761000	1330	-52529	482	19025
7771000	1314	-52457	477	19051
7781000	1308	-52397	476	19073
7791000	1356	-52317	495	19101
7801000	1322	-52280	483	19116
7811000	1323	-52231	485	19133
7821000	1300	-52158	478	19161
7831000	1305	-52096	481	19183
7841000	1318	-52016	487	19212
7851000	1305	-51947	483	19238
7861000	1333	-51857	495	19271
7871000	1329	-51794	495	19295
7881000	1325	-51749	495	19311
7891000	1316	-51678	492	19338
7901000	1302	-51602	489	19367
7911000	1291	-51559	485	19383
7921000	1267	-51490	478	19410
7931000	1298	-51426	491	19433
7941000	1329	-51372	503	19453
7951000	1307	-51296	496	19482
7961000	1270	-51230	484	19508
7971000	1272	-51141	486	19542
7981000	1291	-51070	495	19568
7991000	1285	-51017	493	19589
8001000	1273	-50936	490	19620
8011000	1304	-50887	503	19639
8021000	1299	-50842	502	19656
8031000	1274	-50787	493	19678
8041000	1274	-50732	495	19699
8051000	1259	-50664	490	19726
8061000	1249	-50587	488	19756
8071000	1257	-50511	492	19785
8081000	1291	-50447	507	19810
8091000	1274	-50394	502	19831
8101000	1234	-50321	487	19861
8111000	1232	-50265	487	19883
8121000	1250	-50224	495	19898
8131000	1253	-50150	498	19928
8141000	1279	-50085	510	19953
8151000	1264	-50041	505	19971
8161000	1234	-49971	494	20000
8171000	1207	-49926	484	20018
8181000	1223	-49855	492	20046
8191000	1242	-49784	501	20074
8201000	1205	-49712	487	20104
8211000	1234	-49635	501	20135
8221000	1264	-49593	513	20151
8231000	1259	-49566	512	20162
8241000	1242	-49517	506	20182
8251000	1233	-49472	504	20201
8261000	1235	-49386	506	20236
8271000	1220	-49310	501	20267
8281000	1232	-49246	508	20293
8291000	1261	-49200	520	20312
8301000	1236	-49144	512	20336
8311000	1211	-49033	503	20382
8321000	1218	-48974	508	20407
8331000	1188	-48940	496	20421
8341000	1181	-48892	494	20442
8351000	1200	-48846	503	20460
8361000	1220	-48772	513	20491
8371000	1204	-48695	508	20523
8381000	1179	-48630	498	20551
8391000	1175	-48593	497	20567
8401000	1194	-48549	506	20585
8411000	1209	-48486	514	20612
8421000	1189	-48448	506	20628
8431000	1209	-48393	516	20651
8441000	1197	-48339	512	20675
8451000	1183	-48262	508	20708
8461000	1201	-48192	517	20737
8471000	1193	-48120	515	20768
8481000	1163	-48072	503	20790
8491000	1160	-48029	503	20809
8501000	1196	-47983	519	20828
8511000	1213	-47926	528	20852
8521000	1205	-47845	526	20888
8531000	1171	-47811	512	20903
8541000	1160	-47732	509	20938
8551000	1173	-47700	515	20952
8561000	1171	-47638	516	20979
8571000	1193	-47565	527	21010
8581000	1186	-47491	525	21044
8591000	1162	-47423	517	21074
8601000	1151	-47396	512	21086
8611000	1140	-47336	509	21113
8621000	1137	-47281	508	21138
8631000	1147	-47240	513	21156
8641000	1166	-47185	523	21180
8651000	1158	-47141	521	21200
8661000	1137	-47092	512	21223
8671000	1127	-47026	509	21253
8681000	1120	-46974	507	21276
8691000	1133	-46934	514	21294
8701000	1150	-46895	523	21311
8711000	1157	-46844	527	21334
8721000	1148	-46753	525	21376
8731000	1129	-46727	517	21389
