f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	2246837	-306697	437	60
11000	965131	-1060103	470	516
21000	404673	-835578	469	969
31000	210146	-629929	477	1429
41000	126685	-494506	486	1898
51000	85410	-405986	496	2359
61000	57804	-344779	473	2821
71000	43693	-298271	481	3282
81000	34162	-262396	488	3748
91000	27080	-234507	486	4208
101000	22038	-211797	486	4671
111000	18261	-192714	487	5143
121000	15753	-177420	497	5592
131000	13580	-163907	502	6059
141000	11810	-152464	505	6520
151000	10202	-142339	501	6990
161000	9039	-133804	503	7440
171000	8136	-126022	510	7902
181000	7355	-119176	516	8359
191000	6569	-112920	513	8826
201000	5910	-107291	512	9292
211000	5435	-102297	518	9748
221000	4992	-97680	522	10211
231000	4575	-93391	523	10682
241000	4321	-89554	538	11141
251000	3935	-86066	530	11595
261000	3651	-82768	532	12058
271000	3481	-79701	547	12523
281000	3236	-76952	545	12972
291000	3014	-74338	545	13430
301000	2841	-71795	550	13907
311000	2671	-69487	552	14370
321000	2513	-67359	553	14825
331000	2371	-65304	555	15293
341000	2265	-63429	562	15746
351000	2182	-61634	574	16204
361000	2028	-59894	565	16677
371000	1965	-58302	578	17132
381000	1879	-56779	582	17593
391000	1800	-55306	588	18062
401000	1710	-53956	587	18515
411000	1681	-52625	607	18983
421000	1581	-51415	597	19431
431000	1492	-50246	590	19884
441000	1450	-49084	601	20355
451000	1396	-47992	606	20819
461000	1330	-46977	602	21270
471000	1298	-45977	614	21733
481000	1244	-45020	613	22195
491000	1200	-44100	616	22659
501000	1180	-43228	631	23116
511000	1128	-42380	628	23579
521000	1113	-41567	644	24040
531000	1069	-40773	642	24509
541000	1045	-40040	651	24958
551000	1003	-39313	649	25420
561000	960	-38612	644	25882
571000	923	-37934	641	26346
581000	921	-37311	662	26785
591000	887	-36645	660	27273
601000	881	-36066	677	27711
611000	849	-35460	674	28185
621000	836	-34903	686	28634
631000	796	-34351	674	29096
641000	770	-33797	674	29573
651000	758	-33275	684	30037
661000	746	-32774	694	30496
671000	730	-32321	698	30924
681000	715	-31836	705	31395
691000	701	-31377	711	31855
701000	682	-30927	713	32318
711000	668	-30510	717	32760
721000	647	-30078	714	33231
731000	634	-29667	720	33693
741000	632	-29281	736	34136
751000	620	-28875	743	34616
761000	597	-28504	735	35067
771000	592	-28140	748	35521
781000	579	-27782	750	35978
791000	577	-27437	766	36431
801000	561	-27091	764	36897
811000	557	-26756	778	37359
821000	539	-26432	771	37817
831000	527	-26109	773	38285
841000	512	-25802	769	38742
851000	513	-25498	789	39203
861000	489	-25204	770	39662
871000	489	-24897	789	40150
881000	484	-24636	797	40576
891000	464	-24360	782	41035
901000	467	-24096	804	41485
911000	450	-23815	793	41976
921000	459	-23566	826	42418
931000	441	-23297	812	42908
941000	435	-23067	818	43336
951000	424	-22820	814	43807
961000	421	-22581	824	44270
971000	418	-22361	836	44706
981000	412	-22128	842	45176
991000	402	-21902	838	45643
1001000	402	-21688	853	46093
1011000	382	-21458	829	46588
1021000	395	-21267	873	47006
1031000	371	-21063	836	47461
1041000	376	-20837	867	47975
1051000	383	-20659	898	48389
1061000	364	-20454	869	48874
1071000	363	-20275	882	49305
1081000	348	-20072	864	49807
1091000	352	-19903	888	50227
1101000	351	-19715	904	50706
1111000	339	-19541	888	51159
1121000	337	-19358	898	51643
1131000	334	-19194	906	52084
1141000	330	-19015	913	52573
1151000	322	-18857	904	53015
1161000	323	-18705	923	53444
1171000	322	-18530	937	53950
1181000	312	-18394	921	54349
1191000	314	-18225	945	54855
1201000	303	-18068	928	55332
1211000	302	-17934	938	55744
1221000	308	-17774	973	56246
1231000	298	-17628	958	56711
1241000	292	-17485	955	57176
1251000	294	-17349	976	57624
1261000	284	-17212	960	58082
1271000	278	-17079	953	58535
1281000	280	-16937	977	59027
1291000	281	-16810	994	59472
1301000	266	-16675	955	59955
1311000	268	-16556	977	60387
1321000	273	-16429	1010	60852
1331000	262	-16296	984	61348
1341000	260	-16185	993	61769
1351000	252	-16059	976	62256
1361000	255	-15940	1003	62719
1371000	254	-15820	1016	63196
1381000	255	-15709	1035	63642
1391000	256	-15604	1052	64070
1401000	249	-15484	1038	64567
1411000	245	-15380	1036	65004
1421000	242	-15271	1038	65465
1431000	246	-15157	1070	65959
1441000	243	-15054	1073	66410
1451000	237	-14958	1060	66838
1461000	231	-14856	1044	67295
1471000	230	-14754	1058	67761
1481000	232	-14651	1080	68236
1491000	231	-14558	1087	68674
1501000	232	-14456	1110	69156
1511000	223	-14361	1081	69617
1521000	225	-14264	1107	70089
1531000	223	-14172	1109	70544
1541000	225	-14076	1137	71023
1551000	220	-13985	1127	71489
1561000	215	-13886	1117	71997
1571000	212	-13801	1115	72443
1581000	207	-13713	1100	72909
1591000	201	-13633	1083	73337
1601000	202	-13542	1103	73826
1611000	201	-13452	1108	74325
1621000	200	-13380	1115	74721
1631000	201	-13298	1139	75182
1641000	197	-13210	1131	75682
1651000	192	-13123	1112	76187
1661000	196	-13053	1149	76592
1671000	190	-12975	1129	77052
1681000	197	-12899	1182	77508
1691000	189	-12825	1148	77955
1701000	189	-12743	1162	78457
1711000	189	-12672	1175	78895
1721000	186	-12594	1174	79386
1731000	180	-12516	1148	79879
1741000	183	-12450	1183	80303
1751000	176	-12369	1152	80831
1761000	179	-12299	1182	81290
1771000	176	-12229	1175	81757
1781000	173	-12169	1170	82162
1791000	172	-12087	1175	82714
1801000	174	-12026	1204	83139
1811000	170	-11958	1186	83609
1821000	180	-11901	1267	84007
1831000	175	-11826	1253	84539
1841000	173	-11755	1253	85053
1851000	179	-11702	1307	85433
1861000	169	-11631	1246	85962
1871000	169	-11572	1262	86400
1881000	172	-11514	1300	86832
1891000	166	-11452	1268	87303
1901000	163	-11389	1254	87784
1911000	165	-11332	1282	88229
1921000	160	-11264	1265	88762
1931000	158	-11207	1260	89214
1941000	162	-11154	1305	89635
1951000	158	-11090	1283	90151
1961000	151	-11035	1239	90607
1971000	156	-10986	1294	91008
1981000	149	-10917	1248	91587
1991000	144	-10869	1222	91990
2001000	146	-10815	1248	92447
2011000	150	-10757	1293	92945
2021000	155	-10709	1353	93361
2031000	155	-10645	1364	93919
2041000	148	-10601	1321	94315
2051000	148	-10543	1334	94830
2061000	146	-10491	1328	95306
2071000	145	-10450	1329	95676
2081000	137	-10388	1270	96247
2091000	140	-10343	1312	96667
2101000	141	-10293	1328	97131
2111000	140	-10242	1335	97614
2121000	134	-10190	1288	98118
2131000	136	-10140	1323	98606
2141000	140	-10100	1372	98995
2151000	138	-10044	1366	99547
2161000	140	-10004	1403	99942
2171000	134	-9953	1357	100449
2181000	132	-9911	1346	100879
2191000	122	-9862	1255	101381
2201000	131	-9824	1353	101772
2211000	129	-9774	1353	102298
2221000	133	-9732	1409	102735
2231000	127	-9686	1353	103221
2241000	125	-9647	1341	103646
2251000	125	-9599	1356	104163
2261000	132	-9554	1450	104647
2271000	127	-9502	1405	105218
2281000	128	-9467	1430	105614
2291000	120	-9425	1356	106083
2301000	117	-9386	1329	106529
2311000	113	-9340	1292	107049
2321000	114	-9300	1319	107506
2331000	113	-9253	1316	108056
2341000	115	-9214	1354	108519
2351000	122	-9178	1448	108935
2361000	118	-9131	1420	109504
2371000	124	-9099	1499	109877
2381000	118	-9058	1442	110377
2391000	116	-9024	1422	110798
2401000	111	-8985	1371	111279
2411000	112	-8952	1400	111688
2421000	111	-8900	1397	112339
2431000	111	-8870	1415	112728
2441000	112	-8838	1431	113130
2451000	107	-8788	1387	113773
2461000	112	-8762	1454	114107
2471000	114	-8717	1498	114693
2481000	118	-8691	1565	115037
2491000	114	-8649	1525	115606
2501000	108	-8612	1452	116100
2511000	110	-8585	1497	116461
2521000	105	-8546	1436	116992
2531000	106	-8508	1469	117516
2541000	105	-8475	1457	117975
2551000	98	-8434	1382	118557
2561000	107	-8409	1518	118902
2571000	103	-8369	1475	119471
2581000	104	-8337	1497	119932
2591000	105	-8314	1515	120264
2601000	99	-8281	1450	120734
2611000	100	-8247	1474	121239
2621000	96	-8203	1428	121887
2631000	103	-8182	1544	122193
2641000	100	-8155	1502	122606
2651000	95	-8118	1447	123160
2661000	98	-8079	1494	123754
2671000	103	-8055	1589	124127
2681000	102	-8017	1583	124715
2691000	98	-7987	1544	125184
2701000	97	-7968	1526	125477
2711000	95	-7936	1503	125989
2721000	95	-7904	1526	126508
2731000	97	-7872	1560	127012
2741000	96	-7841	1555	127512
2751000	97	-7806	1587	128089
2761000	103	-7784	1692	128448
2771000	100	-7747	1660	129068
2781000	94	-7721	1576	129505
2791000	95	-7697	1597	129896
2801000	92	-7668	1567	130385
2811000	101	-7647	1723	130753
2821000	96	-7616	1662	131290
2831000	88	-7584	1538	131840
2841000	86	-7556	1499	132323
2851000	95	-7533	1668	132736
2861000	93	-7494	1648	133412
2871000	98	-7471	1760	133827
