f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	6570640	-1716277	142	37
11000	5668916	-2100879	155	57
21000	4436901	-2861487	159	103
31000	3229310	-3287261	152	155
41000	2512867	-2999275	164	196
51000	1875500	-2648829	178	251
61000	1413132	-2643834	157	294
71000	1119750	-2324399	168	349
81000	871836	-2157836	161	398
91000	705002	-1959270	163	452
101000	623605	-1830277	167	490
111000	514367	-1688281	165	542
121000	442600	-1590477	162	584
131000	390160	-1470174	169	635
141000	340650	-1370413	171	687
151000	313343	-1305216	174	724
161000	262597	-1217264	169	785
171000	235628	-1159579	168	828
181000	227518	-1091206	183	878
191000	195946	-1044811	173	925
201000	180023	-988795	178	979
211000	163201	-955677	174	1017
221000	155088	-907322	183	1071
231000	145232	-874689	185	1113
241000	132434	-835034	185	1168
251000	119379	-807396	179	1212
261000	115055	-777321	186	1259
271000	102311	-750763	178	1308
281000	99833	-724602	187	1354
291000	93445	-702319	186	1399
301000	86609	-679081	185	1449
311000	77845	-658192	177	1498
321000	79206	-638903	191	1541
331000	71811	-618318	185	1596
341000	71823	-600832	196	1641
351000	67032	-587728	192	1680
361000	61915	-570594	188	1732
371000	59801	-553394	193	1786
381000	58640	-538691	200	1835
391000	52865	-526667	189	1880
401000	51512	-513894	193	1927
411000	49874	-499813	198	1981
421000	48524	-490234	200	2020
431000	46970	-478689	203	2069
441000	42761	-468855	193	2115
451000	45329	-456936	215	2167
461000	39964	-448383	197	2213
471000	39085	-437291	203	2269
481000	38576	-430946	206	2302
491000	37035	-420525	208	2360
501000	34857	-413317	203	2402
511000	34985	-405300	211	2449
521000	33287	-398258	208	2494
531000	32196	-390149	210	2546
541000	30749	-383616	208	2590
551000	31287	-376020	220	2641
561000	28839	-369922	209	2687
571000	27038	-363103	204	2739
581000	26907	-358190	209	2776
591000	26593	-352262	213	2823
601000	25235	-346267	209	2873
611000	24304	-340382	209	2923
621000	24424	-335574	216	2964
631000	23950	-329945	219	3015
641000	23387	-324460	221	3066
651000	22950	-319433	224	3114
661000	22703	-315074	228	3157
671000	20831	-310638	215	3205
681000	20914	-305471	223	3258
691000	20105	-301099	221	3306
701000	20590	-297108	232	3350
711000	19407	-293430	224	3393
721000	18910	-288700	226	3449
731000	18694	-285206	229	3491
741000	18729	-281777	235	3533
