f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	6331313	-388747	157	10
11000	3780688	-1786022	216	102
21000	2412082	-2233573	223	207
31000	1666449	-2184680	221	289
41000	1094720	-1909233	226	394
51000	799629	-1663127	235	488
61000	552487	-1519930	211	581
71000	451270	-1349285	223	667
81000	348630	-1204815	222	766
91000	279928	-1082936	224	866
101000	233716	-990997	225	956
111000	197888	-911660	227	1048
121000	172786	-839569	235	1143
131000	143790	-776863	230	1245
141000	128235	-729516	234	1330
151000	111910	-680532	235	1431
161000	98655	-641306	234	1523
171000	91513	-604083	245	1618
181000	81102	-571297	244	1716
191000	72275	-542967	241	1810
201000	67209	-516910	247	1902
211000	58672	-491515	239	2006
221000	55276	-470545	246	2096
231000	51586	-451605	250	2186
241000	46889	-432490	248	2285
251000	44456	-416510	253	2374
261000	41066	-400433	253	2471
271000	37863	-386271	251	2564
281000	36746	-372905	262	2656
291000	32641	-359882	250	2756
301000	31321	-347933	257	2851
311000	28822	-337898	251	2938
321000	27930	-326655	260	3039
331000	26480	-318400	259	3119
341000	24874	-308172	260	3224
351000	23770	-300313	262	3309
361000	22186	-291488	260	3411
371000	21731	-284511	267	3494
381000	20884	-276495	272	3596
391000	19931	-270134	272	3682
401000	18549	-262852	267	3786
411000	18137	-256799	274	3875
421000	17344	-250575	275	3972
431000	16744	-245194	277	4059
441000	15607	-239133	272	4164
451000	15424	-234460	279	4247
461000	14802	-229019	281	4348
471000	14396	-224582	284	4435
481000	13638	-219648	282	4535
491000	13360	-215224	287	4628
501000	12673	-210690	284	4729
511000	12015	-206771	280	4820
521000	11923	-202952	288	4910
531000	11207	-199035	282	5008
541000	11366	-195548	296	5097
551000	10673	-192109	288	5189
561000	10390	-188904	290	5278
571000	10326	-185667	299	5369
581000	9759	-182464	292	5465
591000	9659	-179483	299	5555
601000	9189	-176322	295	5656
611000	9031	-173535	299	5747
621000	8954	-170788	306	5839
631000	8424	-168229	297	5929
641000	8210	-165581	299	6025
651000	8110	-163184	304	6113
661000	7929	-160449	307	6217
671000	7539	-158256	300	6305
681000	7646	-155905	314	6399
691000	7261	-153675	307	6493
701000	7133	-151386	311	6591
711000	7130	-149411	319	6678
721000	6749	-147287	310	6775
731000	6620	-145344	313	6866
741000	6373	-143410	309	6959
751000	6478	-141568	323	7049
761000	6133	-139757	313	7142
771000	6048	-137870	318	7239
781000	5905	-136218	318	7327
791000	5943	-134417	328	7425
801000	5663	-132770	321	7518
811000	5678	-131060	330	7616
821000	5458	-129549	325	7705
831000	5480	-127898	334	7804
841000	5368	-126498	335	7891
851000	5225	-124936	334	7990
861000	5166	-123489	338	8084
871000	5074	-122076	340	8177
881000	5049	-120752	346	8267
891000	4967	-119448	348	8357
901000	4716	-118099	338	8454
911000	4696	-116813	344	8547
921000	4616	-115572	345	8639
931000	4535	-114350	346	8731
941000	4496	-113240	350	8817
951000	4425	-112059	352	8910
961000	4388	-110812	357	9010
971000	4245	-109640	353	9107
981000	4149	-108618	351	9193
991000	4050	-107471	350	9292
1001000	3964	-106383	350	9387
1011000	3941	-105334	355	9480
1021000	3896	-104401	357	9565
1031000	3852	-103422	360	9656
1041000	3852	-102393	367	9753
1051000	3779	-101474	366	9841
1061000	3677	-100509	363	9936
1071000	3638	-99545	367	10032
1081000	3537	-98630	363	10126
1091000	3475	-97757	363	10217
1101000	3409	-96878	363	10310
1111000	3396	-96037	368	10400
1121000	3392	-95121	374	10500
1131000	3340	-94252	376	10597
1141000	3304	-93508	377	10681
1151000	3283	-92678	382	10777
1161000	3237	-91912	383	10866
1171000	3202	-91099	385	10963
1181000	3151	-90373	385	11052
1191000	3109	-89624	387	11144
1201000	3058	-88883	387	11237
1211000	3006	-88123	387	11335
1221000	2968	-87443	388	11423
1231000	2944	-86719	391	11518
1241000	2878	-86067	388	11606
1251000	2855	-85357	391	11702
1261000	2768	-84741	385	11788
1271000	2727	-84052	386	11885
1281000	2700	-83449	387	11971
1291000	2694	-82787	393	12066
1301000	2707	-82155	401	12159
1311000	2671	-81542	401	12251
1321000	2645	-80918	404	12345
1331000	2627	-80337	407	12434
1341000	2580	-79689	406	12536
1351000	2525	-79142	403	12623
1361000	2483	-78536	402	12720
1371000	2470	-77932	406	12819
1381000	2449	-77376	409	12911
1391000	2420	-76846	409	13000
1401000	2368	-76304	406	13093
1411000	2385	-75851	414	13171
1421000	2377	-75282	419	13270
