f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	319020	-102313	2842	912
11000	24827	-89362	2886	10389
21000	7220	-49385	2899	19825
31000	3350	-33824	2900	29277
41000	1933	-25676	2916	38727
51000	1268	-20683	2954	48169
61000	881	-17322	2929	57580
71000	658	-14873	2967	67107
81000	503	-13056	2944	76477
91000	410	-11625	3030	85918
101000	324	-10471	2957	95408
111000	262	-9520	2886	104962
121000	238	-8742	3109	114307
131000	204	-8072	3136	123803
141000	170	-7505	3016	133183
151000	159	-7006	3237	142654
161000	127	-6566	2943	152247
171000	118	-6181	3093	161735
181000	110	-5842	3227	171108
191000	95	-5528	3108	180829
201000	85	-5258	3085	190136
211000	75	-5003	2993	199821
221000	76	-4776	3328	209337
231000	69	-4571	3317	218742
241000	59	-4375	3094	228534
251000	59	-4206	3334	237703
261000	56	-4044	3394	247232
271000	50	-3889	3303	257101
281000	52	-3755	3669	266289
291000	38	-3620	2872	276181
301000	39	-3497	3161	285938
311000	39	-3393	3415	294708
321000	44	-3282	4108	304594
331000	39	-3187	3829	313719
341000	37	-3089	3840	323641
351000	36	-2999	3996	333446
361000	36	-2915	4178	342966
371000	32	-2828	3957	353593
381000	23	-2759	3027	362463
391000	25	-2679	3544	373214
401000	23	-2623	3386	381209
411000	25	-2551	3876	392033
421000	17	-2491	2670	401423
431000	23	-2436	3813	410402
441000	19	-2378	3360	420453
451000	21	-2329	3895	429282
461000	25	-2272	4839	440053
471000	19	-2231	3876	448150
481000	17	-2176	3637	459505
491000	26	-2134	5735	468626
501000	15	-2086	3541	479452
511000	11	-2046	2721	488724
521000	18	-2001	4589	499660
531000	12	-1963	3218	509521
541000	17	-1933	4553	517319
551000	15	-1890	4218	529107
561000	13	-1853	3766	539638
571000	13	-1832	3877	545738
581000	10	-1794	3097	557502
591000	9	-1762	2738	567435
601000	17	-1733	5767	576932
611000	5	-1703	1598	587254
621000	11	-1678	3801	596001
631000	14	-1648	5007	606652
641000	19	-1618	7199	617951
651000	8	-1595	3140	627132
661000	2	-1568	982	637634
671000	10	-1546	4184	646632
681000	4	-1524	1761	656059
691000	9	-1493	3821	669945
701000	10	-1470	4628	680304
711000	7	-1451	3452	688984
721000	10	-1437	4755	695796
731000	8	-1412	4209	708056
741000	8	-1391	4051	718885
751000	16	-1363	8521	733736
761000	15	-1351	8478	740199
771000	17	-1335	9517	748941
781000	6	-1313	3772	761865
791000	4	-1296	2607	771882
801000	4	-1283	2297	779171
811000	3	-1264	1573	791185
821000	8	-1244	5331	803857
831000	11	-1232	7484	811468
841000	9	-1222	5930	818095
851000	1	-1205	938	829876
861000	2	-1188	1766	841840
871000	2	-1169	1446	855746
881000	3	-1155	2301	865572
891000	10	-1143	7943	875133
901000	15	-1128	12126	886222
911000	7	-1115	5883	897219
921000	2	-1098	1867	910391
931000	4	-1087	3447	919776
941000	3	-1073	2270	932139
951000	3	-1061	2983	942351
961000	3	-1054	2811	948937
971000	3	-1045	2640	957327
981000	8	-1035	7416	965672
991000	12	-1021	11303	979331
1001000	12	-1005	11602	995025
1011000	8	-994	7788	1006075
1021000	8	-986	8471	1014603
1031000	5	-977	5648	1023265
1041000	2	-965	2556	1035770
1051000	5	-958	5931	1043521
1061000	6	-948	6939	1054606
1071000	9	-940	9832	1063981
1081000	8	-931	9694	1074295
1091000	8	-916	9569	1091097
1101000	8	-901	10427	1109653
1111000	7	-891	8872	1122298
1121000	9	-885	10976	1129312
1131000	11	-875	14242	1142106
1141000	14	-870	18467	1149680
1151000	13	-860	18130	1161961
1161000	10	-850	14129	1175701
1171000	10	-845	13609	1183482
1181000	9	-839	13158	1191523
1191000	10	-836	13921	1195706
1201000	8	-832	12223	1202361
1211000	4	-821	6513	1218306
1221000	5	-809	7322	1236111
1231000	4	-798	6697	1253272
1241000	8	-788	13107	1269201
1251000	8	-782	12341	1278305
1261000	4	-771	6019	1296259
1271000	3	-766	5283	1305588
1281000	1	-760	1095	1315317
1291000	-1	-757	-1397	1320516
1301000	-1	-753	-916	1328733
1311000	-0	-750	-353	1334045
1321000	3	-740	4899	1350779
1331000	5	-735	8829	1359582
1341000	9	-729	16375	1371361
