f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	3092652	-307151	320	32
11000	1975534	-1273433	358	231
21000	1121594	-1358977	361	438
31000	646058	-1184371	355	651
41000	414873	-984925	363	862
51000	289902	-833148	373	1071
61000	208605	-726150	365	1272
71000	158353	-635989	369	1481
81000	121524	-564304	365	1694
91000	100479	-506291	377	1900
101000	80397	-459337	370	2112
111000	68838	-420285	380	2317
121000	57604	-386689	377	2530
131000	50058	-358855	381	2733
141000	43593	-334396	383	2940
151000	37399	-313294	376	3147
161000	33460	-294042	382	3357
171000	29563	-277350	380	3565
181000	27057	-262992	387	3763
191000	24103	-248483	387	3987
201000	22065	-236438	391	4193
211000	20002	-225617	390	4398
221000	18386	-215953	391	4597
231000	16831	-206415	392	4813
241000	15588	-197711	396	5027
251000	14828	-189899	409	5234
261000	13458	-183149	399	5431
271000	12468	-176314	399	5643
281000	11710	-170265	402	5846
291000	11101	-164344	409	6057
301000	10514	-158823	415	6269
311000	9650	-153985	405	6469
321000	9222	-149178	413	6678
331000	8731	-144558	416	6892
341000	8419	-140401	426	7097
351000	7928	-136359	425	7309
361000	7488	-132703	424	7512
371000	7138	-129284	426	7711
381000	6840	-125719	431	7931
391000	6557	-122666	435	8129
401000	6193	-119620	432	8337
411000	6032	-116762	441	8542
421000	5756	-113844	443	8762
431000	5538	-111304	446	8962
441000	5246	-108845	442	9166
451000	5024	-106442	442	9374
461000	4928	-104228	453	9573
471000	4682	-101868	450	9796
481000	4484	-99842	449	9996
491000	4331	-97840	452	10201
501000	4287	-95876	465	10409
511000	4082	-94035	461	10614
521000	3938	-92180	463	10829
531000	3808	-90463	464	11035
541000	3709	-88740	470	11249
551000	3592	-87242	471	11443
561000	3493	-85694	475	11650
571000	3388	-84234	477	11852
581000	3304	-82801	481	12058
591000	3234	-81362	488	12271
601000	3128	-80007	488	12480
611000	3028	-78690	488	12689
621000	2931	-77474	488	12889
631000	2855	-76244	490	13098
641000	2753	-75108	487	13296
651000	2734	-73951	499	13504
661000	2642	-72874	497	13704
671000	2621	-71754	508	13918
681000	2494	-70733	498	14120
691000	2436	-69690	501	14332
701000	2383	-68706	504	14537
711000	2357	-67751	513	14742
721000	2285	-66831	511	14946
731000	2229	-65906	513	15156
741000	2191	-65021	518	15362
751000	2174	-64170	527	15566
761000	2105	-63338	524	15771
771000	2052	-62511	525	15980
781000	1988	-61738	521	16181
791000	1974	-60966	531	16386
801000	1949	-60184	538	16598
811000	1898	-59442	537	16806
821000	1883	-58735	545	17008
831000	1826	-57998	542	17225
841000	1810	-57333	550	17424
851000	1764	-56687	548	17624
861000	1723	-56014	549	17836
871000	1699	-55361	554	18046
881000	1649	-54765	549	18243
891000	1609	-54127	549	18459
901000	1613	-53532	562	18664
911000	1573	-52948	560	18870
921000	1543	-52405	561	19065
931000	1511	-51839	562	19274
941000	1510	-51308	573	19473
951000	1478	-50724	574	19698
961000	1455	-50216	576	19897
971000	1438	-49715	582	20098
981000	1403	-49191	579	20313
991000	1366	-48738	574	20502
1001000	1371	-48228	589	20718
1011000	1337	-47750	586	20926
1021000	1310	-47296	585	21127
1031000	1304	-46850	594	21328
1041000	1256	-46357	584	21556
1051000	1239	-45964	586	21740
1061000	1228	-45520	592	21952
1071000	1234	-45107	606	22153
1081000	1209	-44670	605	22370
1091000	1177	-44287	599	22564
1101000	1132	-43889	587	22770
1111000	1139	-43477	602	22985
1121000	1144	-43088	616	23192
1131000	1113	-42743	609	23380
1141000	1106	-42355	616	23594
1151000	1073	-41993	608	23798
1161000	1066	-41646	614	23996
1171000	1060	-41246	623	24229
1181000	1053	-40930	628	24416
1191000	1016	-40570	617	24633
1201000	1008	-40263	621	24821
1211000	1002	-39907	629	25042
1221000	979	-39586	624	25246
1231000	987	-39278	639	25444
1241000	966	-38952	636	25657
1251000	971	-38662	649	25849
1261000	932	-38350	633	26060
1271000	940	-38037	649	26274
1281000	913	-37731	641	26488
1291000	902	-37435	643	26697
1301000	892	-37172	645	26887
1311000	887	-36876	652	27102
1321000	872	-36611	650	27299
1331000	878	-36323	665	27515
1341000	871	-36078	669	27701
1351000	850	-35799	663	27918
1361000	844	-35539	668	28122
1371000	813	-35272	653	28336
1381000	822	-35014	670	28545
1391000	810	-34770	670	28745
1401000	803	-34532	673	28943
1411000	802	-34274	683	29160
1421000	776	-34047	669	29356
1431000	772	-33808	675	29563
1441000	768	-33565	682	29777
1451000	769	-33336	691	29982
1461000	763	-33115	695	30182
1471000	743	-32883	687	30395
1481000	728	-32669	681	30595
1491000	719	-32448	682	30803
1501000	718	-32235	690	31007
1511000	720	-32026	702	31208
1521000	715	-31820	706	31411
1531000	698	-31620	698	31610
1541000	695	-31412	704	31819
1551000	677	-31200	695	32036
1561000	670	-30999	697	32245
1571000	674	-30801	710	32451
1581000	675	-30608	720	32655
1591000	664	-30431	717	32846
1601000	654	-30232	716	33062
1611000	636	-30064	703	33248
1621000	637	-29866	714	33468
1631000	638	-29685	723	33672
1641000	620	-29501	712	33882
1651000	619	-29314	721	34098
1661000	607	-29131	715	34313
1671000	614	-28965	731	34509
1681000	599	-28803	722	34704
1691000	601	-28632	733	34911
1701000	605	-28481	745	35095
1711000	606	-28292	757	35330
1721000	574	-28130	725	35535
1731000	582	-27961	744	35748
1741000	572	-27805	739	35950
1751000	580	-27649	758	36151
1761000	578	-27493	765	36357
1771000	557	-27352	744	36545
1781000	557	-27187	753	36767
1791000	567	-27022	776	36990
1801000	549	-26875	759	37194
1811000	530	-26735	741	37390
1821000	543	-26589	768	37594
1831000	533	-26433	762	37817
1841000	539	-26303	779	38003
1851000	520	-26159	760	38212
1861000	517	-26015	763	38424
1871000	512	-25864	765	38648
1881000	511	-25740	771	38835
1891000	514	-25605	783	39039
1901000	501	-25472	772	39243
1911000	508	-25349	791	39433
1921000	495	-25209	779	39653
1931000	499	-25088	793	39844
1941000	497	-24942	798	40076
1951000	494	-24808	802	40293
1961000	482	-24680	792	40503
1971000	473	-24560	784	40701
1981000	480	-24455	803	40876
1991000	482	-24314	815	41113
2001000	462	-24203	788	41302
2011000	462	-24071	797	41528
2021000	465	-23957	810	41726
2031000	450	-23845	792	41922
2041000	457	-23719	812	42145
2051000	445	-23608	799	42343
2061000	449	-23490	813	42556
2071000	452	-23369	827	42776
2081000	444	-23262	820	42972
2091000	435	-23158	812	43167
2101000	433	-23041	816	43385
2111000	436	-22938	829	43581
2121000	435	-22823	835	43800
2131000	429	-22723	832	43993
2141000	427	-22613	835	44207
2151000	416	-22504	822	44421
2161000	427	-22408	851	44611
2171000	424	-22296	852	44835
2181000	419	-22194	851	45040
2191000	414	-22095	847	45242
2201000	396	-21986	820	45469
2211000	405	-21899	844	45648
2221000	402	-21790	846	45877
2231000	399	-21703	846	46061
2241000	394	-21593	844	46295
2251000	395	-21510	853	46475
2261000	393	-21405	858	46703
2271000	386	-21317	848	46897
2281000	378	-21209	841	47134
2291000	388	-21124	870	47323
2301000	381	-21030	861	47535
2311000	374	-20941	852	47738
2321000	385	-20864	884	47913
2331000	374	-20765	866	48142
2341000	379	-20674	886	48354
2351000	365	-20586	861	48562
2361000	376	-20504	893	48755
2371000	369	-20405	885	48991
2381000	360	-20324	871	49187
2391000	358	-20239	874	49395
2401000	369	-20157	908	49595
2411000	355	-20075	882	49799
2421000	353	-19982	884	50030
2431000	348	-19914	878	50201
2441000	357	-19821	907	50434
2451000	352	-19733	903	50659
2461000	351	-19663	907	50840
2471000	342	-19587	890	51039
2481000	349	-19497	918	51274
2491000	346	-19428	915	51456
2501000	331	-19342	884	51686
2511000	337	-19260	909	51906
2521000	331	-19205	898	52055
2531000	331	-19112	907	52309
2541000	336	-19032	928	52528
2551000	329	-18972	914	52692
2561000	325	-18884	910	52940
2571000	322	-18809	910	53150
2581000	324	-18754	922	53305
2591000	327	-18673	939	53537
2601000	323	-18598	933	53753
2611000	310	-18522	903	53974
2621000	316	-18449	929	54187
2631000	313	-18386	927	54374
2641000	308	-18314	918	54587
2651000	317	-18242	954	54803
2661000	317	-18179	957	54990
2671000	311	-18112	947	55196
2681000	313	-18042	960	55409
2691000	310	-17967	961	55641
2701000	308	-17902	960	55844
2711000	310	-17840	974	56038
2721000	306	-17764	969	56277
2731000	298	-17698	952	56488
2741000	296	-17632	952	56700
2751000	300	-17567	971	56908
2761000	295	-17508	961	57099
2771000	294	-17443	965	57314
2781000	294	-17381	971	57519
2791000	297	-17312	992	57747
2801000	290	-17246	974	57966
2811000	289	-17192	976	58149
2821000	287	-17122	978	58387
2831000	283	-17069	973	58571
2841000	280	-17017	966	58750
2851000	275	-16949	957	58986
2861000	280	-16889	980	59194
2871000	280	-16826	990	59414
2881000	283	-16771	1005	59611
2891000	281	-16710	1004	59828
2901000	274	-16661	987	60005
2911000	275	-16608	997	60196
2921000	274	-16547	1000	60417
2931000	272	-16484	999	60647
2941000	271	-16422	1004	60879
2951000	272	-16375	1014	61051
2961000	275	-16312	1035	61285
2971000	274	-16261	1036	61480
2981000	272	-16199	1036	61713
2991000	274	-16152	1051	61895
3001000	274	-16091	1057	62127
3011000	264	-16048	1026	62297
3021000	261	-15990	1022	62522
3031000	265	-15939	1042	62720
3041000	259	-15873	1027	62982
3051000	260	-15826	1036	63169
3061000	257	-15782	1032	63348
3071000	258	-15727	1041	63566
3081000	248	-15671	1011	63797
3091000	255	-15618	1047	64012
3101000	253	-15571	1042	64206
3111000	253	-15519	1052	64420
3121000	250	-15459	1047	64670
3131000	254	-15410	1068	64874
3141000	255	-15370	1078	65045
3151000	251	-15315	1072	65276
3161000	240	-15264	1029	65497
3171000	237	-15213	1022	65718
3181000	234	-15166	1015	65921
3191000	235	-15128	1027	66085
3201000	226	-15070	996	66341
3211000	229	-15025	1015	66538
3221000	230	-14980	1026	66740
3231000	232	-14936	1039	66937
3241000	226	-14885	1021	67166
3251000	232	-14840	1051	67370
3261000	229	-14794	1045	67578
3271000	229	-14750	1052	67780
3281000	220	-14702	1019	68002
3291000	225	-14654	1045	68224
3301000	217	-14606	1018	68448
3311000	220	-14566	1035	68639
3321000	219	-14520	1038	68853
3331000	219	-14480	1047	69047
3341000	217	-14431	1042	69279
3351000	220	-14387	1061	69491
3361000	222	-14353	1077	69654
3371000	220	-14300	1075	69914
3381000	219	-14266	1075	70082
3391000	222	-14218	1097	70317
3401000	218	-14172	1086	70545
3411000	217	-14133	1084	70741
3421000	220	-14091	1109	70948
3431000	218	-14045	1103	71183
3441000	226	-14007	1151	71375
3451000	223	-13969	1144	71566
3461000	217	-13918	1119	71832
3471000	215	-13885	1114	72000
3481000	216	-13836	1130	72260
3491000	223	-13811	1169	72385
3501000	217	-13769	1143	72608
3511000	217	-13725	1151	72840
3521000	215	-13690	1147	73028
3531000	213	-13641	1147	73290
3541000	212	-13600	1146	73510
3551000	211	-13563	1148	73713
3561000	204	-13522	1117	73936
3571000	209	-13490	1149	74113
3581000	209	-13451	1152	74327
3591000	209	-13416	1159	74519
3601000	207	-13371	1159	74774
3611000	203	-13331	1143	74997
3621000	206	-13296	1163	75195
3631000	203	-13261	1155	75394
3641000	203	-13230	1162	75569
3651000	205	-13182	1182	75843
3661000	199	-13143	1153	76068
3671000	207	-13114	1204	76233
3681000	204	-13076	1191	76456
3691000	199	-13042	1167	76655
3701000	203	-13001	1202	76896
3711000	200	-12965	1188	77114
3721000	205	-12932	1224	77310
3731000	197	-12891	1183	77558
3741000	194	-12857	1176	77762
3751000	200	-12831	1212	77920
3761000	192	-12787	1175	78184
3771000	197	-12757	1210	78369
3781000	187	-12716	1159	78627
3791000	191	-12694	1188	78758
3801000	196	-12658	1224	78983
3811000	189	-12621	1188	79217
3821000	187	-12587	1182	79429
3831000	188	-12553	1190	79646
3841000	184	-12523	1171	79835
3851000	183	-12488	1172	80062
3861000	180	-12457	1160	80260
3871000	176	-12418	1143	80511
3881000	183	-12390	1193	80692
3891000	176	-12352	1153	80941
3901000	178	-12332	1167	81075
3911000	178	-12302	1177	81270
3921000	172	-12259	1141	81555
3931000	175	-12226	1172	81777
3941000	178	-12200	1195	81947
3951000	171	-12164	1155	82191
3961000	173	-12130	1177	82425
3971000	175	-12108	1193	82576
3981000	172	-12068	1179	82848
3991000	170	-12034	1176	83079
4001000	171	-12004	1184	83291
4011000	172	-11977	1198	83478
4021000	171	-11940	1200	83732
4031000	174	-11919	1222	83885
4041000	171	-11882	1210	84144
4051000	170	-11859	1210	84305
4061000	169	-11826	1205	84540
4071000	169	-11795	1214	84768
4081000	164	-11772	1186	84933
4091000	169	-11743	1223	85139
4101000	170	-11706	1238	85406
4111000	165	-11675	1213	85633
4121000	166	-11648	1225	85837
4131000	167	-11618	1236	86057
4141000	171	-11585	1271	86302
4151000	173	-11566	1290	86439
4161000	174	-11528	1309	86727
4171000	170	-11499	1283	86949
4181000	171	-11476	1300	87116
4191000	169	-11438	1290	87412
4201000	164	-11409	1256	87633
4211000	165	-11391	1272	87771
4221000	166	-11359	1285	88018
4231000	158	-11329	1228	88250
4241000	162	-11307	1264	88421
4251000	157	-11275	1234	88678
4261000	162	-11255	1277	88829
4271000	160	-11231	1265	89024
4281000	161	-11203	1279	89244
4291000	161	-11169	1294	89514
4301000	159	-11142	1280	89732
4311000	161	-11124	1304	89879
4321000	160	-11086	1304	90185
4331000	158	-11067	1290	90337
4341000	157	-11042	1289	90546
4351000	158	-11010	1300	90809
4361000	155	-10985	1283	91016
4371000	152	-10955	1267	91261
4381000	156	-10935	1303	91428
4391000	156	-10903	1314	91700
4401000	162	-10882	1366	91875
4411000	166	-10861	1407	92052
4421000	164	-10824	1397	92364
4431000	164	-10801	1403	92565
4441000	158	-10781	1363	92738
4451000	158	-10757	1369	92946
4461000	151	-10724	1312	93232
4471000	150	-10702	1312	93420
4481000	156	-10682	1368	93593
4491000	154	-10655	1353	93830
4501000	149	-10627	1317	94078
4511000	146	-10602	1298	94305
4521000	151	-10579	1345	94511
4531000	146	-10549	1311	94773
4541000	149	-10534	1346	94908
4551000	148	-10510	1340	95125
4561000	149	-10493	1349	95279
4571000	145	-10466	1323	95530
4581000	140	-10442	1280	95749
4591000	145	-10423	1332	95924
4601000	138	-10390	1274	96228
4611000	142	-10367	1317	96438
4621000	149	-10344	1389	96653
4631000	154	-10327	1443	96814
4641000	150	-10299	1414	97079
4651000	145	-10273	1372	97321
4661000	142	-10249	1348	97551
4671000	143	-10231	1369	97720
4681000	137	-10203	1314	97996
4691000	136	-10185	1315	98165
4701000	135	-10159	1312	98419
4711000	141	-10146	1373	98546
4721000	132	-10118	1287	98817
4731000	132	-10102	1297	98972
4741000	138	-10076	1362	99223
4751000	140	-10059	1384	99397
4761000	136	-10024	1356	99745
4771000	136	-10005	1356	99937
4781000	137	-9981	1375	100167
4791000	139	-9971	1393	100272
4801000	136	-9940	1376	100584
4811000	132	-9913	1341	100863
4821000	138	-9891	1411	101080
4831000	142	-9873	1452	101267
4841000	135	-9844	1389	101566
4851000	138	-9830	1433	101709
4861000	137	-9808	1422	101935
4871000	138	-9793	1436	102090
4881000	132	-9770	1380	102334
4891000	130	-9751	1371	102530
4901000	133	-9728	1406	102778
4911000	136	-9714	1444	102927
4921000	129	-9684	1372	103249
4931000	134	-9668	1428	103414
4941000	136	-9650	1463	103607
4951000	135	-9630	1455	103821
4961000	132	-9611	1426	104033
4971000	126	-9589	1365	104267
4981000	125	-9566	1367	104518
4991000	127	-9548	1389	104718
5001000	127	-9530	1402	104909
5011000	128	-9501	1422	105235
5021000	134	-9486	1493	105393
5031000	140	-9469	1563	105589
5041000	140	-9450	1572	105793
5051000	134	-9427	1503	106058
5061000	127	-9409	1439	106261
5071000	129	-9384	1460	106542
5081000	127	-9372	1445	106680
5091000	128	-9360	1463	106821
5101000	119	-9327	1365	107195
5111000	123	-9309	1424	107399
5121000	121	-9285	1408	107687
5131000	127	-9276	1474	107788
5141000	123	-9252	1441	108068
5151000	120	-9235	1408	108260
5161000	121	-9210	1427	108557
5171000	123	-9199	1450	108691
5181000	128	-9184	1522	108863
5191000	126	-9153	1500	109229
5201000	127	-9140	1519	109384
5211000	122	-9118	1470	109652
5221000	123	-9105	1489	109805
5231000	125	-9095	1512	109934
5241000	115	-9073	1396	110196
5251000	116	-9054	1414	110428
5261000	113	-9038	1387	110627
5271000	116	-9027	1417	110755
5281000	115	-9000	1414	111099
5291000	116	-8975	1434	111396
5301000	124	-8963	1549	111550
5311000	119	-8945	1493	111771
5321000	123	-8932	1546	111934
5331000	115	-8914	1445	112159
5341000	112	-8895	1414	112407
5351000	112	-8871	1424	112710
5361000	114	-8856	1452	112901
5371000	121	-8842	1548	113079
5381000	118	-8818	1516	113380
5391000	118	-8798	1522	113641
5401000	119	-8783	1538	113835
5411000	113	-8767	1473	114046
5421000	116	-8755	1508	114201
5431000	108	-8737	1420	114432
5441000	106	-8723	1397	114625
5451000	111	-8708	1468	114820
5461000	109	-8690	1449	115052
5471000	114	-8676	1521	115244
5481000	112	-8653	1499	115551
5491000	109	-8631	1467	115848
5501000	114	-8615	1537	116055
5511000	109	-8600	1479	116257
5521000	113	-8589	1526	116413
5531000	117	-8573	1589	116622
5541000	113	-8548	1552	116962
5551000	115	-8532	1573	117187
5561000	113	-8513	1557	117445
5571000	112	-8504	1547	117573
5581000	111	-8494	1534	117715
5591000	105	-8472	1462	118015
5601000	105	-8459	1469	118198
5611000	113	-8450	1580	118322
5621000	114	-8436	1607	118513
5631000	111	-8414	1565	118827
5641000	106	-8397	1503	119074
5651000	105	-8378	1497	119348
5661000	109	-8363	1555	119561
5671000	106	-8346	1516	119804
5681000	104	-8336	1493	119941
5691000	105	-8317	1524	120217
5701000	100	-8294	1456	120556
5711000	105	-8278	1526	120788
5721000	113	-8262	1650	121007
5731000	114	-8248	1672	121223
5741000	115	-8237	1696	121380
5751000	113	-8221	1671	121622
5761000	105	-8203	1563	121884
5771000	104	-8189	1545	122092
5781000	99	-8169	1489	122396
5791000	103	-8159	1554	122551
5801000	108	-8153	1623	122640
5811000	104	-8127	1579	123022
5821000	102	-8110	1545	123279
5831000	107	-8101	1624	123423
5841000	107	-8090	1633	123595
5851000	106	-8075	1622	123813
5861000	109	-8062	1681	124016
5871000	104	-8040	1605	124357
5881000	104	-8024	1622	124606
5891000	106	-8009	1646	124843
5901000	107	-7993	1667	125084
5911000	104	-7985	1632	125216
5921000	103	-7976	1626	125362
5931000	94	-7951	1482	125755
5941000	95	-7941	1512	125912
5951000	97	-7930	1544	126083
5961000	95	-7909	1516	126413
5971000	95	-7896	1524	126628
5981000	98	-7887	1573	126777
5991000	99	-7870	1597	127037
6001000	95	-7855	1532	127288
6011000	94	-7843	1534	127487
6021000	93	-7824	1515	127787
6031000	95	-7816	1554	127932
6041000	102	-7804	1681	128120
6051000	103	-7784	1695	128449
6061000	101	-7763	1680	128789
6071000	103	-7757	1713	128896
6081000	106	-7748	1761	129043
6091000	103	-7733	1718	129286
6101000	100	-7724	1679	129442
6111000	98	-7712	1650	129653
6121000	94	-7694	1581	129950
6131000	92	-7686	1565	130088
6141000	90	-7667	1537	130407
6151000	94	-7651	1607	130676
6161000	99	-7640	1698	130863
6171000	101	-7626	1738	131100
6181000	95	-7610	1634	131386
6191000	92	-7595	1600	131654
6201000	98	-7583	1696	131845
6211000	99	-7570	1726	132073
6221000	104	-7555	1821	132341
6231000	107	-7545	1886	132516
6241000	106	-7532	1859	132739
6251000	97	-7515	1722	133046
6261000	97	-7506	1718	133201
6271000	90	-7490	1608	133499
6281000	87	-7477	1559	133720
6291000	95	-7467	1700	133905
6301000	101	-7458	1812	134067
6311000	95	-7439	1725	134396
6321000	91	-7424	1654	134672
6331000	92	-7413	1668	134883
6341000	90	-7403	1636	135065
6351000	87	-7389	1596	135318
6361000	92	-7381	1684	135466
6371000	95	-7375	1742	135576
6381000	92	-7355	1704	135936
6391000	94	-7335	1750	136315
6401000	100	-7323	1856	136535
6411000	96	-7311	1796	136763
6421000	93	-7300	1749	136972
6431000	97	-7292	1820	137105
6441000	100	-7283	1880	137284
6451000	90	-7267	1712	137592
6461000	87	-7252	1657	137877
6471000	88	-7244	1683	138032
6481000	90	-7229	1716	138313
6491000	88	-7215	1688	138580
6501000	89	-7204	1709	138788
6511000	94	-7197	1818	138924
6521000	92	-7185	1785	139158
6531000	88	-7169	1709	139461
6541000	90	-7157	1765	139706
6551000	92	-7142	1804	140003
6561000	91	-7125	1792	140328
6571000	95	-7116	1868	140497
6581000	95	-7113	1885	140558
6591000	93	-7102	1840	140773
6601000	87	-7084	1729	141140
6611000	86	-7077	1707	141289
6621000	83	-7070	1669	141418
6631000	88	-7063	1760	141569
6641000	89	-7054	1786	141741
6651000	94	-7040	1887	142016
6661000	93	-7026	1886	142294
6671000	91	-7011	1853	142616
6681000	86	-6996	1761	142922
6691000	88	-6988	1793	143089
6701000	84	-6975	1717	143351
6711000	84	-6960	1739	143653
6721000	88	-6952	1818	143828
6731000	93	-6943	1927	144013
6741000	95	-6932	1976	144226
6751000	88	-6913	1840	144626
6761000	86	-6901	1799	144886
6771000	87	-6893	1831	145054
6781000	91	-6887	1913	145167
6791000	84	-6879	1783	145356
6801000	81	-6865	1726	145644
6811000	84	-6860	1777	145751
6821000	85	-6847	1822	146023
6831000	83	-6833	1777	146326
6841000	83	-6818	1793	146656
6851000	86	-6801	1859	147013
6861000	81	-6790	1761	147263
6871000	82	-6780	1777	147477
6881000	86	-6774	1874	147590
6891000	90	-6765	1965	147803
6901000	93	-6752	2044	148078
6911000	84	-6735	1845	148460
6921000	84	-6726	1850	148660
6931000	87	-6721	1927	148768
6941000	86	-6715	1900	148896
6951000	85	-6706	1883	149102
6961000	83	-6695	1862	149335
6971000	83	-6687	1851	149527
6981000	83	-6674	1870	149802
6991000	82	-6661	1847	150110
7001000	81	-6646	1830	150443
7011000	81	-6639	1841	150600
7021000	80	-6627	1821	150866
7031000	78	-6617	1785	151111
7041000	80	-6610	1838	151265
7051000	83	-6601	1916	151472
7061000	85	-6590	1967	151715
7071000	85	-6572	1977	152139
7081000	85	-6556	1982	152510
7091000	87	-6545	2036	152773
7101000	86	-6537	2018	152945
7111000	83	-6528	1952	153157
7121000	79	-6517	1854	153428
7131000	79	-6510	1865	153592
7141000	84	-6507	1988	153651
7151000	85	-6498	2003	153869
7161000	80	-6486	1893	154144
7171000	80	-6472	1912	154477
7181000	79	-6464	1895	154683
7191000	80	-6451	1927	154992
7201000	76	-6440	1826	155257
7211000	77	-6432	1864	155455
7221000	81	-6428	1963	155546
7231000	86	-6417	2087	155810
7241000	86	-6406	2089	156074
7251000	84	-6387	2048	156541
7261000	84	-6374	2076	156858
7271000	86	-6367	2122	157033
7281000	84	-6361	2067	157183
7291000	81	-6348	2016	157495
7301000	81	-6339	2014	157722
7311000	83	-6335	2074	157833
7321000	84	-6329	2101	157977
7331000	89	-6320	2224	158191
7341000	82	-6305	2051	158579
7351000	80	-6298	2011	158756
7361000	82	-6289	2079	158970
7371000	79	-6280	2013	159200
7381000	74	-6268	1890	159524
7391000	73	-6262	1873	159671
7401000	74	-6256	1889	159814
7411000	78	-6248	2007	160029
7421000	80	-6237	2068	160315
7431000	78	-6219	2024	160760
7441000	76	-6205	1980	161134
7451000	79	-6201	2048	161241
7461000	81	-6194	2120	161412
7471000	80	-6187	2078	161602
7481000	78	-6178	2031	161839
7491000	75	-6169	1976	162081
7501000	76	-6168	2007	162103
7511000	79	-6159	2069	162335
7521000	78	-6147	2067	162654
7531000	70	-6135	1854	162976
7541000	75	-6121	2001	163343
7551000	75	-6113	2006	163548
7561000	75	-6099	2009	163926
7571000	73	-6089	1955	164205
7581000	75	-6084	2034	164345
7591000	77	-6076	2081	164554
7601000	82	-6070	2219	164710
7611000	83	-6056	2274	165084
7621000	79	-6042	2153	165482
7631000	78	-6032	2152	165754
7641000	77	-6028	2130	165879
7651000	77	-6020	2138	166086
7661000	73	-6013	2013	166272
7671000	71	-6005	1968	166510
7681000	74	-5994	2049	166798
7691000	76	-5987	2127	166999
