f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	2838114	-260884	349	32
11000	1592998	-1313886	374	308
21000	775566	-1216082	373	585
31000	413230	-966295	374	875
41000	257653	-784395	378	1151
51000	178478	-650636	392	1429
61000	121003	-558478	371	1710
71000	92549	-484714	380	1991
81000	71995	-429180	380	2266
91000	57904	-383602	385	2549
101000	47058	-347952	382	2822
111000	39883	-317202	390	3104
121000	33391	-291252	389	3389
131000	28771	-269827	391	3664
141000	25289	-251408	396	3938
151000	21808	-234622	393	4226
161000	19838	-220367	405	4501
171000	17294	-207825	398	4779
181000	15579	-196419	401	5059
191000	14092	-186508	403	5331
201000	12835	-177219	407	5613
211000	11478	-168811	401	5897
221000	10732	-161279	411	6173
231000	9967	-154448	416	6448
241000	9203	-148050	418	6728
251000	8483	-142171	418	7009
261000	7959	-136670	425	7292
271000	7386	-131727	424	7568
281000	6901	-126996	427	7851
291000	6419	-122702	425	8128
301000	6029	-118629	427	8408
311000	5783	-114892	437	8682
321000	5458	-111290	440	8964
331000	5118	-108042	437	9235
341000	4774	-104884	433	9515
351000	4694	-101802	452	9802
361000	4389	-99010	447	10080
371000	4220	-96365	454	10357
381000	3943	-93911	446	10630
391000	3810	-91456	455	10915
401000	3614	-89176	454	11195
411000	3515	-87043	463	11470
421000	3375	-85021	466	11743
431000	3280	-83069	475	12019
441000	3121	-81199	473	12297
451000	2987	-79403	473	12576
461000	2868	-77707	474	12851
471000	2790	-76048	482	13132
481000	2663	-74486	479	13408
491000	2551	-72948	479	13692
501000	2507	-71503	490	13968
511000	2389	-70088	486	14251
521000	2348	-68790	496	14520
531000	2213	-67509	485	14797
541000	2205	-66211	502	15086
551000	2121	-65032	501	15361
561000	2038	-63905	499	15632
571000	1994	-62798	505	15908
581000	1956	-61727	513	16184
591000	1901	-60693	515	16460
601000	1837	-59693	515	16737
611000	1782	-58707	517	17018
621000	1735	-57777	519	17292
631000	1697	-56837	525	17579
641000	1666	-55947	532	17858
651000	1581	-55126	520	18125
661000	1555	-54292	527	18404
671000	1527	-53451	534	18694
681000	1508	-52686	543	18965
691000	1449	-51929	537	19242
701000	1407	-51228	536	19506
711000	1384	-50480	543	19795
721000	1342	-49770	541	20078
731000	1341	-49127	555	20340
741000	1317	-48471	560	20616
751000	1287	-47825	562	20894
761000	1248	-47196	560	21173
771000	1224	-46569	564	21459
781000	1175	-45979	555	21735
791000	1162	-45405	563	22009
