f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	1817608	-252379	540	75
11000	641959	-831538	582	754
21000	238727	-597170	577	1444
31000	121112	-437869	587	2121
41000	71806	-340556	593	2811
51000	48128	-277948	605	3493
61000	32864	-235068	583	4173
71000	24755	-202911	592	4856
81000	19079	-178620	591	5535
91000	15321	-159087	600	6228
101000	12494	-143640	601	6910
111000	10430	-130912	605	7591
121000	8923	-120248	614	8271
131000	7642	-111168	615	8953
141000	6586	-103165	616	9654
151000	5776	-96456	619	10330
161000	5098	-90441	621	11022
171000	4625	-85271	634	11693
181000	4096	-80598	629	12375
191000	3716	-76387	635	13060
201000	3358	-72551	637	13754
211000	3047	-69184	635	14426
221000	2798	-66066	640	15109
231000	2589	-63228	647	15789
241000	2429	-60611	660	16472
251000	2236	-58171	660	17165
261000	2042	-55924	652	17858
271000	1948	-53943	669	18514
281000	1817	-52007	671	19205
291000	1697	-50176	673	19907
301000	1609	-48549	682	20575
311000	1515	-47000	685	21255
321000	1446	-45535	697	21939
331000	1358	-44167	696	22620
341000	1292	-42872	702	23304
351000	1220	-41660	702	23983
361000	1157	-40505	705	24668
371000	1110	-39433	713	25340
381000	1048	-38391	710	26028
391000	997	-37410	712	26712
401000	976	-36477	733	27395
411000	949	-35595	749	28073
421000	897	-34737	743	28769
431000	861	-33953	747	29433
441000	825	-33171	749	30128
451000	796	-32436	756	30811
461000	770	-31743	763	31485
471000	755	-31077	782	32159
481000	719	-30443	775	32830
491000	685	-29800	771	33539
501000	658	-29220	770	34206
511000	641	-28641	781	34898
521000	636	-28097	805	35573
531000	612	-27566	805	36259
541000	601	-27058	820	36940
551000	572	-26567	810	37623
561000	554	-26106	812	38289
571000	551	-25637	839	38988
581000	520	-25189	819	39682
591000	521	-24782	847	40334
601000	502	-24367	845	41022
611000	491	-23968	854	41705
621000	479	-23572	861	42406
631000	476	-23211	882	43064
641000	454	-22852	868	43742
651000	444	-22495	878	44438
661000	444	-22160	905	45107
671000	429	-21824	901	45803
681000	415	-21513	896	46466
691000	409	-21203	909	47146
701000	396	-20890	907	47853
711000	389	-20598	916	48532
721000	384	-20316	930	49205
731000	377	-20047	938	49865
741000	379	-19770	969	50563
751000	358	-19509	940	51240
761000	343	-19242	925	51952
771000	347	-18994	961	52629
781000	353	-18753	1005	53305
791000	334	-18519	975	53982
801000	324	-18291	968	54653
811000	326	-18066	998	55334
821000	316	-17839	993	56038
831000	311	-17623	1002	56727
841000	303	-17418	997	57396
851000	301	-17213	1016	58077
861000	298	-17020	1030	58738
871000	294	-16828	1037	59405
881000	281	-16627	1017	60127
891000	281	-16447	1038	60784
901000	275	-16257	1040	61494
911000	280	-16082	1083	62162
921000	264	-15904	1044	62862
931000	259	-15737	1045	63528
941000	268	-15574	1105	64189
951000	251	-15410	1056	64874
961000	257	-15243	1104	65584
971000	243	-15080	1067	66295
981000	244	-14930	1094	66962
991000	249	-14778	1138	67648
1001000	237	-14629	1107	68339
1011000	234	-14479	1117	69049
1021000	233	-14353	1131	69653
1031000	231	-14204	1143	70384
1041000	228	-14072	1152	71044
1051000	231	-13935	1187	71742
1061000	229	-13806	1202	72414
1071000	222	-13679	1188	73087
1081000	221	-13543	1205	73819
1091000	214	-13427	1185	74460
1101000	209	-13305	1178	75140
1111000	209	-13187	1203	75814
1121000	196	-13063	1148	76536
1131000	195	-12945	1165	77235
1141000	197	-12842	1195	77852
1151000	197	-12729	1218	78544
1161000	193	-12616	1213	79247
1171000	181	-12500	1155	79982
1181000	187	-12398	1216	80640
