"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='9.675GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='9.675GHz' IWavePhi='90deg'"
0,2.64303348667225,0.189085976755406
6,0.0411672274889475,0.00957768036249639
12,0.0040264588796665,0.000732209304841115
18,0.00090379364734007,0.00154916536668846
24,0.000462097173744382,0.000398911446584552
30,0.000633129632445713,0.000323502045848426
36,0.000156790427665859,0.000446073240687383
42,0.000692753647349929,0.000766951074716578
48,0.000693637116482072,0.00044797153952052
54,0.000153604578227646,0.000304434217549221
60,0.000629969897916644,0.000503195535164331
66,0.000552932092218129,0.00140846593150624
72,0.000655999756342484,0.00100788456062439
78,0.00381079630970743,0.0102711922271354
84,0.0412064284389068,0.186507811238136
90,2.65851780505192,0.186508435700227
96,0.0413553913150554,0.0101175935004061
102,0.0037548939073367,0.0010475302726032
108,0.000684494372185806,0.00135726083662405
114,0.000529856541792498,0.00052889750657738
120,0.000585842913233049,0.00028406375316514
126,0.000156460047542759,0.00043662291558383
132,0.00066704931598039,0.000738008914695724
138,0.000671688652435838,0.000434580872528432
144,0.000142149307986181,0.000305679947823884
150,0.00064749374638956,0.00045969446945493
156,0.00057209954715341,0.00137435563815957
162,0.000843054369779988,0.000954582493492908
168,0.00371714708728123,0.00994147697838541
174,0.0406217937538999,0.189821747891393
180,2.64303348665487,2.64526027817497
186,0.188935999793123,0.0411871187943111
192,0.0097821389553807,0.00368053503781028
198,0.000926985420626191,0.000788346433929884
204,0.0014145167487428,0.000549245014646623
210,0.000480554131401061,0.000616381845759262
216,0.000274882891854568,0.000129804860414656
222,0.000438229214226543,0.000683760949208512
228,0.000753236289500479,0.000678447199909692
234,0.00043341673321833,0.00014445815373158
240,0.000300193862997513,0.000598095077847217
246,0.000496132602760308,0.000558193259649235
252,0.00138962339425125,0.000647983508287555
258,0.00102483301567648,0.00375943921399435
264,0.00994943840684926,0.0414264262664852
270,0.187292441696746,2.65813332036943
276,0.187230457583078,0.0411853289882327
282,0.0102493132411411,0.0037781418053133
288,0.000997802332949433,0.000689638594155627
294,0.00135544093811404,0.000567739784330063
300,0.00046959237580867,0.000611200373857599
306,0.000317638139492314,0.000168426219328519
312,0.000430448253918188,0.000653182126967617
318,0.000723285510484598,0.00066317613169959
324,0.000444504281525206,0.000164416583209293
330,0.00030444573092805,0.000670405631382047
336,0.000503128826600962,0.000601634109688952
342,0.00141576352071585,0.000748102871539772
348,0.000988431254267733,0.00367417481926402
354,0.00957623409626063,0.0412975266168026
360,2.64303348667225,0.189085976755406
