"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='90deg'"
0,1.69856184970891,0.915999856745806
6,0.072401088693578,0.0545488327360391
12,0.0504924595906452,0.0150202012399789
18,0.0262907463995364,0.0128138303032929
24,0.0119959245562631,0.020832867374102
30,0.0170484964874673,0.00849340256529013
36,0.00498379686149196,0.00590620292522594
42,0.007729263784654,0.00851516925126749
48,0.00780582929883286,0.00607330050155447
54,0.00514971339887034,0.00832623876794692
60,0.0161886416020868,0.0196391475165511
66,0.0115284206586255,0.0129466999798517
72,0.0261639127612593,0.0156015748026585
78,0.0505574203370555,0.0538435763032949
84,0.0722972361156711,0.910462345491029
90,1.69888678606355,0.916589711800097
96,0.0733242101901202,0.0529114239750391
102,0.0507129313334108,0.0164599644836243
108,0.0267471114797157,0.0128420402367879
114,0.0113691933108346,0.0196251543900287
120,0.0162825180102398,0.00855110099952717
126,0.00545442796857191,0.00637092079751465
132,0.00806982731056976,0.00879646733973191
138,0.00811511806320446,0.00642878884121184
144,0.00546379647223606,0.00843591211339629
150,0.0160564348904479,0.019517166637354
156,0.0114347387291711,0.0121689088473727
162,0.0246949361674157,0.0147520115714338
168,0.051920043604069,0.0567042699006933
174,0.0696689737579139,0.904705589814118
180,1.69857880986184,1.70671231643499
186,0.916901277733664,0.0756223830742112
192,0.0547394616607456,0.0487777906931291
198,0.0138251276030357,0.0252695682339099
204,0.0124259636137542,0.0112382120641588
210,0.019632981472983,0.0164040812546119
216,0.00853345364181956,0.00516945759077277
222,0.00589339158929062,0.0075184975315596
228,0.00824309182231365,0.00761626871853
234,0.00608139107819195,0.00542816060093928
240,0.00880880292514052,0.0165614185082619
246,0.019585259343193,0.0114081071950318
252,0.0136218837686186,0.027225134918037
258,0.0159161358363433,0.0521185363238459
264,0.055494821785372,0.0694804175303855
270,0.911285303402426,1.6983759013051
276,0.906192230447709,0.0687573887205759
282,0.0545715859997419,0.0508470881596749
288,0.0163201029055047,0.0270341055492594
294,0.0129828907532797,0.0113563877636681
300,0.0195477354905709,0.0160579182285304
306,0.00823400969402864,0.00526215382315943
312,0.00642032639837712,0.0082987936732678
318,0.00904337543616071,0.00821034381331028
324,0.00626289503476938,0.0050920994608266
330,0.00819150064655029,0.0163388016927224
336,0.0200732817905384,0.0115165462365868
342,0.0123712737992658,0.0256914228880521
348,0.0142803338972889,0.0496340587834326
354,0.0556050427776023,0.0759791727811209
360,1.69856184970891,0.915999856745806
