x[m],y[m],|B|
-0.0147474747474747,0.005,2.97163327798749e-06
-0.0147474747474747,0.005,3.18302829337163e-06
-0.0147474747474747,0.005,3.40072802687052e-06
-0.0147474747474747,0.005,3.62278982775325e-06
-0.0147474747474747,0.005,3.84693350277751e-06
-0.0147474747474747,0.005,4.07055618265232e-06
-0.0147474747474747,0.005,4.29076420337784e-06
-0.0147474747474747,0.005,4.50442383579723e-06
-0.0147474747474747,0.005,4.70823159036562e-06
-0.0147474747474747,0.005,4.89880336342107e-06
-0.0147474747474747,0.005,5.07277996762149e-06
-0.0147474747474747,0.005,5.22694476178582e-06
-0.0147474747474747,0.005,5.35834738088033e-06
-0.0147474747474747,0.005,5.46442621352622e-06
-0.0147474747474747,0.005,5.54312152134112e-06
-0.0147474747474747,0.005,5.59297112374002e-06
-0.0147474747474747,0.005,5.61318146380346e-06
-0.0147474747474747,0.005,5.60366857510995e-06
-0.0147474747474747,0.005,5.56506580198105e-06
-0.0147474747474747,0.005,5.49869779530062e-06
-0.0147474747474747,0.005,5.40652296659728e-06
-0.0147474747474747,0.005,5.29104889777412e-06
-0.0147474747474747,0.005,5.15522690787331e-06
-0.0147474747474747,0.005,5.00233292277365e-06
-0.0147474747474747,0.005,4.83584196309929e-06
-0.0147474747474747,0.005,4.65930306585918e-06
-0.0147474747474747,0.005,4.47622047962712e-06
-0.0147474747474747,0.005,4.2899457545668e-06
-0.0147474747474747,0.005,4.10358411115605e-06
-0.0147474747474747,0.005,3.91991738706591e-06
-0.0147474747474747,0.005,3.7413450205109e-06
-0.0147474747474747,0.005,3.56984392567719e-06
-0.0147474747474747,0.005,3.40694765881403e-06
-0.0147474747474747,0.005,3.25374481233359e-06
-0.0147474747474747,0.005,3.11089595561979e-06
-0.0147474747474747,0.005,2.97866757598754e-06
-0.0147474747474747,0.005,2.85698039409023e-06
-0.0147474747474747,0.005,2.74546830819226e-06
-0.0147474747474747,0.005,2.64354333210201e-06
-0.0147474747474747,0.005,2.55046150385968e-06
-0.0147474747474747,0.005,2.46538501698081e-06
-0.0147474747474747,0.005,2.38743674095995e-06
-0.0147474747474747,0.005,2.31574465312265e-06
-0.0147474747474747,0.005,2.24947519901329e-06
-0.0147474747474747,0.005,2.18785593748698e-06
-0.0147474747474747,0.005,2.13018880438846e-06
-0.0147474747474747,0.005,2.07585586676496e-06
-0.0147474747474747,0.005,2.02431957288336e-06
-0.0147474747474747,0.005,1.97511933739488e-06
-0.0147474747474747,0.005,1.92786596403896e-06
-0.0147474747474747,0.005,1.88223501483186e-06
-0.0147474747474747,0.005,1.83795986644312e-06
-0.0147474747474747,0.005,1.79482489646164e-06
-0.0147474747474747,0.005,1.75265902882547e-06
-0.0147474747474747,0.005,1.71132973253e-06
-0.0147474747474747,0.005,1.670737493952e-06
-0.0147474747474747,0.005,1.63081075107368e-06
-0.0147474747474747,0.005,1.59150127001438e-06
-0.0147474747474747,0.005,1.55277994740375e-06
-0.0147474747474747,0.005,1.5146330278241e-06
-0.0147474747474747,0.005,1.47705872940852e-06
-0.0147474747474747,0.005,1.44006427118587e-06
-0.0147474747474747,0.005,1.4036632931356e-06
-0.0147474747474747,0.005,1.36787365519853e-06
-0.0147474747474747,0.005,1.33271559591828e-06
-0.0147474747474747,0.005,1.29821022603244e-06
-0.0147474747474747,0.005,1.26437832794208e-06
-0.0147474747474747,0.005,1.23123942897183e-06
-0.0147474747474747,0.005,1.19881111481268e-06
-0.0147474747474747,0.005,1.16710854942822e-06
-0.0147474747474747,0.005,1.1361441687878e-06
-0.0147474747474747,0.005,1.10592751779403e-06
-0.0147474747474747,0.005,1.07646520241288e-06
-0.0147474747474747,0.005,1.04776093203254e-06
-0.0147474747474747,0.005,1.01981563025124e-06
-0.0147474747474747,0.005,9.926275954516e-07
-0.0147474747474747,0.005,9.661926955321e-07
-0.0147474747474747,0.005,9.40504583950596e-07
-0.0143434343434343,0.005,7.96824863803618e-07
-0.0143434343434343,0.005,8.24643987379363e-07
-0.0143434343434343,0.005,8.55607377887844e-07
-0.0143434343434343,0.005,8.90249533965282e-07
-0.0143434343434343,0.005,9.29166898212628e-07
-0.0143434343434343,0.005,9.73015005511931e-07
-0.0143434343434343,0.005,1.02250281131367e-06
-0.0143434343434343,0.005,1.07838414546644e-06
-0.0143434343434343,0.005,1.14144646364935e-06
-0.0143434343434343,0.005,1.21249725296546e-06
-0.0143434343434343,0.005,1.29234853666808e-06
-0.0143434343434343,0.005,1.38179988400772e-06
-0.0143434343434343,0.005,1.48162017065473e-06
-0.0143434343434343,0.005,1.5925280966397e-06
-0.0143434343434343,0.005,1.71517121961817e-06
-0.0143434343434343,0.005,1.8501030712859e-06
-0.0143434343434343,0.005,1.99775784746539e-06
-0.0143434343434343,0.005,2.15842222610315e-06
-0.0143434343434343,0.005,2.33220407688864e-06
-0.0143434343434343,0.005,2.51899817019751e-06
-0.0143434343434343,0.005,2.71844945236144e-06
-0.0143434343434343,0.005,2.92991500599641e-06
-0.0143434343434343,0.005,3.1524264312194e-06
-0.0143434343434343,0.005,3.38465503055809e-06
-0.0143434343434343,0.005,3.62488280754404e-06
-0.0143434343434343,0.005,3.87098282780494e-06
-0.0143434343434343,0.005,4.12041285313702e-06
-0.0143434343434343,0.005,4.37022623871998e-06
-0.0143434343434343,0.005,4.61710377179928e-06
-0.0143434343434343,0.005,4.85740933149852e-06
-0.0143434343434343,0.005,5.08727090817399e-06
-0.0143434343434343,0.005,5.30268664858821e-06
-0.0143434343434343,0.005,5.49965329341875e-06
-0.0143434343434343,0.005,5.6743118528871e-06
-0.0143434343434343,0.005,5.8231029258635e-06
-0.0143434343434343,0.005,5.94292206890184e-06
-0.0143434343434343,0.005,6.03126442603917e-06
-0.0143434343434343,0.005,6.08634772546021e-06
-0.0143434343434343,0.005,6.10720387607933e-06
-0.0143434343434343,0.005,6.09373169994409e-06
-0.0143434343434343,0.005,6.04670655357912e-06
-0.0143434343434343,0.005,5.96774629476251e-06
-0.0143434343434343,0.005,5.85923672657893e-06
-0.0143434343434343,0.005,5.72422280027098e-06
-0.0143434343434343,0.005,5.56627409873578e-06
-0.0143434343434343,0.005,5.38933425137755e-06
-0.0143434343434343,0.005,5.19756395080638e-06
-0.0143434343434343,0.005,4.99518633659842e-06
-0.0143434343434343,0.005,4.78634198910697e-06
-0.0143434343434343,0.005,4.57495899441074e-06
-0.0143434343434343,0.005,4.36464183135218e-06
-0.0143434343434343,0.005,4.15858143632833e-06
-0.0143434343434343,0.005,3.95948783284664e-06
-0.0143434343434343,0.005,3.76954613284063e-06
-0.0143434343434343,0.005,3.59039634937523e-06
-0.0143434343434343,0.005,3.42313704142763e-06
-0.0143434343434343,0.005,3.26835207842629e-06
-0.0143434343434343,0.005,3.12615861947273e-06
-0.0143434343434343,0.005,2.99627281945288e-06
-0.0143434343434343,0.005,2.87808811205559e-06
-0.0143434343434343,0.005,2.77075964213581e-06
-0.0143434343434343,0.005,2.6732879637599e-06
-0.0143434343434343,0.005,2.58459570354629e-06
-0.0143434343434343,0.005,2.5035924099379e-06
-0.0143434343434343,0.005,2.42922489050521e-06
-0.0143434343434343,0.005,2.3605124851873e-06
-0.0143434343434343,0.005,2.29656849944337e-06
-0.0143434343434343,0.005,2.23661017576528e-06
-0.0143434343434343,0.005,2.17996007110504e-06
-0.0143434343434343,0.005,2.12604164629186e-06
-0.0143434343434343,0.005,2.07437145392637e-06
-0.0143434343434343,0.005,2.0245497303029e-06
-0.0143434343434343,0.005,1.97625060947261e-06
-0.0143434343434343,0.005,1.92921267944235e-06
-0.0143434343434343,0.005,1.88323023245997e-06
-0.0143434343434343,0.005,1.83814532376892e-06
-0.0143434343434343,0.005,1.79384062331322e-06
-0.0143434343434343,0.005,1.75023299113848e-06
-0.0143434343434343,0.005,1.70726769932965e-06
-0.0143434343434343,0.005,1.6649132372612e-06
-0.0143434343434343,0.005,1.62315665661036e-06
-0.0143434343434343,0.005,1.58199942906969e-06
-0.0143434343434343,0.005,1.5414537994538e-06
-0.0143434343434343,0.005,1.50153961981146e-06
-0.0143434343434343,0.005,1.46228164785716e-06
-0.0143434343434343,0.005,1.42370728770254e-06
-0.0143434343434343,0.005,1.38584474451187e-06
-0.0143434343434343,0.005,1.34872155883773e-06
-0.0143434343434343,0.005,1.31236348194732e-06
-0.0143434343434343,0.005,1.27679365084771e-06
-0.0143434343434343,0.005,1.24203202099597e-06
-0.0143434343434343,0.005,1.20809501562662e-06
-0.0143434343434343,0.005,1.17499535290404e-06
-0.0143434343434343,0.005,1.14274201532772e-06
-0.0143434343434343,0.005,1.11134032961982e-06
-0.0143434343434343,0.005,1.08079212939114e-06
-0.0143434343434343,0.005,1.05109597696352e-06
-0.0143434343434343,0.005,1.02224742463831e-06
-0.0143434343434343,0.005,9.94239299318497e-07
-0.0143434343434343,0.005,9.67061997641803e-07
-0.0139393939393939,0.005,8.42597017093065e-07
-0.0139393939393939,0.005,8.7194991220615e-07
-0.0139393939393939,0.005,9.04429713967998e-07
-0.0139393939393939,0.005,9.40580776594617e-07
-0.0139393939393939,0.005,9.81019273298429e-07
-0.0139393939393939,0.005,1.02643296101668e-06
-0.0139393939393939,0.005,1.0775780174054e-06
-0.0139393939393939,0.005,1.13527262798435e-06
-0.0139393939393939,0.005,1.20038722866499e-06
-0.0139393939393939,0.005,1.27383154609241e-06
-0.0139393939393939,0.005,1.35653876319666e-06
-0.0139393939393939,0.005,1.4494472131857e-06
-0.0139393939393939,0.005,1.55347994255541e-06
-0.0139393939393939,0.005,1.66952229507778e-06
-0.0139393939393939,0.005,1.79839740734082e-06
-0.0139393939393939,0.005,1.94083924963138e-06
-0.0139393939393939,0.005,2.09746267204878e-06
-0.0139393939393939,0.005,2.2687298845682e-06
-0.0139393939393939,0.005,2.45491294422505e-06
-0.0139393939393939,0.005,2.65605215064506e-06
-0.0139393939393939,0.005,2.8719107533474e-06
-0.0139393939393939,0.005,3.10192703043673e-06
-0.0139393939393939,0.005,3.34516557963613e-06
-0.0139393939393939,0.005,3.6002705281718e-06
-0.0139393939393939,0.005,3.86542425769009e-06
-0.0139393939393939,0.005,4.13831606719404e-06
-0.0139393939393939,0.005,4.4161258425288e-06
-0.0139393939393939,0.005,4.69552811765826e-06
-0.0139393939393939,0.005,4.97272173653599e-06
-0.0139393939393939,0.005,5.24348949830451e-06
-0.0139393939393939,0.005,5.50329058057005e-06
-0.0139393939393939,0.005,5.74738616121333e-06
-0.0139393939393939,0.005,5.97099560407034e-06
-0.0139393939393939,0.005,6.16947709996141e-06
-0.0139393939393939,0.005,6.33852317766437e-06
-0.0139393939393939,0.005,6.47435854477436e-06
-0.0139393939393939,0.005,6.57392583434471e-06
-0.0139393939393939,0.005,6.63504447520451e-06
-0.0139393939393939,0.005,6.65652931583885e-06
-0.0139393939393939,0.005,6.63825876013884e-06
-0.0139393939393939,0.005,6.58118664524808e-06
-0.0139393939393939,0.005,6.48729727211739e-06
-0.0139393939393939,0.005,6.35950811794235e-06
-0.0139393939393939,0.005,6.2015290742281e-06
-0.0139393939393939,0.005,6.01769000513049e-06
-0.0139393939393939,0.005,5.81274973452338e-06
-0.0139393939393939,0.005,5.59169928925468e-06
-0.0139393939393939,0.005,5.3595706643794e-06
-0.0139393939393939,0.005,5.12126002319819e-06
-0.0139393939393939,0.005,4.88137164670581e-06
-0.0139393939393939,0.005,4.64408659283005e-06
-0.0139393939393939,0.005,4.41305825736474e-06
-0.0139393939393939,0.005,4.19133597917257e-06
-0.0139393939393939,0.005,3.98131740060843e-06
-0.0139393939393939,0.005,3.78473016178126e-06
-0.0139393939393939,0.005,3.60264321826579e-06
-0.0139393939393939,0.005,3.43550718387243e-06
-0.0139393939393939,0.005,3.28322138343546e-06
-0.0139393939393939,0.005,3.14522290737593e-06
-0.0139393939393939,0.005,3.02059045301078e-06
-0.0139393939393939,0.005,2.90815391161059e-06
-0.0139393939393939,0.005,2.80660020404829e-06
-0.0139393939393939,0.005,2.71456704294687e-06
-0.0139393939393939,0.005,2.63071881761139e-06
-0.0139393939393939,0.005,2.55380196489324e-06
-0.0139393939393939,0.005,2.48268020911215e-06
-0.0139393939393939,0.005,2.41635232303893e-06
-0.0139393939393939,0.005,2.35395631352644e-06
-0.0139393939393939,0.005,2.29476422378011e-06
-0.0139393939393939,0.005,2.23817132524261e-06
-0.0139393939393939,0.005,2.18368266552395e-06
-0.0139393939393939,0.005,2.13089902672548e-06
-0.0139393939393939,0.005,2.07950352494226e-06
-0.0139393939393939,0.005,2.02924944599411e-06
-0.0139393939393939,0.005,1.97994948769325e-06
-0.0139393939393939,0.005,1.93146633990471e-06
-0.0139393939393939,0.005,1.88370443259183e-06
-0.0139393939393939,0.005,1.83660266806303e-06
-0.0139393939393939,0.005,1.79012798389933e-06
-0.0139393939393939,0.005,1.74426963723449e-06
-0.0139393939393939,0.005,1.69903414130811e-06
-0.0139393939393939,0.005,1.65444081355231e-06
-0.0139393939393939,0.005,1.61051790956376e-06
-0.0139393939393939,0.005,1.56729932143878e-06
-0.0139393939393939,0.005,1.52482181577417e-06
-0.0139393939393939,0.005,1.48312277978732e-06
-0.0139393939393939,0.005,1.44223843637415e-06
-0.0139393939393939,0.005,1.40220248242077e-06
-0.0139393939393939,0.005,1.36304510033938e-06
-0.0139393939393939,0.005,1.32479229093543e-06
-0.0139393939393939,0.005,1.28746547618873e-06
-0.0139393939393939,0.005,1.25108132294182e-06
-0.0139393939393939,0.005,1.21565174231871e-06
-0.0139393939393939,0.005,1.18118402443438e-06
-0.0139393939393939,0.005,1.14768107314189e-06
-0.0139393939393939,0.005,1.11514171083509e-06
-0.0139393939393939,0.005,1.08356102840668e-06
-0.0139393939393939,0.005,1.05293076017061e-06
-0.0139393939393939,0.005,1.02323966778349e-06
-0.0139393939393939,0.005,9.94473920891964e-07
-0.0135353535353535,0.005,8.91499635256208e-07
-0.0135353535353535,0.005,9.22673412811906e-07
-0.0135353535353535,0.005,9.56963125257846e-07
-0.0135353535353535,0.005,9.94917639079884e-07
-0.0135353535353535,0.005,1.03716647148625e-06
-0.0135353535353535,0.005,1.08442250292864e-06
-0.0135353535353535,0.005,1.1374818966792e-06
-0.0135353535353535,0.005,1.19722064003732e-06
-0.0135353535353535,0.005,1.26458730235084e-06
-0.0135353535353535,0.005,1.34059184500264e-06
-0.0135353535353535,0.005,1.42629056400824e-06
-0.0135353535353535,0.005,1.52276742880838e-06
-0.0135353535353535,0.005,1.63111214147291e-06
-0.0135353535353535,0.005,1.75239515178365e-06
-0.0135353535353535,0.005,1.88763964570398e-06
-0.0135353535353535,0.005,2.03779024209732e-06
-0.0135353535353535,0.005,2.20367787519361e-06
-0.0135353535353535,0.005,2.38598019832026e-06
-0.0135353535353535,0.005,2.58517688779202e-06
-0.0135353535353535,0.005,2.80149949575469e-06
-0.0135353535353535,0.005,3.03487601134152e-06
-0.0135353535353535,0.005,3.28487103409813e-06
-0.0135353535353535,0.005,3.55062341893824e-06
-0.0135353535353535,0.005,3.83078437599394e-06
-0.0135353535353535,0.005,4.12346023309408e-06
-0.0135353535353535,0.005,4.42616528689196e-06
-0.0135353535353535,0.005,4.73579122714889e-06
-0.0135353535353535,0.005,5.0486003142985e-06
-0.0135353535353535,0.005,5.36024958244181e-06
-0.0135353535353535,0.005,5.66585258026482e-06
-0.0135353535353535,0.005,5.96008334619081e-06
-0.0135353535353535,0.005,6.23732434658549e-06
-0.0135353535353535,0.005,6.49185607294046e-06
-0.0135353535353535,0.005,6.71808121628852e-06
-0.0135353535353535,0.005,6.9107713819448e-06
-0.0135353535353535,0.005,7.06531993691127e-06
-0.0135353535353535,0.005,7.17798162839175e-06
-0.0135353535353535,0.005,7.24607879777477e-06
-0.0135353535353535,0.005,7.26815575946881e-06
-0.0135353535353535,0.005,7.24406718492995e-06
-0.0135353535353535,0.005,7.17499259603198e-06
-0.0135353535353535,0.005,7.06337637927425e-06
-0.0135353535353535,0.005,6.91279991878983e-06
-0.0135353535353535,0.005,6.72779839526354e-06
-0.0135353535353535,0.005,6.51363868806064e-06
-0.0135353535353535,0.005,6.27607628216274e-06
-0.0135353535353535,0.005,6.02110824307319e-06
-0.0135353535353535,0.005,5.7547367116263e-06
-0.0135353535353535,0.005,5.48275376130634e-06
-0.0135353535353535,0.005,5.21055468494046e-06
-0.0135353535353535,0.005,4.94298355443425e-06
-0.0135353535353535,0.005,4.68421270350163e-06
-0.0135353535353535,0.005,4.43765676899387e-06
-0.0135353535353535,0.005,4.20592187490341e-06
-0.0135353535353535,0.005,3.99079089531988e-06
-0.0135353535353535,0.005,3.79324571238355e-06
-0.0135353535353535,0.005,3.61352625597977e-06
-0.0135353535353535,0.005,3.45122352536447e-06
-0.0135353535353535,0.005,3.30540007977205e-06
-0.0135353535353535,0.005,3.17472767257963e-06
-0.0135353535353535,0.005,3.05762914391814e-06
-0.0135353535353535,0.005,2.95241143182702e-06
-0.0135353535353535,0.005,2.85737884231873e-06
-0.0135353535353535,0.005,2.77091984693674e-06
-0.0135353535353535,0.005,2.69156541469086e-06
-0.0135353535353535,0.005,2.61802101082461e-06
-0.0135353535353535,0.005,2.54917713337433e-06
-0.0135353535353535,0.005,2.48410441597542e-06
-0.0135353535353535,0.005,2.42203916202652e-06
-0.0135353535353535,0.005,2.36236417098068e-06
-0.0135353535353535,0.005,2.30458836184469e-06
-0.0135353535353535,0.005,2.24832736688055e-06
-0.0135353535353535,0.005,2.19328618047757e-06
-0.0135353535353535,0.005,2.13924418653065e-06
-0.0135353535353535,0.005,2.08604243818323e-06
-0.0135353535353535,0.005,2.03357286039106e-06
-0.0135353535353535,0.005,1.98176900650397e-06
-0.0135353535353535,0.005,1.93059805038183e-06
-0.0135353535353535,0.005,1.88005377945551e-06
-0.0135353535353535,0.005,1.83015043643646e-06
-0.0135353535353535,0.005,1.78091732069273e-06
-0.0135353535353535,0.005,1.7323940998825e-06
-0.0135353535353535,0.005,1.68462680088857e-06
-0.0135353535353535,0.005,1.63766445227627e-06
-0.0135353535353535,0.005,1.59155634471797e-06
-0.0135353535353535,0.005,1.54634986639447e-06
-0.0135353535353535,0.005,1.50208886103092e-06
-0.0135353535353535,0.005,1.45881244914108e-06
-0.0135353535353535,0.005,1.41655424917475e-06
-0.0135353535353535,0.005,1.37534193466216e-06
-0.0135353535353535,0.005,1.33519706568176e-06
-0.0135353535353535,0.005,1.29613513736466e-06
-0.0135353535353535,0.005,1.25816579396154e-06
-0.0135353535353535,0.005,1.22129316357179e-06
-0.0135353535353535,0.005,1.18551627542749e-06
-0.0135353535353535,0.005,1.15082952822883e-06
-0.0135353535353535,0.005,1.11722318416657e-06
-0.0135353535353535,0.005,1.08468386877499e-06
-0.0135353535353535,0.005,1.05319506155517e-06
-0.0135353535353535,0.005,1.02273756637988e-06
-0.0131313131313131,0.005,9.43595688868228e-07
-0.0131313131313131,0.005,9.76911006640239e-07
-0.0131313131313131,0.005,1.01334436785395e-06
-0.0131313131313131,0.005,1.05344431856269e-06
-0.0131313131313131,0.005,1.09784751752543e-06
-0.0131313131313131,0.005,1.14728456167472e-06
-0.0131313131313131,0.005,1.20258340073675e-06
-0.0131313131313131,0.005,1.26466953608705e-06
-0.0131313131313131,0.005,1.33456229163456e-06
-0.0131313131313131,0.005,1.41336663079685e-06
-0.0131313131313131,0.005,1.50226024181403e-06
-0.0131313131313131,0.005,1.6024758633978e-06
-0.0131313131313131,0.005,1.71527899969001e-06
-0.0131313131313131,0.005,1.84194121505328e-06
-0.0131313131313131,0.005,1.98370908110225e-06
-0.0131313131313131,0.005,2.14176859994869e-06
-0.0131313131313131,0.005,2.31720462757665e-06
-0.0131313131313131,0.005,2.51095457633504e-06
-0.0131313131313131,0.005,2.72375559300428e-06
-0.0131313131313131,0.005,2.95608457480998e-06
-0.0131313131313131,0.005,3.20809085517111e-06
-0.0131313131313131,0.005,3.4795221881083e-06
-0.0131313131313131,0.005,3.76964578158488e-06
-0.0131313131313131,0.005,4.07716754328934e-06
-0.0131313131313131,0.005,4.40015433757387e-06
-0.0131313131313131,0.005,4.73596578654774e-06
-0.0131313131313131,0.005,5.0812037890917e-06
-0.0131313131313131,0.005,5.43168920677558e-06
-0.0131313131313131,0.005,5.78247573122595e-06
-0.0131313131313131,0.005,6.12791042164314e-06
-0.0131313131313131,0.005,6.4617484323061e-06
-0.0131313131313131,0.005,6.77732581590554e-06
-0.0131313131313131,0.005,7.06778901250037e-06
-0.0131313131313131,0.005,7.32637308567468e-06
-0.0131313131313131,0.005,7.54671370880203e-06
-0.0131313131313131,0.005,7.72317143533143e-06
-0.0131313131313131,0.005,7.85114217192603e-06
-0.0131313131313131,0.005,7.92732616192564e-06
-0.0131313131313131,0.005,7.94992989599728e-06
-0.0131313131313131,0.005,7.91878122282363e-06
-0.0131313131313131,0.005,7.83534677244636e-06
-0.0131313131313131,0.005,7.70265119815724e-06
-0.0131313131313131,0.005,7.52510791369956e-06
-0.0131313131313131,0.005,7.30827925734379e-06
-0.0131313131313131,0.005,7.05858914003309e-06
-0.0131313131313131,0.005,6.78301274598455e-06
-0.0131313131313131,0.005,6.48876602986584e-06
-0.0131313131313131,0.005,6.18301348189036e-06
-0.0131313131313131,0.005,5.87260713308992e-06
-0.0131313131313131,0.005,5.56386430889766e-06
-0.0131313131313131,0.005,5.26238725974598e-06
-0.0131313131313131,0.005,4.97292516149226e-06
-0.0131313131313131,0.005,4.69927823741519e-06
-0.0131313131313131,0.005,4.44424448898907e-06
-0.0131313131313131,0.005,4.20961077214401e-06
-0.0131313131313131,0.005,3.99619040927043e-06
-0.0131313131313131,0.005,3.80390796936293e-06
-0.0131313131313131,0.005,3.63192777878756e-06
-0.0131313131313131,0.005,3.4788168544576e-06
-0.0131313131313131,0.005,3.34272715709166e-06
-0.0131313131313131,0.005,3.22157861717938e-06
-0.0131313131313131,0.005,3.1132248130709e-06
-0.0131313131313131,0.005,3.01558745971279e-06
-0.0131313131313131,0.005,2.92675251619393e-06
-0.0131313131313131,0.005,2.84502762745563e-06
-0.0131313131313131,0.005,2.76896601113516e-06
-0.0131313131313131,0.005,2.69736492297358e-06
-0.0131313131313131,0.005,2.62924753727475e-06
-0.0131313131313131,0.005,2.56383609027812e-06
-0.0131313131313131,0.005,2.50052225433972e-06
-0.0131313131313131,0.005,2.43883862995796e-06
-0.0131313131313131,0.005,2.37843341742029e-06
-0.0131313131313131,0.005,2.31904897720745e-06
-0.0131313131313131,0.005,2.26050414157508e-06
-0.0131313131313131,0.005,2.20267972127388e-06
-0.0131313131313131,0.005,2.14550653696238e-06
-0.0131313131313131,0.005,2.08895536930212e-06
-0.0131313131313131,0.005,2.0330283641097e-06
-0.0131313131313131,0.005,1.97775158150166e-06
-0.0131313131313131,0.005,1.92316850394998e-06
-0.0131313131313131,0.005,1.86933440431843e-06
-0.0131313131313131,0.005,1.81631152276099e-06
-0.0131313131313131,0.005,1.76416501952836e-06
-0.0131313131313131,0.005,1.71295966985046e-06
-0.0131313131313131,0.005,1.66275725659754e-06
-0.0131313131313131,0.005,1.61361460337433e-06
-0.0131313131313131,0.005,1.56558217944968e-06
-0.0131313131313131,0.005,1.51870320064093e-06
-0.0131313131313131,0.005,1.47301314754411e-06
-0.0131313131313131,0.005,1.42853962393939e-06
-0.0131313131313131,0.005,1.38530248292492e-06
-0.0131313131313131,0.005,1.3433141553115e-06
-0.0131313131313131,0.005,1.30258012306951e-06
-0.0131313131313131,0.005,1.26309948934703e-06
-0.0131313131313131,0.005,1.22486560515862e-06
-0.0131313131313131,0.005,1.18786672085868e-06
-0.0131313131313131,0.005,1.15208663770467e-06
-0.0131313131313131,0.005,1.11750534106289e-06
-0.0131313131313131,0.005,1.08409960208233e-06
-0.0131313131313131,0.005,1.0518435390015e-06
-0.0127272727272727,0.005,9.98916096652633e-07
-0.0127272727272727,0.005,1.03472543294046e-06
-0.0127272727272727,0.005,1.07367524219141e-06
-0.0127272727272727,0.005,1.11630977218275e-06
-0.0127272727272727,0.005,1.16326725012022e-06
-0.0127272727272727,0.005,1.2152888073763e-06
-0.0127272727272727,0.005,1.27322559817206e-06
-0.0127272727272727,0.005,1.33804316467474e-06
-0.0127272727272727,0.005,1.41082208033756e-06
-0.0127272727272727,0.005,1.49275398626334e-06
-0.0127272727272727,0.005,1.58513231928742e-06
-0.0127272727272727,0.005,1.68933727950812e-06
-0.0127272727272727,0.005,1.80681483218195e-06
-0.0127272727272727,0.005,1.93904970345686e-06
-0.0127272727272727,0.005,2.08753234588749e-06
-0.0127272727272727,0.005,2.25371969771103e-06
-0.0127272727272727,0.005,2.43898928060443e-06
-0.0127272727272727,0.005,2.64458587164067e-06
-0.0127272727272727,0.005,2.87155977678063e-06
-0.0127272727272727,0.005,3.12069575848012e-06
-0.0127272727272727,0.005,3.39243204029222e-06
-0.0127272727272727,0.005,3.68676960401284e-06
-0.0127272727272727,0.005,4.0031732491228e-06
-0.0127272727272727,0.005,4.34046759735734e-06
-0.0127272727272727,0.005,4.69673334178695e-06
-0.0127272727272727,0.005,5.0692114309119e-06
-0.0127272727272727,0.005,5.45422531469615e-06
-0.0127272727272727,0.005,5.84713350888935e-06
-0.0127272727272727,0.005,6.24232607775547e-06
-0.0127272727272727,0.005,6.63327862229511e-06
-0.0127272727272727,0.005,7.01267541373921e-06
-0.0127272727272727,0.005,7.37260898979532e-06
-0.0127272727272727,0.005,7.70485671422221e-06
-0.0127272727272727,0.005,8.00122587257636e-06
-0.0127272727272727,0.005,8.25394883710569e-06
-0.0127272727272727,0.005,8.45610025882967e-06
-0.0127272727272727,0.005,8.60200105300989e-06
-0.0127272727272727,0.005,8.68757096677914e-06
-0.0127272727272727,0.005,8.71059397639387e-06
-0.0127272727272727,0.005,8.67086881910308e-06
-0.0127272727272727,0.005,8.57022953016789e-06
-0.0127272727272727,0.005,8.41243575798656e-06
-0.0127272727272727,0.005,8.20294713737678e-06
-0.0127272727272727,0.005,7.9486075226441e-06
-0.0127272727272727,0.005,7.6572716184233e-06
-0.0127272727272727,0.005,7.33740787143965e-06
-0.0127272727272727,0.005,6.99770797082265e-06
-0.0127272727272727,0.005,6.64672642424426e-06
-0.0127272727272727,0.005,6.29256535326798e-06
-0.0127272727272727,0.005,5.94261178556585e-06
-0.0127272727272727,0.005,5.60332883338914e-06
-0.0127272727272727,0.005,5.28009913457274e-06
-0.0127272727272727,0.005,4.97711891401994e-06
-0.0127272727272727,0.005,4.69734323673383e-06
-0.0127272727272727,0.005,4.44248583227382e-06
-0.0127272727272727,0.005,4.21307807499471e-06
-0.0127272727272727,0.005,4.00858931670268e-06
-0.0127272727272727,0.005,3.82760413004559e-06
-0.0127272727272727,0.005,3.66804264167218e-06
-0.0127272727272727,0.005,3.52740143151697e-06
-0.0127272727272727,0.005,3.40298818254703e-06
-0.0127272727272727,0.005,3.29212538996939e-06
-0.0127272727272727,0.005,3.19230619283199e-06
-0.0127272727272727,0.005,3.10129582146361e-06
-0.0127272727272727,0.005,3.01718185033965e-06
-0.0127272727272727,0.005,2.93838306883745e-06
-0.0127272727272727,0.005,2.86362962805027e-06
-0.0127272727272727,0.005,2.79192678749931e-06
-0.0127272727272727,0.005,2.72251227210455e-06
-0.0127272727272727,0.005,2.65481416368069e-06
-0.0127272727272727,0.005,2.58841328347821e-06
-0.0127272727272727,0.005,2.52301166988215e-06
-0.0127272727272727,0.005,2.45840718189474e-06
-0.0127272727272727,0.005,2.3944734057076e-06
-0.0127272727272727,0.005,2.33114373691635e-06
-0.0127272727272727,0.005,2.2683985547087e-06
-0.0127272727272727,0.005,2.2062546210407e-06
-0.0127272727272727,0.005,2.14475610039758e-06
-0.0127272727272727,0.005,2.08396682892394e-06
-0.0127272727272727,0.005,2.02396363274792e-06
-0.0127272727272727,0.005,1.96483060018717e-06
