y[m],z[m],|B|
-0.000202020202020202,-0.00447368421052632,3.80719811053711e-05
-0.000202020202020202,-0.00447368421052632,3.85356490808932e-05
-0.000202020202020202,-0.00447368421052632,3.86766243820311e-05
-0.000202020202020202,-0.00447368421052632,3.84543946670172e-05
-0.000202020202020202,-0.00447368421052632,3.78407425302494e-05
-0.000202020202020202,-0.00447368421052632,3.68279390532635e-05
-0.000202020202020202,-0.00447368421052632,3.54348052272582e-05
-0.000202020202020202,-0.00447368421052632,3.37081251590279e-05
-0.000202020202020202,-0.00447368421052632,3.1718282746919e-05
-0.000202020202020202,-0.00447368421052632,2.95501063706044e-05
-0.000202020202020202,-0.00447368421052632,2.72916227330384e-05
-0.000202020202020202,-0.00447368421052632,2.50238271478396e-05
-0.000202020202020202,-0.00447368421052632,2.28136503481349e-05
-0.000202020202020202,-0.00447368421052632,2.07107929966719e-05
-0.000202020202020202,-0.00447368421052632,1.87478491251037e-05
-0.000202020202020202,-0.00447368421052632,1.69425493091445e-05
-0.000202020202020202,-0.00447368421052632,1.53009535106567e-05
-0.000202020202020202,-0.00447368421052632,1.38207333945579e-05
-0.000202020202020202,-0.00447368421052632,1.24940535831307e-05
-0.000202020202020202,-0.00447368421052632,1.13098562171186e-05
-0.000202020202020202,-0.00447368421052632,1.02555383131035e-05
-0.000202020202020202,-0.00447368421052632,9.31810355173927e-06
-0.000202020202020202,-0.00447368421052632,8.48490085404827e-06
-0.000202020202020202,-0.00447368421052632,7.74405932626964e-06
-0.000202020202020202,-0.00447368421052632,7.08471187782818e-06
-0.000202020202020202,-0.00447368421052632,6.49707890933681e-06
-0.000202020202020202,-0.00447368421052632,5.97246416980376e-06
-0.000202020202020202,-0.00447368421052632,5.50319913032047e-06
-0.000202020202020202,-0.00447368421052632,5.08256026260076e-06
-0.000202020202020202,-0.00447368421052632,4.70467496808861e-06
-0.000202020202020202,-0.00447368421052632,4.36442588636429e-06
-0.000202020202020202,-0.00447368421052632,4.05735925217607e-06
-0.000202020202020202,-0.00447368421052632,3.77960031156903e-06
-0.000202020202020202,-0.00447368421052632,3.52777712005144e-06
-0.000202020202020202,-0.00447368421052632,3.29895301472527e-06
-0.000202020202020202,-0.00447368421052632,3.09056745471497e-06
-0.000202020202020202,-0.00447368421052632,2.90038460600579e-06
-0.000202020202020202,-0.00447368421052632,2.7264489038175e-06
-0.000202020202020202,-0.00447368421052632,2.56704678883867e-06
-0.000202020202020202,-0.00447368421052632,2.4206738380909e-06
-0.000202020202020202,-0.00447368421052632,2.2860065682336e-06
-0.000202020202020202,-0.00447368421052632,2.16187826093711e-06
-0.000202020202020202,-0.00447368421052632,2.04725823581687e-06
-0.000202020202020202,-0.00447368421052632,1.94123407017365e-06
-0.000202020202020202,-0.00394736842105263,2.38580936099481e-06
-0.000202020202020202,-0.00394736842105263,2.54253528164396e-06
-0.000202020202020202,-0.00394736842105263,2.71409133590067e-06
-0.000202020202020202,-0.00394736842105263,2.90223066547058e-06
-0.000202020202020202,-0.00394736842105263,3.10894594871379e-06
-0.000202020202020202,-0.00394736842105263,3.33650487869317e-06
-0.000202020202020202,-0.00394736842105263,3.58749084908185e-06
-0.000202020202020202,-0.00394736842105263,3.86484943813312e-06
-0.000202020202020202,-0.00394736842105263,4.1719412421878e-06
-0.000202020202020202,-0.00394736842105263,4.51260150003906e-06
-0.000202020202020202,-0.00394736842105263,4.89120672705365e-06
-0.000202020202020202,-0.00394736842105263,5.31274818362456e-06
-0.000202020202020202,-0.00394736842105263,5.78291135034913e-06
-0.000202020202020202,-0.00394736842105263,6.30815955010094e-06
-0.000202020202020202,-0.00394736842105263,6.89581827389544e-06
-0.000202020202020202,-0.00394736842105263,7.55415439829318e-06
-0.000202020202020202,-0.00394736842105263,8.29244101218301e-06
-0.000202020202020202,-0.00394736842105263,9.12099359150531e-06
-0.000202020202020202,-0.00394736842105263,1.00511562658481e-05
-0.000202020202020202,-0.00394736842105263,1.10952073294935e-05
-0.000202020202020202,-0.00394736842105263,1.22661403798861e-05
-0.000202020202020202,-0.00394736842105263,1.35772611133654e-05
-0.000202020202020202,-0.00394736842105263,1.5041519996788e-05
-0.000202020202020202,-0.00394736842105263,1.66704790679407e-05
-0.000202020202020202,-0.00394736842105263,1.84727905736321e-05
-0.000202020202020202,-0.00394736842105263,2.04520535914805e-05
-0.000202020202020202,-0.00394736842105263,2.26039261626124e-05
-0.000202020202020202,-0.00394736842105263,2.49124280653363e-05
-0.000202020202020202,-0.00394736842105263,2.73455081081018e-05
-0.000202020202020202,-0.00394736842105263,2.98502150434837e-05
-0.000202020202020202,-0.00394736842105263,3.23482471710894e-05
-0.000202020202020202,-0.00394736842105263,3.47332719591395e-05
-0.000202020202020202,-0.00394736842105263,3.68721078948494e-05
-0.000202020202020202,-0.00394736842105263,3.86123385779395e-05
-0.000202020202020202,-0.00394736842105263,3.97985855261757e-05
-0.000202020202020202,-0.00394736842105263,4.02977525311308e-05
-0.000202020202020202,-0.00394736842105263,4.00297868712232e-05
-0.000202020202020202,-0.00394736842105263,3.89960561087479e-05
-0.000202020202020202,-0.00394736842105263,3.72952615004225e-05
-0.000202020202020202,-0.00394736842105263,3.51197382469164e-05
-0.000202020202020202,-0.00394736842105263,3.27322709553557e-05
-0.000202020202020202,-0.00394736842105263,3.04298645894494e-05
-0.000202020202020202,-0.00394736842105263,2.85011657093187e-05
-0.000202020202020202,-0.00394736842105263,2.71806254482227e-05
-0.000202020202020202,-0.00394736842105263,2.66049177626947e-05
-0.000202020202020202,-0.00394736842105263,2.67887516748287e-05
-0.000202020202020202,-0.00394736842105263,2.76387516577321e-05
-0.000202020202020202,-0.00394736842105263,2.8999772384474e-05
-0.000202020202020202,-0.00394736842105263,3.07048660768577e-05
-0.000202020202020202,-0.00394736842105263,3.26068103203944e-05
-0.000202020202020202,-0.00394736842105263,3.45892568764938e-05
-0.000202020202020202,-0.00394736842105263,3.65654262940999e-05
-0.000202020202020202,-0.00394736842105263,3.8471400348587e-05
-0.000202020202020202,-0.00394736842105263,4.02576305735085e-05
-0.000202020202020202,-0.00394736842105263,4.18801882986156e-05
-0.000202020202020202,-0.00394736842105263,4.3292702788627e-05
-0.000202020202020202,-0.00394736842105263,4.44401379609028e-05
-0.000202020202020202,-0.00394736842105263,4.5255961588606e-05
-0.000202020202020202,-0.00394736842105263,4.56644439172999e-05
-0.000202020202020202,-0.00394736842105263,4.55893439711213e-05
-0.000202020202020202,-0.00394736842105263,4.49686531905639e-05
-0.000202020202020202,-0.00394736842105263,4.37723355418369e-05
-0.000202020202020202,-0.00394736842105263,4.20171797763514e-05
-0.000202020202020202,-0.00394736842105263,3.97721167596627e-05
-0.000202020202020202,-0.00394736842105263,3.71503530795085e-05
-0.000202020202020202,-0.00394736842105263,3.42904396320778e-05
-0.000202020202020202,-0.00394736842105263,3.13332375418459e-05
-0.000202020202020202,-0.00394736842105263,2.84024716714602e-05
-0.000202020202020202,-0.00394736842105263,2.55933940705399e-05
-0.000202020202020202,-0.00394736842105263,2.29698682459467e-05
-0.000202020202020202,-0.00394736842105263,2.05674561251539e-05
-0.000202020202020202,-0.00394736842105263,1.83994439918367e-05
-0.000202020202020202,-0.00394736842105263,1.6463417903642e-05
-0.000202020202020202,-0.00394736842105263,1.47470349760261e-05
-0.000202020202020202,-0.00394736842105263,1.32324806228371e-05
-0.000202020202020202,-0.00394736842105263,1.18996066004964e-05
-0.000202020202020202,-0.00394736842105263,1.07279706257204e-05
-0.000202020202020202,-0.00394736842105263,9.69805443625875e-06
-0.000202020202020202,-0.00394736842105263,8.79191168445624e-06
-0.000202020202020202,-0.00394736842105263,7.99344367954451e-06
-0.000202020202020202,-0.00394736842105263,7.28844637133492e-06
-0.000202020202020202,-0.00394736842105263,6.66452647846777e-06
-0.000202020202020202,-0.00394736842105263,6.11095050062139e-06
-0.000202020202020202,-0.00394736842105263,5.61846628988683e-06
-0.000202020202020202,-0.00394736842105263,5.17912066450894e-06
-0.000202020202020202,-0.00394736842105263,4.78608605025735e-06
-0.000202020202020202,-0.00394736842105263,4.4335025598289e-06
-0.000202020202020202,-0.00394736842105263,4.11633795417214e-06
-0.000202020202020202,-0.00394736842105263,3.83026564737518e-06
-0.000202020202020202,-0.00394736842105263,3.57155969291413e-06
-0.000202020202020202,-0.00394736842105263,3.3370051113989e-06
-0.000202020202020202,-0.00394736842105263,3.12382172321193e-06
-0.000202020202020202,-0.00394736842105263,2.92959966656868e-06
-0.000202020202020202,-0.00394736842105263,2.75224490972625e-06
-0.000202020202020202,-0.00394736842105263,2.58993324373064e-06
-0.000202020202020202,-0.00394736842105263,2.44107143362274e-06
-0.000202020202020202,-0.00394736842105263,2.30426439190911e-06
-0.000202020202020202,-0.00394736842105263,2.17828740858833e-06
-0.000202020202020202,-0.00394736842105263,2.06206262310135e-06
-0.000202020202020202,-0.00394736842105263,1.95463905449915e-06
-0.000202020202020202,-0.00342105263157895,2.41215295179748e-06
-0.000202020202020202,-0.00342105263157895,2.57290621598118e-06
-0.000202020202020202,-0.00342105263157895,2.74921090148962e-06
-0.000202020202020202,-0.00342105263157895,2.94296453201244e-06
-0.000202020202020202,-0.00342105263157895,3.15633580622382e-06
-0.000202020202020202,-0.00342105263157895,3.39180754972398e-06
-0.000202020202020202,-0.00342105263157895,3.65222674541413e-06
-0.000202020202020202,-0.00342105263157895,3.94086271627261e-06
-0.000202020202020202,-0.00342105263157895,4.26147461947704e-06
-0.000202020202020202,-0.00342105263157895,4.61838945254624e-06
-0.000202020202020202,-0.00342105263157895,5.01659173333903e-06
-0.000202020202020202,-0.00342105263157895,5.46182583829006e-06
-0.000202020202020202,-0.00342105263157895,5.96071157849301e-06
-0.000202020202020202,-0.00342105263157895,6.52087282775178e-06
-0.000202020202020202,-0.00342105263157895,7.15107769280653e-06
-0.000202020202020202,-0.00342105263157895,7.86138654506053e-06
-0.000202020202020202,-0.00342105263157895,8.66330080127413e-06
-0.000202020202020202,-0.00342105263157895,9.56990006576531e-06
-0.000202020202020202,-0.00342105263157895,1.0595947331131e-05
-0.000202020202020202,-0.00342105263157895,1.17579303231905e-05
-0.000202020202020202,-0.00342105263157895,1.30739904418758e-05
-0.000202020202020202,-0.00342105263157895,1.45636675559253e-05
-0.000202020202020202,-0.00342105263157895,1.62473576338805e-05
-0.000202020202020202,-0.00342105263157895,1.81453398806198e-05
-0.000202020202020202,-0.00342105263157895,2.02761814479834e-05
-0.000202020202020202,-0.00342105263157895,2.26542755212721e-05
-0.000202020202020202,-0.00342105263157895,2.5286224974015e-05
-0.000202020202020202,-0.00342105263157895,2.81657752208208e-05
-0.000202020202020202,-0.00342105263157895,3.12670765862288e-05
-0.000202020202020202,-0.00342105263157895,3.45363053433766e-05
-0.000202020202020202,-0.00342105263157895,3.78822281080881e-05
-0.000202020202020202,-0.00342105263157895,4.11673279900384e-05
-0.000202020202020202,-0.00342105263157895,4.4202745150187e-05
-0.000202020202020202,-0.00342105263157895,4.6752329138102e-05
-0.000202020202020202,-0.00342105263157895,4.85525348141192e-05
-0.000202020202020202,-0.00342105263157895,4.93533746997689e-05
-0.000202020202020202,-0.00342105263157895,4.89782401448344e-05
-0.000202020202020202,-0.00342105263157895,4.73872144037284e-05
-0.000202020202020202,-0.00342105263157895,4.47174184825023e-05
-0.000202020202020202,-0.00342105263157895,4.12780414562057e-05
-0.000202020202020202,-0.00342105263157895,3.75000551722189e-05
-0.000202020202020202,-0.00342105263157895,3.38632670848586e-05
-0.000202020202020202,-0.00342105263157895,3.08235419140925e-05
-0.000202020202020202,-0.00342105263157895,2.87427324314315e-05
-0.000202020202020202,-0.00342105263157895,2.78171755359621e-05
-0.000202020202020202,-0.00342105263157895,2.80338063885025e-05
-0.000202020202020202,-0.00342105263157895,2.92032639580489e-05
-0.000202020202020202,-0.00342105263157895,3.10578827215719e-05
-0.000202020202020202,-0.00342105263157895,3.33423204499373e-05
-0.000202020202020202,-0.00342105263157895,3.58555370205767e-05
-0.000202020202020202,-0.00342105263157895,3.84549302143072e-05
-0.000202020202020202,-0.00342105263157895,4.10450961545256e-05
-0.000202020202020202,-0.00342105263157895,4.35634258331974e-05
-0.000202020202020202,-0.00342105263157895,4.59659324475379e-05
-0.000202020202020202,-0.00342105263157895,4.82134608880308e-05
-0.000202020202020202,-0.00342105263157895,5.02582912970431e-05
-0.000202020202020202,-0.00342105263157895,5.20321484285381e-05
-0.000202020202020202,-0.00342105263157895,5.34380090112077e-05
-0.000202020202020202,-0.00342105263157895,5.43495340801067e-05
-0.000202020202020202,-0.00342105263157895,5.46226988619356e-05
-0.000202020202020202,-0.00342105263157895,5.41225404515933e-05
-0.000202020202020202,-0.00342105263157895,5.27619375706709e-05
-0.000202020202020202,-0.00342105263157895,5.05397846711199e-05
-0.000202020202020202,-0.00342105263157895,4.75595182180246e-05
-0.000202020202020202,-0.00342105263157895,4.40147021692624e-05
-0.000202020202020202,-0.00342105263157895,4.01460654973076e-05
-0.000202020202020202,-0.00342105263157895,3.61901953512088e-05
-0.000202020202020202,-0.00342105263157895,3.23409054970524e-05
-0.000202020202020202,-0.00342105263157895,2.87324212279559e-05
-0.000202020202020202,-0.00342105263157895,2.54411294232828e-05
-0.000202020202020202,-0.00342105263157895,2.24973725103081e-05
-0.000202020202020202,-0.00342105263157895,1.98997733197777e-05
-0.000202020202020202,-0.00342105263157895,1.76278308565411e-05
-0.000202020202020202,-0.00342105263157895,1.56513020948339e-05
-0.000202020202020202,-0.00342105263157895,1.39364416152043e-05
-0.000202020202020202,-0.00342105263157895,1.24497676301088e-05
-0.000202020202020202,-0.00342105263157895,1.11600999288086e-05
-0.000202020202020202,-0.00342105263157895,1.00394867354802e-05
-0.000202020202020202,-0.00342105263157895,9.06346624419644e-06
-0.000202020202020202,-0.00342105263157895,8.21095951388528e-06
-0.000202020202020202,-0.00342105263157895,7.46398070645301e-06
-0.000202020202020202,-0.00342105263157895,6.80727524545337e-06
-0.000202020202020202,-0.00342105263157895,6.22794793587573e-06
-0.000202020202020202,-0.00342105263157895,5.71511318080901e-06
-0.000202020202020202,-0.00342105263157895,5.25958173319576e-06
-0.000202020202020202,-0.00342105263157895,4.85358840746824e-06
-0.000202020202020202,-0.00342105263157895,4.49055984366719e-06
-0.000202020202020202,-0.00342105263157895,4.16491884797241e-06
-0.000202020202020202,-0.00342105263157895,3.87192083891962e-06
-0.000202020202020202,-0.00342105263157895,3.60751778844789e-06
-0.000202020202020202,-0.00342105263157895,3.36824533693458e-06
-0.000202020202020202,-0.00342105263157895,3.15112923844744e-06
-0.000202020202020202,-0.00342105263157895,2.95360782267098e-06
-0.000202020202020202,-0.00342105263157895,2.77346767385401e-06
-0.000202020202020202,-0.00342105263157895,2.60879019226735e-06
-0.000202020202020202,-0.00342105263157895,2.45790710830484e-06
-0.000202020202020202,-0.00342105263157895,2.31936336272975e-06
-0.000202020202020202,-0.00342105263157895,2.19188605324438e-06
-0.000202020202020202,-0.00342105263157895,2.07435838433489e-06
-0.000202020202020202,-0.00342105263157895,1.96579775151242e-06
-0.000202020202020202,-0.00289473684210526,2.43491423957097e-06
-0.000202020202020202,-0.00289473684210526,2.59922269570494e-06
-0.000202020202020202,-0.00289473684210526,2.77973541995691e-06
-0.000202020202020202,-0.00289473684210526,2.97848445214917e-06
-0.000202020202020202,-0.00289473684210526,3.19780351165249e-06
-0.000202020202020202,-0.00289473684210526,3.4403784645223e-06
-0.000202020202020202,-0.00289473684210526,3.70930685381837e-06
-0.000202020202020202,-0.00289473684210526,4.0081681193965e-06
-0.000202020202020202,-0.00289473684210526,4.34110637626664e-06
-0.000202020202020202,-0.00289473684210526,4.71292786437623e-06
-0.000202020202020202,-0.00289473684210526,5.12921540090043e-06
-0.000202020202020202,-0.00289473684210526,5.59646231283803e-06
-0.000202020202020202,-0.00289473684210526,6.12222832647851e-06
-0.000202020202020202,-0.00289473684210526,6.71531961765534e-06
-0.000202020202020202,-0.00289473684210526,7.38599448764377e-06
-0.000202020202020202,-0.00289473684210526,8.14619462185281e-06
-0.000202020202020202,-0.00289473684210526,9.00979915154286e-06
-0.000202020202020202,-0.00289473684210526,9.99289408271051e-06
-0.000202020202020202,-0.00289473684210526,1.11140420662139e-05
-0.000202020202020202,-0.00289473684210526,1.2394525498033e-05
-0.000202020202020202,-0.00289473684210526,1.38585175091142e-05
-0.000202020202020202,-0.00289473684210526,1.55331077540235e-05
-0.000202020202020202,-0.00289473684210526,1.74480694521609e-05
-0.000202020202020202,-0.00289473684210526,1.96351965801657e-05
-0.000202020202020202,-0.00289473684210526,2.21269609684977e-05
-0.000202020202020202,-0.00289473684210526,2.49541350147265e-05
-0.000202020202020202,-0.00289473684210526,2.81418978086978e-05
-0.000202020202020202,-0.00289473684210526,3.17038026891127e-05
-0.000202020202020202,-0.00289473684210526,3.56328696277817e-05
-0.000202020202020202,-0.00289473684210526,3.98890674586456e-05
-0.000202020202020202,-0.00289473684210526,4.43827720368136e-05
-0.000202020202020202,-0.00289473684210526,4.89548429312754e-05
-0.000202020202020202,-0.00289473684210526,5.33564924399059e-05
-0.000202020202020202,-0.00289473684210526,5.72370679861492e-05
-0.000202020202020202,-0.00289473684210526,6.01552731492955e-05
-0.000202020202020202,-0.00289473684210526,6.16351788445696e-05
-0.000202020202020202,-0.00289473684210526,6.12807241958417e-05
-0.000202020202020202,-0.00289473684210526,5.89273403966691e-05
-0.000202020202020202,-0.00289473684210526,5.47584505888257e-05
-0.000202020202020202,-0.00289473684210526,4.93046891512871e-05
-0.000202020202020202,-0.00289473684210526,4.33165534061562e-05
-0.000202020202020202,-0.00289473684210526,3.75933273492953e-05
-0.000202020202020202,-0.00289473684210526,3.28541771454594e-05
-0.000202020202020202,-0.00289473684210526,2.96499311780836e-05
-0.000202020202020202,-0.00289473684210526,2.82562302000502e-05
-0.000202020202020202,-0.00289473684210526,2.85830548660736e-05
-0.000202020202020202,-0.00289473684210526,3.02475641819997e-05
-0.000202020202020202,-0.00289473684210526,3.27882639882766e-05
-0.000202020202020202,-0.00289473684210526,3.58252274667406e-05
-0.000202020202020202,-0.00289473684210526,3.90991387909262e-05
-0.000202020202020202,-0.00289473684210526,4.24498177492615e-05
-0.000202020202020202,-0.00289473684210526,4.5785721372034e-05
-0.000202020202020202,-0.00289473684210526,4.90592401828801e-05
-0.000202020202020202,-0.00289473684210526,5.22466582488811e-05
-0.000202020202020202,-0.00289473684210526,5.5329102119464e-05
-0.000202020202020202,-0.00289473684210526,5.82722189888833e-05
-0.000202020202020202,-0.00289473684210526,6.10043828518773e-05
-0.000202020202020202,-0.00289473684210526,6.33957776793345e-05
-0.000202020202020202,-0.00289473684210526,6.5244699354157e-05
-0.000202020202020202,-0.00289473684210526,6.62831099103411e-05
-0.000202020202020202,-0.00289473684210526,6.62173054023734e-05
-0.000202020202020202,-0.00289473684210526,6.48114244111769e-05
-0.000202020202020202,-0.00289473684210526,6.19919375317135e-05
-0.000202020202020202,-0.00289473684210526,5.79149123881242e-05
-0.000202020202020202,-0.00289473684210526,5.29408539624462e-05
-0.000202020202020202,-0.00289473684210526,4.75240788427386e-05
