"IWaveTheta [deg]","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,3.49457706096957,0.0140823161272003,6.82967239847841E-05,2.20343855830458E-08
6,1.82404032294789,0.0144672205301248,1.00189325385114E-06,1.46369467968275E-06
12,1.87936895736259,0.00794701492018624,0.000286178852081882,0.000372463949475828
18,0.129734422052282,0.0087539758486502,0.00115262700794658,0.0013664725978137
24,0.138741820618883,6.99219598450545E-05,0.00387035881777263,0.000258216304859496
30,0.0812154353793356,0.000205434316639688,0.00297744285137819,0.00027729952967213
36,0.0368901090313004,0.00741921161102386,0.00376767544543974,0.00234148281818016
42,0.0262893696090245,0.00527475029535594,0.000554703390936652,0.0035380826510541
48,0.00335819159176933,0.000726068187629604,0.000679022837830657,0.000427393541607274
54,0.00102068708717466,0.00034086570471985,0.000452471843275443,5.65333766865018E-05
60,0.0062119277133983,0.000172750551930038,0.00116266882506047,0.00201958139634303
66,0.00055728670975614,7.57605237680128E-05,0.00062962966510752,0.00103809760233603
72,0.00116833633113685,0.00289760863864868,0.000316444043528067,0.000458120916023737
78,0.00148016269276893,0.00353031041205574,0.000519472278402593,0.000499060262060668
84,1.30213818687277E-05,0.000630489919608545,0.000846340423886806,0.00121278497408734
90,0.000406317629960358,1.70004383167684E-05,0.00105354329181767,0.00059422283153077
96,0.000247056598993908,0.00158916168230802,0.000176288276468583,8.5234320448753E-05
102,0.000535611573642103,0.0061565418414041,0.000319789020036269,0.000382602569207482
108,0.00117862899117262,0.00658722061431007,6.89268345950284E-05,0.000965198642495849
114,0.000949969563975403,0.00467426652841707,2.5301595676E-05,0.000841006552507003
120,3.63427265797166E-05,0.00152066459323688,0.000179378003970091,0.00117631347482664
126,0.00019030623284971,0.00173077346675319,0.000118671017040839,0.00107584419750785
132,0.00329292202285191,0.00168335482728749,0.00255831090982124,0.00191128778009899
138,0.00235161252879029,0.052597667222831,0.00238619936137902,0.000103989368141517
144,0.00210850316225971,0.0646467372593698,0.00167373753925388,0.000388162140764889
150,0.0042163455619855,0.0220969104892077,0.000805505071280418,0.00442922590320491
156,0.00434979773307713,0.0368967522065975,0.00112036986715294,0.00197928766649952
162,0.00400309494968963,0.959074616564278,0.000274403112483989,0.00283604194322534
168,0.00377891407012876,0.924318405090467,0.000918687204926355,0.000652438810572277
174,0.00388561370192358,3.22339268693263,1.02165058482155E-06,0.000360558859746601
180,0.0194220126933372,3.19825810150599,4.19801459360382E-06,8.19312989035001E-07
186,0.0192588155216952,3.21709640466879,1.28688879714219E-06,1.16974975506013E-05
192,0.00556541978913367,0.929176683544513,0.000805826996112969,0.000616021877746764
198,0.00497542767283181,0.96683132973685,0.00273420826989391,0.0016887685070529
204,0.00358932809822702,0.0373645902997849,0.00118973910796881,0.00194146453528485
210,0.00445809603289027,0.0231326763249083,0.00222549303837492,0.00393800274005354
216,0.0030832572330754,0.0647933142836813,0.00113336219106908,0.000380389482343248
222,0.000683334486693032,0.0563232641550365,0.000979204741690736,9.56702948415519E-05
228,0.00282674993348848,0.0017061446174334,0.00251406733505858,0.0017749670687814
234,0.00239796159602413,0.00210383305568275,0.00129311706277764,0.00110189501886208
240,6.09757452530223E-05,0.00110450122158359,0.000296503358830891,0.00114764529928792
246,0.0014389229397884,0.00406064587950773,0.000303944624334248,0.000983136021980933
252,0.00116186834975761,0.0065081185280606,6.56799923153414E-05,0.00097459611525667
258,0.000949595963396557,0.00579505363171712,0.000116570742555284,0.000404727099316599
264,0.00024379682004108,0.00195741935183463,0.000134105145637908,0.000125229956817715
270,0.00219816214202056,1.25095300847652E-05,0.000139310736244705,0.000573958849734833
276,5.79223493768265E-07,0.000314537799816685,0.000754586179526437,0.00108738887230806
282,0.000190955881760711,0.00355511318519299,0.00046657001378105,0.000423535083496402
288,0.000993978943082509,0.00220636895106184,0.000282518925062807,0.000533293461301995
294,0.00945213763538422,7.99046973963602E-05,0.000453218519817067,0.000879773467953646
300,0.00612397978779575,0.000329609444093578,0.00110561014267689,0.0020029406048511
306,0.00470160877594483,0.000387452430305871,0.00128241367654763,1.87776010727772E-05
312,0.00327339312528995,0.000964747102999171,0.000784683289722047,0.000354544051938851
318,0.00804155610735767,0.00635701632092092,0.00325444620351151,0.003280226380588
324,0.039684818797473,0.00707775715650252,0.00411168727685617,0.00235438250112047
330,0.145401118339979,0.000107354500073842,0.00477317048706251,0.000325777054990062
336,0.127199647699459,0.000137802917570834,0.00377250319189189,0.000224780403640231
342,1.85366588653199,0.00852212564936759,0.000196560154439935,0.00142914466840525
348,1.81541426685248,0.00736439729997994,9.37037873877797E-05,0.000354319877304797
354,3.48795141359188,0.0144672151492334,0.000353359957705774,1.46365568733392E-06
360,3.49457706096957,0.0140823161272003,6.82967239847841E-05,2.20343855830458E-08
