"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,3.16930994286303,1.91396911284042E-06
6,1.65364575068733,0.000245531580797213
12,1.60121041047981,0.000427891432302848
18,0.0895742720637179,0.00203018487146414
24,0.087754225310631,0.000686962127172177
30,0.101947691801154,0.0023607658921884
36,0.0433491280511228,0.00290973645757025
42,0.0198560275603257,0.00523346414705331
48,0.000903674869596776,0.00526859120825115
54,0.000888968975630234,0.00528950405297402
60,0.00469466296295992,0.00897619630494513
66,0.000760964385818038,0.00663919741757774
72,0.000836194401684522,0.00409004141173045
78,0.000666922333188521,0.000890586102033441
84,0.000766754504376234,0.0019922251302089
90,0.00210213402020029,0.000699166542751141
96,0.00170334778579719,0.000303878604619545
102,0.00579222810537301,0.00127393925949176
108,0.00904915677784784,0.00317890752521157
114,0.0121447317198014,0.00354873048793291
120,0.0121985871017238,0.00310304336373643
126,0.00884359134699239,0.00190148690534057
132,0.0117051070740618,0.00240637363597904
138,0.00602122729428003,0.0421339723603714
144,0.00715396786196411,0.0535395701180674
150,0.00208408626763749,0.0317672477477073
156,0.00144193642151239,0.0467322548550338
162,0.000226607479708572,1.0166841055537
168,0.00124469475592743,1.03370770322757
174,3.55127973895601E-05,3.39278020748867
180,4.47684120407108E-05,3.49422161907504
186,0.000529835642853796,3.415046298504
192,0.000925603875527436,1.0232157780149
198,0.00463019455066055,1.01805060203479
204,0.00115618253527321,0.0489160829838144
210,0.0025394768750174,0.0310553723308652
216,0.00622839558613332,0.0550522801251464
222,0.0114735179176754,0.0429633624673952
228,0.0106245898011327,0.00198102714930524
234,0.00888418316408198,0.00192041717631079
240,0.0112854790162611,0.00287079796362276
246,0.00660273922054137,0.00317940473637128
252,0.00808190121533048,0.00308483660305904
258,0.00308893274917884,0.00120922267227874
264,0.00165270507170527,0.000385122449436052
270,0.00061599885465183,0.000734232716006701
276,0.000727359789520746,0.00204422711029805
282,0.00039481374229384,0.0010675231685294
288,0.000670605951521809,0.00434015990639283
294,0.00410873563412793,0.00669383389150076
300,0.00421432348134335,0.00920484908217409
306,0.00533247090188989,0.00586256510089993
312,0.00121671170765559,0.00545914735207191
318,0.00986687376717232,0.00482985595324839
324,0.0426405590671386,0.00290756273197698
330,0.0957486825037402,0.00225826592980943
336,0.0921650232567764,0.000699844420181408
342,1.60393949926119,0.00201610065304202
348,1.64685747961512,0.00043620123067967
354,3.18303635040955,0.00024553158067316
360,3.16930994286303,1.91396911284042E-06
