"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,1.68406076256221,1.76026262542762E-06
6,0.860422749983474,0.000120376598405545
12,0.864399216405918,0.000475124424561898
18,0.0489199303914899,0.0023466818866428
24,0.0534353728689146,0.000582998557883179
30,0.0706757874904204,0.00120111190366421
36,0.0417053533872248,0.00299933700469396
42,0.0323729918545072,0.00607318964862027
48,0.0124133015035519,0.00722247150665864
54,0.00102159622794158,0.00938258388241035
60,0.000381073447694764,0.00739500750321747
66,0.000176943864987128,0.00606316875239655
72,0.000654059161750363,0.00924670244112464
78,0.00083749966893197,0.00408606924449363
84,0.00102041504421315,0.00455080475609677
90,0.00449844851022226,0.000900145163135235
96,0.00438199321945617,0.000962874907401934
102,0.00954386275656996,0.00118319022664781
108,0.00876566035170455,0.000649005225871216
114,0.010670202002654,0.00245372960389798
120,0.00712392446856181,0.000324148973701553
126,0.005176785805106,0.00197621770793183
132,0.0071416040698907,0.0122478976817966
138,0.00374250376459156,0.0180570082989859
144,0.00308318257702708,0.0421338821835141
150,0.00101604061861958,0.0604024817417651
156,0.000544581416091501,0.0529790286292974
162,0.000135872156890317,0.860258893928566
168,0.000431302748905298,0.858963029120098
174,1.50119278874087E-07,1.68014340777204
180,3.05739800633405E-07,1.67937885070032
186,0.000154846206856527,1.67949072531729
192,0.000442035252857406,0.859136380526681
198,0.00246405268097174,0.862267695936473
204,0.00055102639803849,0.0530939022798403
210,0.00124948613644397,0.0613153594479712
216,0.00302259101251269,0.041914189876955
222,0.0059231362782743,0.0176888313540708
228,0.00711428253975337,0.0121339792838149
234,0.00940804596464014,0.00181028217624918
240,0.00735994446965148,0.000340418270318128
246,0.00599530375248033,0.00273818280075275
252,0.00918351830008597,0.000646993949919963
258,0.00388628772981288,0.00142346489322674
264,0.00452104493472384,0.000972407595563011
270,0.000854953004761772,0.000948148415428176
276,0.000978465822246832,0.00457108635976887
282,0.00137527306403961,0.00382956781051442
288,0.000648385248006792,0.00932943057730009
294,0.00270740078257876,0.00582398244367808
300,0.000328709301050556,0.00742438425687544
306,0.00199099010692294,0.00972341857186261
312,0.0123146248405184,0.00712066914907146
318,0.0175172183029782,0.00631131229203185
324,0.0420081675355312,0.00307781452172742
330,0.0621284213591872,0.00130382168496366
336,0.0536437048691892,0.000552758342352885
342,0.866433614174399,0.00234119554300522
348,0.861160114490958,0.000482703208678848
354,1.68368736101984,0.000120376211322092
360,1.68406076256221,1.76026262542762E-06
