"IWaveTheta [deg]","MonostaticRCSPhi [] - Freq='3.59GHz' IWavePhi='0deg'","MonostaticRCSPhi [] - Freq='3.59GHz' IWavePhi='90deg'","MonostaticRCSTheta [] - Freq='3.59GHz' IWavePhi='0deg'","MonostaticRCSTheta [] - Freq='3.59GHz' IWavePhi='90deg'"
0,1.14824776030935E-06,1.82958496764546E-06,1.74756230411846,0.881521680227311
6,1.38585390472478E-06,9.33627821885105E-07,0.0468946144676077,0.0371003258865512
12,1.25009528444689E-06,2.08982979749161E-06,0.0232944265763319,0.00378352061820224
18,2.00170953506361E-06,4.49479595896687E-07,0.00253783147882524,0.000776729897994785
24,6.63722913968788E-07,3.48657853615497E-06,0.0066826530819254,0.0105765957420503
30,5.52550615734841E-06,4.9423127435364E-06,0.00944185267148031,0.00562888591566714
36,3.02323843915224E-06,1.28671896069094E-06,0.00219688127228668,0.000487203884811445
42,3.17910751150831E-07,6.62048903000892E-08,3.67804291484123E-05,1.01395135551292E-06
48,3.01387466653133E-07,8.3699931749772E-07,4.10258342538772E-05,0.000513102076410826
54,1.54210323124677E-06,2.15457447509936E-06,0.00225321198232267,0.00566625321249898
60,2.13910133960953E-06,1.39287527011916E-06,0.00937075189288903,0.0104633265644346
66,5.4811538905141E-07,1.04530860360953E-07,0.00670124936895442,0.000742443387559179
72,1.04984044595137E-06,1.83587352529874E-06,0.00255175189845081,0.00382639318832303
78,6.13157075221571E-07,2.46850131958904E-07,0.0217212118385085,0.0355927966451122
84,4.48569701193062E-07,4.68044890008634E-07,0.0490220944995038,0.889004669347345
90,2.49726738156848E-07,6.06071811896906E-08,1.7604143858154,0.889835071926726
96,1.30841584292096E-07,4.56165652814416E-07,0.0488348913537585,0.0356171496254514
102,4.54889231416498E-07,5.55688346921355E-07,0.0222943674725915,0.00387171690463962
108,6.15649022744073E-07,5.62772530883152E-07,0.00249187798301824,0.000843980607801126
114,2.66120512123669E-07,3.8548693940136E-08,0.00677611890652162,0.0104817027407109
120,4.61075137673376E-08,1.30608162532648E-07,0.00933181583203124,0.00560185149112798
126,1.556277732622E-07,1.01480398204194E-07,0.00220954164574225,0.000498386768433687
132,2.97756487930442E-08,3.89585261008364E-08,3.91593055539351E-05,5.9937445860565E-07
138,2.28006180251928E-07,6.84038839654232E-07,3.92056021293052E-05,0.000499827136884549
144,1.4345563739456E-06,2.31234287088001E-06,0.00221526563989129,0.00560408033567726
150,2.82376463028477E-06,2.49031758528383E-06,0.00927412440810493,0.0102519052782228
156,1.60741113398436E-06,1.15534328017496E-06,0.00640550154500291,0.000723351609759729
162,1.38565757481093E-06,1.80941414690178E-06,0.00264446336453959,0.0035768366703442
168,2.08735251953162E-06,2.22873413507305E-06,0.0223035713164188,0.0366407015053361
174,1.717537846114E-06,6.73141707602812E-07,0.0467759491337503,0.879811788938428
180,1.14757546421288E-06,1.2742030216273E-06,1.74756179505997,1.73246958930722
186,1.33990427692774E-06,4.21697339396431E-07,0.871093153172474,0.045629747856535
192,7.03232612982216E-07,9.42681947812527E-08,0.0354824562226783,0.0215970053810988
198,1.42234642604212E-07,2.73958846185441E-08,0.00439642550436612,0.0027326029980628
204,4.64669178719924E-08,1.38865711152389E-07,0.000662732155915132,0.00709452446375209
210,2.67385071964829E-07,3.6855150732746E-07,0.0111812021128774,0.00984876955924802
216,3.45020977216177E-07,2.447552406065E-07,0.00578325652569225,0.00221370457997742
222,1.26942382002814E-07,3.82998104541852E-08,0.00047352948639424,3.15861117156038E-05
228,2.31954974033734E-09,9.34076045555523E-09,1.20173702141864E-06,4.14161492207542E-05
234,2.62854177948541E-08,4.50726463406096E-08,0.000536236453407268,0.00236021310970764
240,1.65299142923518E-07,4.58685820600618E-07,0.00591520834039119,0.0097155557612133
246,5.80389635499146E-07,2.23809220694219E-07,0.0107578096364608,0.00690414747483298
252,1.71099757313427E-08,1.0458815035997E-07,0.000864690942819093,0.00252182401513132
258,1.59890129101524E-08,3.50714987959339E-07,0.00375275291665138,0.0217453099375994
264,3.77588259867685E-07,9.62485564134336E-08,0.0362049137502534,0.0478633959792765
270,4.22151647622881E-07,1.58530529829666E-07,0.888386492496293,1.76340861910083
276,5.1748483341193E-07,1.01921027269027E-06,0.888883793791021,0.0481686740203133
282,3.93203088443368E-07,1.19635815040747E-08,0.0360698036652475,0.0218036711733048
288,4.04763228703659E-07,4.53643809998638E-07,0.00387489248653735,0.00250719688777015
294,2.7638531437716E-07,1.35885825397175E-07,0.000790073038116273,0.00690050740929882
300,2.38581524611577E-08,1.8151652574291E-07,0.0108140850400831,0.00969514165584014
306,3.93467472319991E-07,3.94579844224121E-07,0.00582611899113903,0.00229316456921526
312,2.46833206154942E-07,9.79739428917118E-08,0.000515585376812418,4.04975459156874E-05
318,2.5474057330429E-08,4.15404622055323E-08,7.59793389316814E-07,4.20922544599359E-05
324,1.18540349566627E-07,2.10652109239607E-07,0.000528488752030429,0.00234767945433782
330,2.98105663995867E-07,3.9713791835288E-07,0.00601108207540709,0.0101986663260891
336,4.15314317240182E-07,2.60232163997354E-07,0.0117647658604858,0.00787758805183306
342,1.19066740146903E-07,2.42157272737243E-07,0.00101997101969699,0.0023807013954909
348,3.06381809344068E-07,4.80297996467721E-08,0.00442726269708412,0.0223529163867391
354,5.83597886515816E-07,2.87739900614084E-06,0.035764066889661,0.0454311703023623
360,1.14824776030935E-06,1.82958496764546E-06,1.74756230411846,0.881521680227311
