"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,1.65187023914373,0.00744020328430312
6,0.901962676157662,0.00704581515891996
12,0.884508369323802,0.00795677444517174
18,0.0739928902089455,0.00958505138106287
24,0.0743672046458573,0.00825672316594253
30,0.0384503774974022,0.00812202392558909
36,0.028913779578046,0.00207302121513803
42,0.0277361718035647,0.00205701192130989
48,0.0162162705993149,0.00660835458585837
54,0.00221207516212161,0.00452922649401594
60,0.000121881451490109,0.00106960965980384
66,0.000469677207814851,0.00257309961165227
72,0.0004378674045471,0.0012746818623081
78,0.000854098693791506,0.0023828733731582
84,0.000198419286289836,0.000236192735441394
90,0.000219373378348657,0.000383377347007335
96,0.00027261624150311,0.000428608764593673
102,0.000584660945927732,0.00332627796066853
108,0.00149656916296689,0.000937925889899715
114,0.00125370480908836,0.00255739787516636
120,0.000949298463658503,0.0001590619901377
126,0.000816616942267449,0.00485930429773191
132,0.0064480571284109,0.0127735518857347
138,0.00683608697705299,0.0167512901728895
144,0.00182955442736893,0.0257058156421161
150,0.00120611364143022,0.0820132538545781
156,0.00811751219428831,0.078190063896821
162,0.00797780739442124,0.88922305751449
168,0.00791980868918188,0.900040034794927
174,0.00736481232127055,1.66069933997024
180,0.00761812630373146,1.67197442911538
186,0.00725346671372552,1.67002012598682
192,0.00776812853289138,0.898137936083711
198,0.00935733228982462,0.904251141597096
204,0.00798021298002262,0.0778474697833903
210,0.00786282737004314,0.0883555085250928
216,0.00194566111893024,0.0261484339346718
222,0.00216403807412086,0.0130788275178633
228,0.00662820765454632,0.0131657430074355
234,0.00450307101233839,0.00237819029217398
240,0.001054170850585,0.00010656348597921
246,0.00204114768323553,0.00478973554106382
252,0.00125875962187444,0.000872718947596418
258,0.00169415675120234,0.00498309746517464
264,0.000238983869354496,0.000419454240212483
270,0.000464300172148255,0.000443888568512705
276,0.000432618997985246,0.000263428346967233
282,0.00479119771429738,0.0016821720094479
288,0.000925349582364776,0.00131426872826067
294,0.00446310062595066,0.00199390671661062
300,0.000146590941222594,0.0010408010781324
306,0.00273916251351364,0.00456423880353855
312,0.0126857046253892,0.00671802193941324
318,0.0131107320570197,0.00206601184426964
324,0.0250837577677635,0.00195655231763201
330,0.085802613258658,0.0079140368824852
336,0.0801366269661401,0.00820751264745225
342,0.895553937069216,0.00920364398876027
348,0.903324210874503,0.00791043745796019
354,1.65667746820584,0.00704580301366387
360,1.65187023914368,0.00744020328430303
