"IWaveTheta [deg]","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,5.16760054148933E-07,3.07839263613306E-08,1.68406024580215,1.72947869906628E-06
6,8.72241539347131E-09,1.15469777532978E-07,0.860422741261058,0.000120261128628012
12,0.000120921820009223,0.000397969079983404,0.864278294585909,7.71553445784939E-05
18,0.000728133280241819,0.00147745004289325,0.0481917971112481,0.000869231843749549
24,0.00242269674983507,0.000567968208677647,0.0510126761190795,1.50303492055314E-05
30,0.00197585024284014,0.00113204275180636,0.0686999372475803,6.9069151857849E-05
36,0.00346866411469556,0.000759849111585154,0.0382366892725292,0.00223948789310881
42,0.00124902638942562,0.000845271862412405,0.0311239654650816,0.00522791778620787
48,0.00115186599252439,0.00298961404172298,0.0112614355110275,0.00423285746493566
54,0.000453183137894844,0.00302288801540176,0.000568413090046736,0.00635969586700859
60,2.08305857365397E-05,0.000924345690347898,0.000360242861958224,0.00647066181286957
66,0.000136172756911492,0.000896852208515743,4.07711080756361E-05,0.00516631654388081
72,0.000142834828041868,0.000308013238829614,0.000511224333708496,0.00893868920229503
78,0.000217644483102238,0.00024713894880277,0.000619855185829732,0.00383893029569085
84,5.15112451861962E-05,9.58618469590791E-05,0.000968903799026956,0.0044549429091377
90,9.7069520267937E-05,0.000106058880657501,0.00440137898995433,0.000794086282477735
96,0.000104540013912651,7.12188275669413E-05,0.00427745320554352,0.000891656079834992
102,0.000142526196755034,2.31741636415067E-05,0.00940133655981493,0.0011600160630063
108,0.000320640576925924,0.000192214422763439,0.00844501977477863,0.000456790803107777
114,0.00047609272667499,4.27518975738559E-05,0.010194109275979,0.00241097770632412
120,0.000942290143514023,8.62410607210671E-06,0.00618163432504779,0.000315524867629447
126,0.000648857018240467,0.000863526267012493,0.00452792878686553,0.00111269144091934
132,0.00299691352197097,0.00106526759070125,0.00414469054791973,0.0111826300910953
138,0.00218322462401802,0.00414694632528186,0.00155927914057354,0.013910061973704
144,0.000808604549906963,0.00338383493708972,0.00227457802712012,0.0387500472464243
150,0.000511030872639883,0.00430001537434455,0.000505009745979694,0.0561024663674205
156,0.000519012733952733,0.00242668660602478,2.55686821387684E-05,0.0505523420232726
162,0.000134326068346631,0.000502580929987954,1.54608854368585E-06,0.859756312998578
168,0.000379671939924919,0.000122847021250388,5.1630808980379E-05,0.858840182098848
174,2.71743544990729E-08,1.65613069915243E-06,1.22944924375014E-07,1.68014175164134
180,1.7316210830376E-08,7.43818612567783E-09,2.88423589803029E-07,1.67937884326214
186,3.56124289734537E-09,3.78925295991388E-07,0.00015484264561363,1.679490346392
192,0.000383655280609099,0.000127324871467797,5.83799722483073E-05,0.859009055655213
198,0.00148407489337175,0.000477495503148156,0.000979977787599997,0.861790200433325
204,0.000529461615988092,0.00246145893705646,2.1564782050398E-05,0.0506324433427838
210,0.00118627658973913,0.00421719729309959,6.32095467048443E-05,0.0570981621548716
216,0.000799623703546957,0.00341263615518222,0.00222296730896573,0.0385015537217728
222,0.000777872311851347,0.0039950047370027,0.00514526396642295,0.0136938266170681
228,0.00296624336969722,0.00105710103895963,0.00414803917005615,0.0110768782448552
234,0.00287410577298617,0.000763152297174249,0.00653394019165398,0.00104712987907493
240,0.000911380978006653,7.40344095629714E-06,0.00644856349164483,0.00033301482936183
246,0.000804861372543556,6.55638999191773E-05,0.00519044237993678,0.00267261890083357
252,0.000303680938554513,0.000196777599844117,0.00887983736153146,0.000450216350075846
258,0.000208731885816454,4.89498634725155E-05,0.00367755584399642,0.00137451502975422
264,8.88376591987899E-05,7.36063779360762E-05,0.00443220727552505,0.000898801217626935
270,6.14623907407953E-05,8.19159713358532E-05,0.000793490614020977,0.000866232444092323
276,7.76464008137743E-05,9.32254449579384E-05,0.000900819421433058,0.00447786091481093
282,7.31283543519192E-05,0.000216211786961736,0.00130214470968769,0.00361335602355269
288,0.000201116606278653,0.000310792326886967,0.000447268641728139,0.00901863825041312
294,0.000112244636903315,0.000863415488887202,0.00259515614567545,0.00496056695479087
300,7.16465106107894E-06,0.000862720736973865,0.000321544649989477,0.00656166351990157
306,0.00089619112126414,0.00293316372308585,0.0010947989856588,0.00679025484877676
312,0.00108847112479811,0.0029532058002907,0.0112261537157203,0.00416746334878075
318,0.00410349677855765,0.000725729884140835,0.0134137215244205,0.00558558240789102
324,0.0034224824042246,0.000842094113146098,0.0385856851313066,0.00223572040858132
330,0.00404304962873428,0.0012198657677469,0.0580853717304529,8.39559172167587E-05
336,0.0024469833935515,0.00053557084375184,0.0511967214756377,1.71874986010455E-05
342,0.000380118412612144,0.00149121595634324,0.866053495761787,0.000849979586661985
348,0.000130904592771572,0.000403931478418703,0.861029209898186,7.87717302601451E-05
354,1.83500531583781E-06,1.154501077167E-07,1.68368552601453,0.000120260761214375
360,5.16760054148933E-07,3.07839263613306E-08,1.68406024580215,1.72947869906628E-06
