"IWaveTheta [deg]","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSPhi [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTheta [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,1.40498871424294E-05,3.6642964563846E-09,1.67737229673151,1.72760957883739E-07
6,5.68111302738475E-08,3.88887664072662E-08,0.857148146469706,0.000153234188926392
12,0.000224576185554198,0.000387514069152206,0.856626450151428,6.09572536519235E-05
18,0.000723709245670046,0.00149102907949492,0.0475954796287972,0.000983585569078076
24,0.00277775566955989,0.000526197311072657,0.0485515351459037,2.11058656632415E-05
30,0.00197427289341692,0.00123287510600004,0.0695033251045492,5.48685435383333E-05
36,0.0036321521804758,0.000798210140141103,0.0378535876498602,0.00222181371203384
42,0.00129715697563754,0.000734406143382672,0.0314848903932282,0.00527688781911657
48,0.00108566036874354,0.00295467159954262,0.0111382190754025,0.00414221774845802
54,0.000451850326160799,0.00287477100776646,0.000580019380709158,0.00670787405200794
60,8.84519753126721E-06,0.000908383451587735,0.000188500831781821,0.00636942093521744
66,0.000130991363598547,0.000836529323124108,5.03142356300268E-05,0.00526721966731523
72,0.000179801211771003,0.000312989301487729,0.0003877966695972,0.00880120676433602
78,0.000212500038156623,0.000207173610255247,0.000643713758881718,0.00380148411153693
84,6.38559746827984E-05,9.47173914230924E-05,0.000769245058038638,0.00443660895411104
90,8.32903427565677E-05,5.84792241306815E-05,0.0044703612415607,0.000818750120219465
96,0.000103351633160057,7.44172992972882E-05,0.00418936109438918,0.000910311009132686
102,0.000154029377027505,8.15516643750806E-05,0.00947108318461121,0.001297716865941
108,0.000327420964360397,0.000198002785248957,0.008589785538746,0.000457332004266365
114,0.000470787485372497,0.00014595650221443,0.0101482274611291,0.00247421120002696
120,0.000943169117156043,7.82928689382347E-06,0.0062609313601592,0.000313234786938631
126,0.000621021299437113,0.000957393843632621,0.004522479777906,0.00113733928128993
132,0.00300981362854942,0.00106214324713348,0.00415588325912411,0.0111914209409029
138,0.00213397741968436,0.00432090112397407,0.00157947239098546,0.0137618687510149
144,0.000796049135832828,0.00338910553916208,0.00222563846343696,0.038230239790696
150,0.000511178227598882,0.0043234718853248,0.000497880129791213,0.0566588025856331
156,0.000524961762618702,0.00245488224609774,1.61971827522613E-05,0.0516113732612875
162,0.000126042370377867,0.000509630516258454,7.34150660450167E-07,0.859335059283741
168,0.000386978659509858,0.000134357514636111,7.90047975542994E-05,0.861661990518227
174,1.4823540829802E-07,1.02897222866872E-05,1.44821018770668E-06,1.67639434510008
180,2.32578164869358E-07,1.61666101488602E-07,1.78119618053056E-06,1.67999463240593
186,4.17585490491415E-07,1.73560000387314E-05,0.000191110435481031,1.67886803282591
192,0.00039829544503675,0.000126173578788769,6.74187355800086E-05,0.860189354406077
198,0.00149714331752088,0.000303802825502395,0.00106757660166352,0.862071636990289
204,0.000537425561652494,0.00247168385066895,2.13032301660764E-05,0.0511711612003774
210,0.00123628090340305,0.00388280540933227,5.68079446697961E-05,0.0575128094383968
216,0.000817318019684515,0.00342692408712544,0.00228240879186052,0.0382508953447636
222,0.000738386885103078,0.00407648800645942,0.00528081491131445,0.0139774868474756
228,0.0029779672250225,0.00106776727328883,0.00423536681942422,0.0111093116443166
234,0.00284758254525124,0.00092522641996292,0.00673095106127202,0.0012414179424775
240,0.000883069434539353,9.9095950793639E-06,0.00650171228327714,0.000326256155386157
246,0.000814642240193239,0.000167620044649481,0.0051474880636123,0.00244161287277574
252,0.000300814955012652,0.000187190757264984,0.00880335511617028,0.000453275406340566
258,0.000265271658699047,0.000122200650875027,0.00366498855178135,0.00118352498646998
264,9.1090268056415E-05,7.61294521386944E-05,0.00434172152117675,0.000921402408512296
270,0.000123819830009194,3.14600171079634E-05,0.000767757092382848,0.000707087679462924
276,7.11755166370706E-05,9.01383823677849E-05,0.000892820969966396,0.00444746618357618
282,2.29332507896442E-05,0.00015758189999371,0.00122860667094611,0.00363270005275424
288,0.000185415523881935,0.000310497614409819,0.000470912740831616,0.00882244042529464
294,2.50441003001315E-05,0.000884476098857451,0.00246232238945204,0.00524868001019459
300,1.04834771642151E-05,0.000893083639229427,0.000335193906628829,0.00645167874920261
306,0.00076624979221976,0.0030181192272464,0.00104540793036012,0.00667016777052464
312,0.00110483470853541,0.00294432768350553,0.0109745007620406,0.00418312580686001
318,0.00384784682607478,0.000778594541501079,0.0136030533450354,0.00521604607856042
324,0.00347890941460572,0.000802457522653419,0.0382152496470196,0.00221373515431487
330,0.00392611332296547,0.00123519759103159,0.0564889381976904,5.23511070106597E-05
336,0.00248595253931903,0.000532652134453466,0.0508445233422057,1.95982814716803E-05
342,0.000368969020519342,0.00150737167900045,0.861083612868898,0.00098762014869147
348,0.000127584981273097,0.000388445912158624,0.857803537970769,6.16339689766768E-05
354,1.0290392594022E-05,3.89007353456297E-08,1.67858288228529,0.000153232577298284
360,1.40498871424294E-05,3.6642964563846E-09,1.67737229673151,1.72760957883739E-07
