"Freq [GHz]","re(Z(1,1)) [] - hsub='5mil'","re(Z(1,1)) [] - hsub='10mil'","re(Z(1,1)) [] - hsub='15mil'","re(Z(1,1)) [] - hsub='31mil'","re(Z(1,1)) [] - hsub='62mil'","im(Z(1,1)) [] - hsub='5mil'","im(Z(1,1)) [] - hsub='10mil'","im(Z(1,1)) [] - hsub='15mil'","im(Z(1,1)) [] - hsub='31mil'","im(Z(1,1)) [] - hsub='62mil'"
9.35,1.3654132641247,5.80045010401186,2.38830095176805,2.82290342213187,4.51875291265448,62.183222075511,94.4897740258104,120.934732314402,166.195750087887,215.374390362251
9.355,1.35595537282268,5.66757716782282,2.38104688591687,2.7854200120702,4.57739534459878,62.2996273321562,94.4531485258589,121.224884104337,167.012496576656,217.265798169043
9.36,1.34813836064755,5.50747431623129,2.37807597821508,2.76162471304636,4.6938455061726,62.4174110818954,94.4527544262997,121.507702370683,167.834341881651,219.179777962423
9.365,1.34202324960666,5.32767931400184,2.37973843111112,2.75177876807211,4.86972287130235,62.5366645010132,94.4899410503814,121.783555499157,168.661103859975,221.11407716471
9.37,1.33767709650215,5.13494602683449,2.38636875993468,2.75614271984917,5.10656728978572,62.6574839654183,94.5644701338711,122.052818502064,169.492590251214,223.06631554532
9.375,1.33517337216493,4.9350116450302,2.39828421336559,2.77497606057057,5.40582692124776,62.7799714138953,94.674963864352,122.315872349432,170.328598498057,225.033987526218
9.38,1.33459238017223,4.73252504459446,2.41578347315015,2.80853686601032,5.76884613013061,62.9042347445714,94.8193229625695,122.57310311019,171.168915576776,227.014465583058
9.385,1.33602171909916,4.53108968577067,2.43914562409425,2.85708141393835,6.19685344205865,63.030388246764,94.9950773882471,122.824900940108,172.013317838621,229.005004782366
9.39,1.33955679287599,4.33337622309225,2.46862938431169,2.92086378695101,6.69094967087946,63.1585530704955,95.19965634066,123.071658951831,172.861570863173,231.002748484356
9.395,1.34530137442886,4.14126872059167,2.50447258439135,3.00013545986871,7.2520963334719,63.2888577360579,95.4305802838986,123.313772000555,173.71342932473,233.004735228634
9.4,1.35336822848771,3.95601905373679,2.54689188272456,3.09514487191922,7.88110447574405,63.4214386860778,95.6855862784215,123.551635416722,174.568636872839,235.007906806375
9.405,1.36387980027364,3.77839380314419,2.59608270281403,3.20613698399052,8.57862403788322,63.5564408825532,95.9627009165304,123.78564371476,175.426926028097,237.009117507635
9.41,1.37696897774724,3.6088054743443,2.65221937708487,3.33335282131329,9.34513388963292,63.6940184513008,96.2602747837868,124.016189304164,176.288018094371,239.005144516516
9.415,1.39277993624511,3.44742505572731,2.71545548059287,3.47702900200736,10.1809326669326,63.8343353761353,96.5769903103909,124.243661226451,177.151623088589,240.992699410167
9.42,1.41146907568336,3.29427611514502,2.78592433714298,3.63739725200445,11.0861305395055,63.9775662448846,96.9118522661351,124.468443938565,178.017439689285,242.968440700384
9.425,1.43320606211311,3.14931235230534,2.86373967971759,3.81468390694681,12.0606420347673,64.1238970489915,97.2641676230278,124.690916160368,178.885155205053,244.928987339212
9.43,1.45817498732296,3.01248125385008,2.94899644678934,4.00910940174206,13.1041800366845,64.2735260379143,97.6335193477357,124.911449800881,179.754445564104,246.870933092801
9.435,1.48657566246875,2.88377662018826,3.04177169606013,4.22088774854786,14.216251068917,64.4266646287847,98.0197369705684,125.130408975093,180.624975326079,248.790861671208
9.44,1.51862506444552,2.76328251253702,3.1421256174136,4.45022600404753,15.3961519597618,64.5835383707164,98.422865481179,125.348149120395,181.496397717282,250.685362486326
9.445,1.55455895700714,2.65121077332009,3.25010262737704,4.69732372697335,16.6429679722119,64.7443879617302,98.8431331531679,125.565016219111,182.368354690461,252.551046895986
9.45,1.59463371260166,2.54793379954748,3.36573252812915,4.96237242692876,17.9555724660206,64.9094703143424,99.2809182228982,125.781346131205,183.240477010265,254.384564779989
9.455,1.63912836567943,2.45401374473347,3.48903171503532,5.24555500565416,19.3326281402929,65.0790596633332,99.7367138750543,125.997464039092,184.112384365433,256.182621283692
9.46,1.68834693402471,2.37022880730451,3.6200044178027,5.5470451919835,20.7725898851146,65.2534487059019,100.211090669292,126.213684004529,184.98368550877,257.941993557148
9.465,1.74262105168636,2.29759673186617,3.75864396159024,5.86700697182803,22.2737092494754,65.4329497601082,100.704655348713,126.430308635898,185.853978425894,259.659547312989
9.47,1.80231296560793,2.23739509604287,3.90493403574825,6.20559401462814,23.8340405106661,65.6178959219291,101.218004890914,126.64762886275,186.722850533686,261.332253024374
9.475,1.86781895840885,2.19117737175711,4.05884995926196,6.56294909780235,25.4514483079098,65.808642194078,101.751674702969,126.865923813318,187.589878909313,262.957201585639
9.48,1.93957327234209,2.16078313452427,4.2203599334039,6.93920353082215,27.1236167807056,66.0055665504974,102.306080045992,127.085460789726,188.45463055062,264.531619262773
9.485,2.01805262471526,2.14834016019808,4.389426273536,7.33447658062616,28.848060130754,66.2090708885756,102.881450139478,127.306495334943,189.316662668601,266.052881768487
9.49,2.10378142356803,2.15625552953226,4.56600661340932,7.74887490018207,30.6221345058442,66.4195818059066,103.477754985635,127.529271384996,190.175523012571,267.518527307343
9.495,2.19733781479341,2.18719231985972,4.75005507668341,8.18249196208098,32.4430510852488,66.6375511188622,104.094625815719,127.754021499643,191.030750228572,268.926268449952
9.5,2.2993607189116,2.24402809856293,4.94152341169563,8.63540749913283,34.3078902293563,66.8634560150919,104.731271228304,127.980967164575,191.881874251404,270.274002711367
9.505,2.41055804817993,2.3297913814386,5.14036208674908,9.1076869540024,36.2136165419371,67.0977986996719,105.386392567609,128.210319158191,192.728416730605,271.559821727099
9.51,2.53171633353498,2.44757265022627,5.34652134435705,9.59938093999108,38.1570946818108,67.3411053527663,106.058103828251,128.442277976173,193.569891490533,272.782018940328
9.515,2.66371203691578,2.60040762206508,5.55995221394933,10.11052471513,40.135105752072,67.5939241624274,106.743863239173,128.677034307268,194.405805024596,273.939095735317
9.52,2.80752487862117,2.79113239307658,5.78060748354783,10.6411376717992,42.1443640895497,67.8568221255943,107.440425436442,128.914769554089,195.235657023525,275.029765974392
9.525,2.96425357207512,3.02221292521913,6.00844263182166,11.1912228441284,44.1815342749017,68.1303802181991,108.143824429079,129.155656393092,196.058940937445,276.05295891847
9.53,3.13513442973817,3.29555504771569,6.24341672276368,11.7607664354707,46.2432481846737,68.4151864143973,108.849397943974,129.399859368411,196.875144571335,277.007820533666
9.535,3.32156338293037,3.61230541705481,6.48549326598215,12.3497373682488,48.3261219106274,68.7118258757005,109.551862720738,129.647535514679,197.683750713302,277.893713208343
9.54,3.52512204229241,3.97265816760026,6.73464104629099,12.9580868585012,50.4267723785797,69.0208674201717,110.245447509085,129.89883500456,198.48423779496,278.710213925778
9.545,3.74760850878046,4.3756854747461,6.99083492690945,13.5857480174315,52.5418335085075,69.3428451022846,110.924085728269,130.153901817222,199.27608058299,279.457110956851
9.55,3.9910737168391,4.8192119788359,7.25405663116521,14.2326354822629,54.6679717695799,69.6782333619561,111.581663204975,130.412874424586,200.05875090082,280.134399154614
9.555,4.25786413309387,5.29975207447214,7.52429550814279,14.8986450786593,56.8019009976287,70.0274137052048,112.212308843979,130.67588649272,200.831718379163,280.742273947866
9.56,4.55067161407766,5.8125248955903,7.80154928824023,15.5836535169395,58.9403963580302,70.3906302175103,112.810708727228,130.943067596338,201.594451233996,281.28112414377
9.565,4.87259109323855,6.35155448660568,8.08582483511105,16.2875181242411,61.0803073535876,70.7679303309619,113.372418506139,131.214543944894,202.346417070368,281.751523660003
9.57,5.22718643658505,6.90985299383148,8.37713890098717,17.0100766147281,63.2185697944167,71.1590861011707,113.894146518162,131.490439119335,203.087083710256,282.15422231475
9.575,5.61856414313636,7.47967430890759,8.67551889291125,17.7511468998385,65.3522166645807,71.5634897210037,114.373981799263,131.770874819079,203.815920042516,282.490135808159
9.58,6.05145335813625,8.05281641377482,8.98100365798031,18.5105269404672,67.4783878379448,71.980015021315,114.811547199763,132.055971619314,204.532396892806,282.760335031623
9.585,6.53128858220573,8.62094457130709,9.29364429632528,19.2879946428673,69.594338613098,72.4068342129029,115.208067270173,132.345849739238,205.235987911183,282.966034841642
9.59,7.06428798987659,9.17590570195931,9.61350501124477,20.0833077999035,71.6974470537876,72.8411760931709,115.566351780844,132.640629822322,205.926170474947,283.108582433172
9.595,7.65751465406099,9.71000703711307,9.94066400669485,20.8962040791603,73.7852201370121,73.2790085026335,115.890706624962,132.940433730184,206.602426604111,283.189445443498
9.6,8.31889910285026,10.2162386935437,10.2752144432404,21.7264010592326,75.8552987253622,73.7146244104043,116.186792579728,133.245385352132,207.264243886778,283.210199912047
9.605,9.05718798740326,10.6884286985664,10.6172654646058,22.5735963153563,77.905461393255,74.1401086995203,116.461457790119,133.555611432903,207.911116411555,283.172518214399
9.61,9.88176329565799,11.121328490684,10.9669433081758,23.4374675553443,79.9336271482887,74.5446637478366,116.722571621496,133.871242421599,208.542545704014,283.078157080362
9.615,10.8022475091038,11.5106355395725,11.3243925142029,24.3176728065963,81.9378570988643,74.9137805476007,116.978886275979,134.192413345276,209.158041664127,282.928945796623
9.62,11.8277713166542,11.8529665661547,11.6897772501288,25.2138506547368,83.9163551275739,75.2282660033837,117.239949433592,134.519264711143,209.757123501482,282.726774684406
9.625,12.9657343649781,12.1457997164719,12.0632827683601,26.1256205342149,85.8674676365171,75.4631886495857,117.516087538288,134.851943441763,210.339320665051,282.473583932061
9.63,14.2198470685164,12.3874074665634,12.4451170181164,27.0525830709683,87.7896824358152,75.5869023652053,117.818476498261,135.190603848179,210.904173764187,282.1713528518
9.635,15.587231544311,12.5768051159655,12.8355124346426,27.9943204770248,89.6816268501858,75.560471593629,118.159315543784,135.535408646347,211.451235477525,281.822089619059
