"Freq [GHz]","re(Z(1,1)) [] - Cu_h='17.5um' hsub='5mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='10mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='31mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='62mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='5mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='10mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='31mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='62mil'"
9.17,1.59528409816209,10.7937970233611,13.2317100814388,43.2064502412119,58.3585956409518,93.9315715824787,141.211759553467,170.559247489189
9.175,1.6620214092353,10.6124920087285,12.5362182967764,42.0357793549639,58.4975044600384,93.8290382173835,141.638124305275,171.455252819501
9.18,1.71945371645078,10.4194327944096,11.8798182612059,40.867339727474,58.6203587833373,93.7290909012976,142.129069994005,172.363470541674
9.185,1.76746876587259,10.2141274472969,11.259522849072,39.700612146449,58.731112320653,93.6326531764792,142.672318777798,173.283850965006
9.19,1.80645511736408,9.99613538139163,10.6725262322498,38.5348987234547,58.8328977263973,93.5407578064906,143.25929660741,174.216315129674
9.195,1.83706415122327,9.76508489531059,10.1164786789536,37.3692751047887,58.9281702395333,93.454549719173,143.883897004522,175.16076101096
9.2,1.86006350442727,9.52069288756502,9.58955107997033,36.2025289932492,59.0188432710616,93.3752865928622,144.541670998885,176.11707582836
9.205,1.87625023528699,9.26278656619184,9.09041312964963,35.0330807172922,59.1064045684506,93.3043364234308,145.229289474078,177.085158169849
9.21,1.88640182538342,8.99132680404349,8.6181802014189,33.8588802565755,59.1920108294114,93.2431713660376,145.944180036043,178.064955835998
9.215,1.89125055618586,8.70643259229609,8.1723526650093,32.6772735093094,59.2765625903835,93.1933571369726,146.684276717127,179.056528854866
9.22,1.89147197321,8.40840581768258,7.75275716573899,31.484828784027,59.3607625315443,93.1565373023903,147.447843551784,180.060152888335
9.225,1.88768159316294,8.09775534428145,7.35949298054201,30.2771129495443,59.4451604515362,93.1344118873174,148.233347222742,181.076487687452
9.23,1.88043623603657,7.77521913571473,6.99288376806546,29.0484065756902,59.5301877962505,93.1287099240587,149.039362844589,182.106850724017
9.235,1.8702377780498,7.44178293278982,6.65343389851079,27.7913516931756,59.6161841210774,93.1411558340127,149.864502567185,183.15366140036
9.24,1.85753800763934,7.09869383603892,6.34178817981756,26.49654138777,59.7034173745939,93.1734299036822,150.707360291723,184.221161970643
9.245,1.842743816385,6.74746706801678,6.05869376990651,25.1521028476374,59.7920994686578,93.2271235663115,151.566468156992,185.31658475528
9.25,1.82622229413827,6.38988424328948,5.80496318650404,23.7434284137861,59.882398257062,93.303690713212,152.440262034857,186.452026612751
9.255,1.80830550218804,6.02798168688298,5.58143751043933,22.2534420369538,59.9744467761659,93.4043967958281,153.327054355789,187.647398891232
9.26,1.78929482031261,5.66402773519166,5.38894908982523,20.664280283801,60.0683503942955,93.5302679880542,154.22501334164,188.934865409555
9.265,1.76946483460796,5.30048852884384,5.22828327917658,18.9622034537066,60.1641923596171,93.6820430936501,155.1321482604,190.364881009086
9.27,1.74906677279231,4.93998254178073,5.10013898725474,17.1489868567691,60.2620381175034,93.8601311366824,156.046300700948,192.012519656385
9.275,1.72833151455372,4.58522493374573,5.00508806132333,15.2640143254878,60.36193867901,94.0645776004943,156.965142131829,193.978631567362
9.28,1.70747221406754,4.23896368694222,4.9435338041067,13.417459288646,60.4639332547899,94.2950420375907,157.886178176712,196.372100695984
9.285,1.68668657476411,3.90391029500477,4.91566920087964,11.8167218449423,60.5680513180952,94.5507892437424,158.806760118685,199.252846692703
9.29,1.66615881566588,3.58266841050992,4.92143572155375,10.734847601347,60.6743142222835,94.830695397549,159.724104137544,202.536840706786
9.295,1.64606136588884,3.27766423310656,4.96048384527868,10.3745470375578,60.7827364693382,95.1332695751971,160.635318687069,205.940473958547
9.3,1.62655632025808,2.99108246847745,5.0321367167121,10.7057005688876,60.8933267040066,95.456689957812,161.537440230967,209.082590818773
9.305,1.60779668503336,2.72481138447427,5.13535856272036,11.4639848657684,61.0060884915059,95.7988529760375,162.427477277647,211.701510556433
9.31,1.58992743881923,2.48039985872942,5.26872965117595,12.3286133426473,61.1210209240741,96.1574327067894,163.302462291238,213.76660254825
9.315,1.5730864300163,2.25902842159916,5.43042963337463,13.080975339305,61.238119091968,96.5299471566699,164.159510623059,215.406547892021
9.32,1.55740512874113,2.06149525398809,5.61823105327784,13.6335690900281,61.3573744471442,96.9138277065959,164.995885126908,216.786333334204
9.325,1.54300924801486,1.88821702311697,5.82950461004289,13.9841754552785,61.4787750822448,97.306487978516,165.809064625416,218.038316554431
9.33,1.53001924618805,1.7392434492326,6.06123741373657,14.16704771411,61.6023059432737,97.705388696035,166.596813924539,219.248410612531
9.335,1.51855071999463,1.61428368995115,6.31006497908508,14.2244305927942,61.727948991189,98.1080956844855,167.357252675965,220.465674858173
9.34,1.50871469527722,1.51274206983771,6.57231707561897,14.1946324286802,61.8556833253416,98.5123289039861,168.088920111761,221.715322512527
9.345,1.50061782025137,1.43376039548348,6.84407682865954,14.108733665667,61.985485280114,98.9160012327815,168.790832566448,223.008633440852
9.35,1.4943624641383,1.37626406870146,7.12125169428757,13.9907950219493,62.1173285051439,99.3172465249521,169.462530793202,224.349240179505
9.355,1.49004672204911,1.33900940199452,7.39965417512269,13.8591183296988,62.251184039097,99.7144371815435,170.104114390416,225.736788341049
9.36,1.48776432511169,1.3206298932022,7.67508947098547,13.7275957223105,62.3870203870516,100.106192047139,170.71626117849,227.168969948341
9.365,1.48760445295596,1.31967966629484,7.94344673599035,13.6068437080281,62.5248036121758,100.49137585084,171.300230077019,228.64261629204
9.37,1.4896514437844,1.33467277241472,8.20079029736111,13.5050739951973,62.6644974535447,100.869091650694,171.857846879573,230.154266123817
9.375,1.49398439532337,1.36411751953446,8.44344711862418,13.428735651176,62.806063483734,101.238667830684,172.391473239357,231.700447269292
9.38,1.50067664796239,1.40654542429446,8.6680869737409,13.382980035458,62.949461322326,101.599641167174,172.903960086594,233.277804366974
9.385,1.50979513933194,1.46053473368751,8.87179222521136,13.3719949990828,63.0946489248268,101.951737359911,173.398587519009,234.883145695861
9.39,1.52139961745924,1.52472873794337,9.05211472896777,13.3992447788858,63.2415829709076,102.29485024335,173.878993871529,236.51344886568
9.395,1.53554169750892,1.59784928986116,9.20711816256314,13.4676424648392,63.3902193816042,102.629020685905,174.349097128738,238.165846869521
9.4,1.55226374503872,1.67870606743758,9.33540491926639,13.5796743295165,63.5405140024699,102.954415970419,174.813012065813,239.83760597506
9.405,1.57159756681159,1.76620217739756,9.43612755489898,13.7374896962859,63.6924234991183,103.27131024544,175.274966488076,241.526101446778
9.41,1.59356288872589,1.85933671017196,9.50898554850628,13.9429660091716,63.8459065236574,103.580066454514,175.739219706816,243.228794104212
9.415,1.61816559971122,1.95720483481755,9.5542087877357,14.1977559414315,64.000925225932,103.881119995499,176.209985979879,244.943209107779
9.42,1.64539574103677,2.05899597686575,9.57252967871703,14.5033214024725,64.1574472031633,104.174964235689,176.691365111701,246.666917506633
9.425,1.67522522323955,2.16399056276969,9.56514609179544,14.8609579199418,64.3154480066459,104.462137910583,177.18728180594,248.397520641638
9.43,1.70760525907622,2.27155574905066,9.53367749070349,15.2718119044835,64.4749143560929,104.743214361811,177.701434749211,250.132637282051
9.435,1.74246351246286,2.38114048802255,9.48011657103198,15.7368926220939,64.6358482527768,105.018792519558,178.237255823567,251.869893282253
9.44,1.77970098315799,2.49227021891556,9.40677858218272,16.2570802157071,64.7982722339633,105.289489502932,178.797879334119,253.606913516752
9.445,1.81918867923388,2.60454141573781,9.31625025914212,16.8331307732834,64.9622360758154,105.555934694425,179.386120719533,255.341315855564
9.45,1.86076418047597,2.71761617258528,9.21133998132439,17.4656791926577,65.1278253327612,105.818765138407,180.004463898112,257.070706960478
9.455,1.90422827502853,2.83121696380685,9.09503043792329,18.1552404149763,65.2951722011219,106.078622115545,180.655056190775,258.792679706163
9.46,1.94934197242212,2.94512168036158,8.97043474026042,18.902209468713,65.4644693158539,106.336148752737,181.33970964688,260.50481205372
9.465,1.99582437825164,3.05915901441817,8.84075660285467,19.7068606710205,65.6359872320894,106.591988539533,182.059907565805,262.204667225832
9.47,2.04335218743714,3.17320424109884,8.70925493116548,20.5693462627128,65.8100965042774,106.846784635753,182.816815040544,263.889795051111
9.475,2.09156195406704,3.2871754285137,8.57921291381463,21.4896947005102,65.9872954435252,107.101179869762,183.611292432042,265.557734360331
9.48,2.14005688135172,3.40103009414188,8.453911524048,22.4678087903159,66.1682447812918,107.355817342105,184.443910798619,267.206016329246
9.485,2.18842071858979,3.51476231647738,8.33660718863865,23.5034638146866,66.353810540263,107.611341564201,185.314968439285,268.832168671786
9.49,2.23624254554151,3.62840030505835,8.23051327892319,24.5963057836802,66.5451163082751,107.868400076387,186.224507851501,270.433720594119
9.495,2.28315787235519,3.74200442900416,8.13878501293844,25.7458499190603,66.7436056450295,108.127645503572,187.172332543802,272.008208424726
9.5,2.32891367623454,3.8556657035652,8.06450732359306,26.9514794659931,66.9511142108066,108.389738020143,188.158023275408,273.55318183866
9.505,2.37346774941147,3.96950473561998,8.01068523918342,28.2124449129472,67.1699488811808,108.655348208582,189.180953414197,275.066210595893
9.51,2.41713584966918,4.08367113230111,7.98023633336303,29.5278636886614,67.4029668177863,108.925160308724,190.240303208984,276.544891714442
9.515,2.46080295107412,4.19834338187657,7.9759848265819,30.8967203943529,67.6536400959462,109.199875866855,191.335072861064,277.986856999139
9.52,2.50621577734691,4.31372922262241,8.00065695544075,32.3178676193323,67.926079700576,109.48021780626,192.464094353631,279.389780846619
9.525,2.55636952030819,4.43006652378264,8.05687726664674,33.7900273786428,68.2249753599637,109.766934953645,193.626042057011,280.751388246732
9.53,2.61598654052775,4.54762471301158,8.14716553537953,35.3117932020776,68.5553851237163,110.060807069475,194.8194421739,282.069462900244
9.535,2.69205061097239,4.66670679724973,8.27393405167393,36.881632894794,68.9222852484376,110.362650445118,196.042681123616,283.341855372516
9.54,2.79429797482414,4.78765203927678,8.43948506133638,38.4978919807757,69.3297797476854,110.673324146363,197.294012989488,284.56649120317
9.545,2.93547397625596,4.9108393708584,8.64600818885776,40.1587978314642,69.7798959408231,110.993737001865,198.571566170216,285.741378892485
9.55,3.13106158878345,5.03669164636274,8.89557770811854,41.862464473131,70.2709957070176,111.324855457299,199.873349386128,286.864617686619
9.555,3.39813925422283,5.16568086916019,9.19014956204581,43.6068980579587,70.7960431752625,111.667712442323,201.197257195675,287.934405085834
9.56,3.75314057934901,5.29833455864788,9.53155806464022,45.3900029754671,71.3412633027738,112.023417429057,202.541075177531,288.94904400268
9.565,4.20866904884814,5.43524347052431,9.9215122479743,47.2095885729029,71.8859579701136,112.393167899157,203.902484930058,289.906949500641
9.57,4.77012028791119,5.57707093988411,10.3615918429586,49.0633764456471,72.4041569450148,112.778262483686,205.27906903351,290.80665504805
9.575,5.43336140234849,5.72456418978491,10.8532429060641,50.9490082516369,72.8681731654151,113.180116098157,206.668316111528,291.646818227188
9.58,6.18463257423322,5.87856804255847,11.3977731249123,52.8640539973583,73.2531735296753,113.60027746761,208.067626117973,292.426225844196
9.585,7.00297754314997,6.04004159481186,11.9963468539096,54.8060207372809,73.5411782187314,114.040449527529,209.474315962961,293.143798391912
9.59,7.8643310937492,6.21007858020665,12.6499799469917,56.7723616236511,73.7230610772462,114.502513301106,210.885625578622,293.798593824676
9.595,8.745706340824,6.38993236146936,13.3595344682145,58.7604852395318,73.7980974549468,114.988555999036,212.298724510625,294.389810611668
9.6,9.6281497510669,6.58104678563965,14.1257133724274,60.7677651448461,73.7716937230872,115.500904274154,213.710719106199,294.916790043136
9.605,10.4979484845952,6.78509453459715,14.9490552576263,62.7915495630145,73.6524518661695,116.042163802187,215.118660353207,295.379017771984
9.61,11.346348673082,7.0040251506503,15.8299292978361,64.829171134623,73.4495598158766,116.61526666853,216.519552408142,295.776124581416
9.615,12.1684005712847,7.2401256799405,16.7685304704706,66.8779566643602,73.1710030636019,117.22352844122,217.910361833648,296.107886377522
9.62,12.9615140262514,7.49609795303751,17.7648751950626,68.9352367883045,72.8226455150281,117.870717331316,219.288027548626,296.374223413838
9.625,13.7240973935338,7.77515806255957,18.8187975009735,70.9983554903724,72.4079907479118,118.561138521471,220.649471476312,296.575198762736
9.63,14.4544423532678,8.08116583485636,19.9299458401661,73.0646793994106,71.9283845402629,119.299737629186,221.991609858042,296.711016055999
9.635,15.1498803279123,8.41879539433683,21.097780657341,75.1316068019281,71.3834673976629,120.092228419631,223.31136518312,296.78201652398
9.64,15.8061750201098,8.79376287590176,22.3215728236566,77.196576309696,70.7717595480892,120.94525135267,224.605678668397,296.78867536915
9.645,16.4171052742386,9.2131349222447,23.6004030319633,79.2570751263871,70.091323647947,121.866571378022,225.871523205225,296.731597515713
9.65,16.9742087459032,9.68575343103685,24.9331622409912,81.3106468629042,69.3404908926655,122.865325538598,227.1059166766,296.611512781967
9.655,17.4666837549373,10.2228308688401,26.3185532434138,83.3548988569907,68.5186545641197,123.952333126912,228.305935533908,296.42927052648
9.66,17.8814751646961,10.8388012049107,27.7550934182846,85.3875089590378,67.6271342653257,125.140482468142,229.468728510973,296.185833822592
9.665,18.2035943759494,11.5525628475033,29.2411187122442,87.406231752473,66.6700964895693,126.445206420413,230.591530343389,295.882273218463
9.67,18.4167378010069,12.3893378468108,30.7747888764128,89.4089041838349,65.6554843271998,127.885047011239,231.671675353681,295.519760141718
9.675,18.5042650860452,13.3835259063533,32.3540939672587,91.393450584222,64.5958638123242,129.482271939832,232.706610757811,295.09956000878
9.68,18.4505691049831,14.5832090229688,33.9768621004375,93.3578870704429,63.5090435364263,131.263399844675,233.693909546256,294.623025099188
9.685,18.242807111155,16.0574701405316,35.640768426898,95.3003253205126,62.4182814159014,133.259206338694,234.631282793268,294.091587254742
9.69,17.8728663527468,17.9086227045236,37.3433452809635,97.2189757243003,61.3518790438845,135.503018231595,235.5165912512,293.506750462032
