"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.24GHz' IWavePhi='90.0000000000002deg'"
0,3.40876614682075,1.80690489342525
6,0.128870290893541,0.123610150952701
12,0.0956144688550278,0.0233626928681346
18,0.0694123801350267,0.0422549620366768
24,0.0237342754838801,0.0336457636333132
30,0.0288368277627947,0.0157640783837732
36,0.010187201773264,0.0117461308520766
42,0.0147830801072711,0.0159989069214325
48,0.0145714692841388,0.0113926942170526
54,0.00984626587671802,0.015603412410263
60,0.0287949453835032,0.0334048379047566
66,0.0236493301121532,0.0427631218006495
72,0.0681896887429504,0.021330327464465
78,0.0969692512342482,0.121975725503199
84,0.14467417428534,1.88359315305555
90,3.52791133876329,1.88950864095678
96,0.147586862398721,0.118126297236605
102,0.095173954555207,0.0223878583830535
108,0.0683561503928834,0.04291879901717
114,0.0242393504398336,0.0336619705179121
120,0.0287152914171976,0.0155627105834487
126,0.00992220391537621,0.0114481843301033
132,0.0144925549010614,0.0157796882802421
138,0.0144648759931859,0.0113416755802587
144,0.00970783524916821,0.015436139967629
150,0.029157303798732,0.0344930240504508
156,0.0236862330746502,0.0409192310302195
162,0.0681795892146165,0.0223925381444753
168,0.0978039782841542,0.128385714714725
174,0.12492354815177,1.79740683392799
180,3.40876615281005,3.17371451222054
186,0.906667696345875,0.0591968569094254
192,0.07242019709266,0.0328006281707493
198,0.0246929743724274,0.0257042673099981
204,0.0107163107847062,0.0161192695578766
210,0.0204036810346584,0.00937179174984172
216,0.0147949279129236,0.0225104939825115
222,0.0226855663751315,0.0199365533542318
228,0.0186631136336975,0.0200474793185928
234,0.0229918797062255,0.0232134879851735
240,0.0159139352883997,0.010083725447517
246,0.0202293394362539,0.01648768488032
252,0.0104418037115325,0.024620980865269
258,0.0229749478680189,0.0324081776592654
264,0.0735509332697714,0.0516971600767423
270,0.951629380980468,3.26999343838666
276,0.943033277262012,0.055274916320317
282,0.0728782572535561,0.035109640007026
288,0.0234302486026766,0.0258649694148053
294,0.0102096315905141,0.0155447789008053
300,0.0210447933091728,0.0105705818720727
306,0.0158999702498221,0.0234244030779433
312,0.0234341865206099,0.0205349619050859
318,0.0191286028746216,0.020390117057335
324,0.0231994952746551,0.0232791415618377
330,0.0159118425529923,0.0102069834822238
336,0.0204091501653769,0.0160856321255752
342,0.00996948810954988,0.0248410021715711
348,0.0237682790024938,0.0309500723218175
354,0.073833957875777,0.055703661931901
360,3.40876614682075,1.80690489342525
