dataM1,dataM2
-0.00714285714285715,-0.15
-0.0142857142857143,-0.15
-0.0214285714285714,-0.15
-0.0285714285714286,-0.15
-0.0357142857142857,-0.15
-0.0428571428571429,-0.15
-0.05,-0.15
-0.0571428571428571,-0.15
-0.0642857142857143,-0.15
-0.0714285714285714,-0.15
-0.0785714285714286,-0.15
-0.0857142857142857,-0.15
-0.0928571428571429,-0.15
-0.1,-0.15
-0.107142857142857,-0.15
-0.114285714285714,-0.15
-0.121428571428571,-0.15
-0.128571428571429,-0.15
-0.135714285714286,-0.15
-0.142857142857143,-0.15
-0.15,-0.15
-0.15,-0.15
-0.15,-0.142857142857143
-0.15,-0.135714285714286
-0.15,-0.128571428571429
-0.15,-0.121428571428571
-0.15,-0.114285714285714
-0.15,-0.107142857142857
-0.15,-0.1
-0.15,-0.0928571428571429
-0.15,-0.0857142857142857
-0.15,-0.0785714285714286
-0.15,-0.0714285714285714
-0.15,-0.0642857142857143
-0.15,-0.0571428571428571
-0.15,-0.05
-0.15,-0.0428571428571429
-0.15,-0.0357142857142857
-0.15,-0.0285714285714286
-0.15,-0.0214285714285714
-0.15,-0.0142857142857143
-0.15,-0.00714285714285715
-0.15,0
-0.15,0.00714285714285714
-0.15,0.0142857142857143
-0.15,0.0214285714285714
-0.15,0.0285714285714286
-0.15,0.0357142857142857
-0.15,0.0428571428571429
-0.15,0.05
-0.15,0.0571428571428571
-0.15,0.0642857142857143
-0.15,0.0714285714285714
-0.15,0.0785714285714286
-0.15,0.0857142857142857
-0.15,0.0928571428571429
-0.15,0.1
-0.15,0.107142857142857
-0.15,0.114285714285714
-0.15,0.121428571428571
-0.15,0.128571428571429
-0.15,0.135714285714286
-0.15,0.142857142857143
-0.15,0.15
-0.15,0.15
-0.142857142857143,0.15
-0.135714285714286,0.15
-0.128571428571429,0.15
-0.121428571428571,0.15
-0.114285714285714,0.15
-0.107142857142857,0.15
-0.1,0.15
-0.0928571428571429,0.15
-0.0857142857142857,0.15
-0.0785714285714286,0.15
-0.0714285714285714,0.15
-0.0642857142857143,0.15
-0.0571428571428571,0.15
-0.05,0.15
-0.0428571428571429,0.15
-0.0357142857142857,0.15
-0.0285714285714286,0.15
-0.0214285714285714,0.15
-0.0142857142857143,0.15
-0.00714285714285715,0.15
0,0.15
0.00714285714285714,0.15
0.0142857142857143,0.15
0.0214285714285714,0.15
0.0285714285714286,0.15
0.0357142857142857,0.15
0.0428571428571429,0.15
0.05,0.15
0.0571428571428571,0.15
0.0642857142857143,0.15
0.0714285714285714,0.15
0.0785714285714286,0.15
0.0857142857142857,0.15
0.0928571428571429,0.15
0.1,0.15
0.107142857142857,0.15
0.114285714285714,0.15
0.121428571428571,0.15
0.128571428571429,0.15
0.135714285714286,0.15
0.142857142857143,0.15
0.15,0.15
0.15,0.15
0.15,0.142857142857143
0.15,0.135714285714286
0.15,0.128571428571429
0.15,0.121428571428571
0.15,0.114285714285714
0.15,0.107142857142857
0.15,0.1
0.15,0.0928571428571429
0.15,0.0857142857142857
0.15,0.0785714285714286
0.15,0.0714285714285714
0.15,0.0642857142857143
0.15,0.0571428571428571
0.15,0.05
0.15,0.0428571428571429
0.15,0.0357142857142857
0.15,0.0285714285714286
0.15,0.0214285714285714
0.15,0.0142857142857143
0.15,0.00714285714285714
0.15,0
0.15,-0.00714285714285715
0.15,-0.0142857142857143
0.15,-0.0214285714285714
0.15,-0.0285714285714286
0.15,-0.0357142857142857
0.15,-0.0428571428571429
0.15,-0.05
0.15,-0.0571428571428571
0.15,-0.0642857142857143
0.15,-0.0714285714285714
0.15,-0.0785714285714286
0.15,-0.0857142857142857
0.15,-0.0928571428571429
0.15,-0.1
0.15,-0.107142857142857
0.15,-0.114285714285714
0.15,-0.121428571428571
0.15,-0.128571428571429
0.15,-0.135714285714286
0.15,-0.142857142857143
0.15,-0.15
0.15,-0.15
0.142857142857143,-0.15
0.135714285714286,-0.15
0.128571428571429,-0.15
0.121428571428571,-0.15
0.114285714285714,-0.15
0.107142857142857,-0.15
0.1,-0.15
0.0928571428571429,-0.15
0.0857142857142857,-0.15
0.0785714285714286,-0.15
0.0714285714285714,-0.15
0.0642857142857143,-0.15
0.0571428571428571,-0.15
0.05,-0.15
0.0428571428571429,-0.15
0.0357142857142857,-0.15
0.0285714285714286,-0.15
0.0214285714285714,-0.15
0.0142857142857143,-0.15
0.00714285714285714,-0.15
0,-0.15
-0.00714285714285715,-0.15
-0.0142857142857143,-0.15
-0.0214285714285714,-0.15
-0.0285714285714286,-0.15
-0.0357142857142857,-0.15
-0.0428571428571429,-0.15
-0.05,-0.15
-0.0571428571428571,-0.15
-0.0642857142857143,-0.15
-0.0714285714285714,-0.15
-0.0785714285714286,-0.15
-0.0857142857142857,-0.15
-0.0928571428571429,-0.15
-0.1,-0.15
-0.107142857142857,-0.15
-0.114285714285714,-0.15
-0.121428571428571,-0.15
-0.128571428571429,-0.15
-0.135714285714286,-0.15
-0.142857142857143,-0.15
-0.15,-0.15
-0.15,-0.15
-0.15,-0.142857142857143
-0.15,-0.135714285714286
-0.15,-0.128571428571429
-0.15,-0.121428571428571
-0.15,-0.114285714285714
-0.15,-0.107142857142857
-0.15,-0.1
-0.15,-0.0928571428571429
-0.15,-0.0857142857142857
-0.15,-0.0785714285714286
-0.15,-0.0714285714285714
-0.15,-0.0642857142857143
-0.15,-0.0571428571428571
-0.15,-0.05
-0.15,-0.0428571428571429
-0.15,-0.0357142857142857
-0.15,-0.0285714285714286
-0.15,-0.0214285714285714
-0.15,-0.0142857142857143
-0.15,-0.00714285714285715
-0.15,0
-0.15,0.00714285714285714
-0.15,0.0142857142857143
-0.15,0.0214285714285714
-0.15,0.0285714285714286
-0.15,0.0357142857142857
-0.15,0.0428571428571429
-0.15,0.05
-0.15,0.0571428571428571
-0.15,0.0642857142857143
-0.15,0.0714285714285714
-0.15,0.0785714285714286
-0.15,0.0857142857142857
-0.15,0.0928571428571429
-0.15,0.1
-0.15,0.107142857142857
-0.15,0.114285714285714
-0.15,0.121428571428571
-0.15,0.128571428571429
-0.15,0.135714285714286
-0.15,0.142857142857143
-0.15,0.15
-0.15,0.15
-0.142857142857143,0.15
-0.135714285714286,0.15
-0.128571428571429,0.15
-0.121428571428571,0.15
-0.114285714285714,0.15
-0.107142857142857,0.15
-0.1,0.15
-0.0928571428571429,0.15
-0.0857142857142857,0.15
-0.0785714285714286,0.15
-0.0714285714285714,0.15
-0.0642857142857143,0.15
-0.0571428571428571,0.15
-0.05,0.15
-0.0428571428571429,0.15
-0.0357142857142857,0.15
-0.0285714285714286,0.15
-0.0214285714285714,0.15
-0.0142857142857143,0.15
-0.00714285714285715,0.15
0,0.15
0.00714285714285714,0.15
0.0142857142857143,0.15
0.0214285714285714,0.15
0.0285714285714286,0.15
0.0357142857142857,0.15
0.0428571428571429,0.15
0.05,0.15
0.0571428571428571,0.15
0.0642857142857143,0.15
0.0714285714285714,0.15
0.0785714285714286,0.15
0.0857142857142857,0.15
0.0928571428571429,0.15
0.1,0.15
0.107142857142857,0.15
0.114285714285714,0.15
0.121428571428571,0.15
0.128571428571429,0.15
0.135714285714286,0.15
0.142857142857143,0.15
0.15,0.15
0.15,0.15
0.15,0.142857142857143
0.15,0.135714285714286
0.15,0.128571428571429
0.15,0.121428571428571
0.15,0.114285714285714
0.15,0.107142857142857
0.15,0.1
0.15,0.0928571428571429
0.15,0.0857142857142857
0.15,0.0785714285714286
0.15,0.0714285714285714
0.15,0.0642857142857143
0.15,0.0571428571428571
0.15,0.05
0.15,0.0428571428571429
0.15,0.0357142857142857
0.15,0.0285714285714286
0.15,0.0214285714285714
0.15,0.0142857142857143
0.15,0.00714285714285714
0.15,0
0.15,-0.00714285714285715
0.15,-0.0142857142857143
0.15,-0.0214285714285714
0.15,-0.0285714285714286
0.15,-0.0357142857142857
0.15,-0.0428571428571429
0.15,-0.05
0.15,-0.0571428571428571
0.15,-0.0642857142857143
0.15,-0.0714285714285714
0.15,-0.0785714285714286
0.15,-0.0857142857142857
0.15,-0.0928571428571429
0.15,-0.1
0.15,-0.107142857142857
0.15,-0.114285714285714
0.15,-0.121428571428571
0.15,-0.128571428571429
0.15,-0.135714285714286
0.15,-0.142857142857143
0.15,-0.15
0.15,-0.15
0.142857142857143,-0.15
0.135714285714286,-0.15
0.128571428571429,-0.15
0.121428571428571,-0.15
0.114285714285714,-0.15
0.107142857142857,-0.15
0.1,-0.15
0.0928571428571429,-0.15
0.0857142857142857,-0.15
0.0785714285714286,-0.15
0.0714285714285714,-0.15
0.0642857142857143,-0.15
0.0571428571428571,-0.15
0.05,-0.15
0.0428571428571429,-0.15
0.0357142857142857,-0.15
0.0285714285714286,-0.15
0.0214285714285714,-0.15
0.0142857142857143,-0.15
-0.00714285714285715,-0.15
-0.0142857142857143,-0.15
-0.0214285714285714,-0.15
-0.0285714285714286,-0.15
-0.0357142857142857,-0.15
-0.0428571428571429,-0.15
-0.05,-0.15
-0.0571428571428571,-0.15
-0.0642857142857143,-0.15
-0.0714285714285714,-0.15
-0.0785714285714286,-0.15
-0.0857142857142857,-0.15
-0.0928571428571429,-0.15
-0.1,-0.15
-0.107142857142857,-0.15
-0.114285714285714,-0.15
-0.121428571428571,-0.15
-0.128571428571429,-0.15
-0.135714285714286,-0.15
-0.142857142857143,-0.15
-0.15,-0.15
-0.15,-0.15
-0.15,-0.142857142857143
-0.15,-0.135714285714286
-0.15,-0.128571428571429
-0.15,-0.121428571428571
-0.15,-0.114285714285714
-0.15,-0.107142857142857
-0.15,-0.1
-0.15,-0.0928571428571429
-0.15,-0.0857142857142857
-0.15,-0.0785714285714286
-0.15,-0.0714285714285714
-0.15,-0.0642857142857143
-0.15,-0.0571428571428571
-0.15,-0.05
-0.15,-0.0428571428571429
-0.15,-0.0357142857142857
-0.15,-0.0285714285714286
-0.15,-0.0214285714285714
-0.15,-0.0142857142857143
-0.15,-0.00714285714285715
-0.15,0
-0.15,0.00714285714285714
-0.15,0.0142857142857143
-0.15,0.0214285714285714
-0.15,0.0285714285714286
-0.15,0.0357142857142857
-0.15,0.0428571428571429
-0.15,0.05
-0.15,0.0571428571428571
-0.15,0.0642857142857143
-0.15,0.0714285714285714
-0.15,0.0785714285714286
-0.15,0.0857142857142857
-0.15,0.0928571428571429
-0.15,0.1
-0.15,0.107142857142857
-0.15,0.114285714285714
-0.15,0.121428571428571
-0.15,0.128571428571429
-0.15,0.135714285714286
-0.15,0.142857142857143
-0.15,0.15
-0.15,0.15
-0.142857142857143,0.15
-0.135714285714286,0.15
-0.128571428571429,0.15
-0.121428571428571,0.15
-0.114285714285714,0.15
-0.107142857142857,0.15
-0.1,0.15
-0.0928571428571429,0.15
-0.0857142857142857,0.15
-0.0785714285714286,0.15
-0.0714285714285714,0.15
-0.0642857142857143,0.15
-0.0571428571428571,0.15
-0.05,0.15
-0.0428571428571429,0.15
-0.0357142857142857,0.15
-0.0285714285714286,0.15
-0.0214285714285714,0.15
-0.0142857142857143,0.15
-0.00714285714285715,0.15
0,0.15
0.00714285714285714,0.15
0.0142857142857143,0.15
0.0214285714285714,0.15
0.0285714285714286,0.15
0.0357142857142857,0.15
0.0428571428571429,0.15
0.05,0.15
0.0571428571428571,0.15
0.0642857142857143,0.15
0.0714285714285714,0.15
0.0785714285714286,0.15
0.0857142857142857,0.15
