Excitation
"Frequency"[Hz]	"VoltageSource1 [Ohm]"	
7.69336168E+5	8.42965794E+1	
7.77339670E+5	9.15993978E+1	
7.85343172E+5	8.05535017E+1	
7.93346673E+5	7.92178035E+1	
8.01350175E+5	8.90925887E+1	
8.09353677E+5	9.90346769E+1	
8.17357179E+5	8.79339603E+1	
8.25360680E+5	9.79690065E+1	
8.33364182E+5	8.91032367E+1	
8.41367684E+5	1.01931299E+2	
8.49371186E+5	9.11739762E+1	
8.57374687E+5	9.04510454E+1	
8.65378189E+5	9.60063253E+1	
8.73381691E+5	1.00050431E+2	
8.81385193E+5	8.69563045E+1	
8.89388694E+5	1.09164624E+2	
8.97392196E+5	1.06467294E+2	
9.05395698E+5	9.81747066E+1	
9.13399200E+5	1.08312852E+2	
9.21402701E+5	9.37912182E+1	
9.29406203E+5	1.10987963E+2	
9.37409705E+5	9.95324469E+1	
9.45413207E+5	9.71320287E+1	
9.53416708E+5	1.12469775E+2	
9.61420210E+5	1.15227458E+2	
9.69423712E+5	1.05803998E+2	
9.77427214E+5	1.09994448E+2	
9.85430715E+5	1.10959876E+2	
9.93434217E+5	1.12886183E+2	
1.00143772E+6	1.10091150E+2	
1.00944122E+6	1.11786259E+2	
1.01744472E+6	1.18233996E+2	
1.02544822E+6	1.17671735E+2	
1.03345173E+6	1.22096641E+2	
1.04145523E+6	1.17304285E+2	
1.04945873E+6	1.19923283E+2	
1.05746223E+6	1.23264972E+2	
1.06546573E+6	1.27427300E+2	
1.07346923E+6	1.24001945E+2	
1.08147274E+6	1.25127306E+2	
1.08947624E+6	1.30033421E+2	
1.09747974E+6	1.31050749E+2	
1.10548324E+6	1.23970872E+2	
1.11348674E+6	1.29413639E+2	
1.12149025E+6	1.24526896E+2	
1.12949375E+6	1.33763395E+2	
1.13749725E+6	1.19720014E+2	
1.14550075E+6	1.33981403E+2	
1.15350425E+6	1.33184174E+2	
1.16150775E+6	1.37040511E+2	
1.16951126E+6	1.42609228E+2	
1.17751476E+6	1.29042903E+2	
1.18551826E+6	1.33875329E+2	
1.19352176E+6	1.38711326E+2	
1.20152526E+6	1.37904499E+2	
1.20952876E+6	1.33716863E+2	
1.21753227E+6	1.38349590E+2	
1.22553577E+6	1.42056694E+2	
1.23353927E+6	1.40013165E+2	
1.24154277E+6	1.43863206E+2	
1.24954627E+6	1.48607253E+2	
1.25754977E+6	1.44225135E+2	
1.26555328E+6	1.52401489E+2	
1.27355678E+6	1.45899895E+2	
1.28156028E+6	1.53431135E+2	
1.28956378E+6	1.57988489E+2	
1.29756728E+6	1.52456699E+2	
1.30557079E+6	1.53585503E+2	
1.31357429E+6	1.55630692E+2	
1.32157779E+6	1.53292738E+2	
1.32958129E+6	1.59696509E+2	
1.33758479E+6	1.54804648E+2	
1.34558829E+6	1.61911430E+2	
1.35359180E+6	1.59939722E+2	
1.36159530E+6	1.54143989E+2	
1.36959880E+6	1.62992281E+2	
1.37760230E+6	1.59306557E+2	
1.38560580E+6	1.68003044E+2	
1.39360930E+6	1.65474003E+2	
1.40161281E+6	1.66523503E+2	
1.40961631E+6	1.65721859E+2	
1.41761981E+6	1.68823987E+2	
1.42562331E+6	1.68760065E+2	
1.43362681E+6	1.69636251E+2	
1.44163032E+6	1.70040586E+2	
1.44963382E+6	1.68966120E+2	
1.45763732E+6	1.69856524E+2	
1.46564082E+6	1.69461831E+2	
1.47364432E+6	1.73994267E+2	
1.48164782E+6	1.73322354E+2	
1.48965133E+6	1.83559568E+2	
1.49765483E+6	1.76158738E+2	
1.50565833E+6	1.76977289E+2	
1.51366183E+6	1.81511665E+2	
1.52166533E+6	1.77779758E+2	
1.52966883E+6	1.83858163E+2	
1.53767234E+6	1.75713767E+2	
1.54567584E+6	1.80186178E+2	
1.55367934E+6	1.82119203E+2	
1.56168284E+6	1.81271104E+2	
1.56968634E+6	1.88356953E+2	
1.57768984E+6	1.87774369E+2	
1.58569335E+6	1.85388718E+2	
1.59369685E+6	1.90709530E+2	
1.60170035E+6	1.90953942E+2	
1.60970385E+6	1.88255007E+2	
1.61770735E+6	1.87366454E+2	
1.62571086E+6	1.97688288E+2	
1.63371436E+6	1.96031329E+2	
1.64171786E+6	1.85557059E+2	
1.64972136E+6	1.88401393E+2	
1.65772486E+6	1.91179896E+2	
1.66572836E+6	1.98294742E+2	
1.67373187E+6	1.99578116E+2	
1.68173537E+6	2.00094857E+2	
1.68973887E+6	2.04897461E+2	
1.69774237E+6	2.04652230E+2	
1.70574587E+6	2.01489798E+2	
1.71374937E+6	2.02881215E+2	
1.72175288E+6	2.06911462E+2	
1.72975638E+6	2.06284780E+2	
1.73775988E+6	2.10794707E+2	
1.74576338E+6	2.10698737E+2	
1.75376688E+6	2.18002381E+2	
1.76177039E+6	2.13187624E+2	
1.76977389E+6	2.12287454E+2	
1.77777739E+6	2.13481382E+2	
1.78578089E+6	2.14228698E+2	
1.79378439E+6	2.12841379E+2	
1.80178789E+6	2.14353598E+2	
1.80979140E+6	2.18650747E+2	
1.81779490E+6	2.18068033E+2	
1.82579840E+6	2.20025223E+2	
1.83380190E+6	2.19954732E+2	
1.84180540E+6	2.20820832E+2	
1.84980890E+6	2.26122263E+2	
1.85781241E+6	2.24827643E+2	
1.86581591E+6	2.25539110E+2	
1.87381941E+6	2.24394296E+2	
1.88182291E+6	2.25816040E+2	
1.88982641E+6	2.27208569E+2	
1.89782991E+6	2.29261748E+2	
1.90583342E+6	2.31162370E+2	
1.91383692E+6	2.26696368E+2	
1.92184042E+6	2.30056488E+2	
1.92984392E+6	2.32838011E+2	
1.93784742E+6	2.27688785E+2	
1.94585093E+6	2.29052792E+2	
1.95385443E+6	2.33206513E+2	
1.96185793E+6	2.33188390E+2	
1.96986143E+6	2.37365467E+2	
1.97786493E+6	2.40694032E+2	
1.98586843E+6	2.45435718E+2	
1.99387194E+6	2.40159153E+2	
2.00187544E+6	2.35122084E+2	
2.00987894E+6	2.41396784E+2	
2.01788244E+6	2.37978729E+2	
2.02588594E+6	2.47723909E+2	
2.03388944E+6	2.46890423E+2	
2.04189295E+6	2.49197060E+2	
2.04989645E+6	2.49910771E+2	
2.05789995E+6	2.52503635E+2	
2.06590345E+6	2.48193964E+2	
2.07390695E+6	2.45985039E+2	
2.08191046E+6	2.51757995E+2	
2.08991396E+6	2.54929207E+2	
2.09791746E+6	2.54317414E+2	
2.10592096E+6	2.57730603E+2	
2.11392446E+6	2.59461971E+2	
2.12192796E+6	2.54936542E+2	
2.12993147E+6	2.63964406E+2	
2.13793497E+6	2.52180072E+2	
2.14593847E+6	2.59366456E+2	
2.15394197E+6	2.62390636E+2	
2.16194547E+6	2.58680993E+2	
2.16994897E+6	2.68306224E+2	
2.17795248E+6	2.65098395E+2	
2.18595598E+6	2.63064128E+2	
2.19395948E+6	2.67949570E+2	
2.20196298E+6	2.68538697E+2	
2.20996648E+6	2.69184735E+2	
2.21796998E+6	2.66905664E+2	
2.22597349E+6	2.68761200E+2	
2.23397699E+6	2.69445958E+2	
2.24198049E+6	2.68094953E+2	
2.24998399E+6	2.76424735E+2	
2.25798749E+6	2.71044252E+2	
2.26599100E+6	2.70528982E+2	
2.27399450E+6	2.74319418E+2	
2.28199800E+6	2.79458411E+2	
2.29000150E+6	2.77860750E+2	
2.29800500E+6	2.78681584E+2	
2.30600850E+6	2.80121248E+2	
2.31401201E+6	2.78610628E+2	
2.32201551E+6	2.80596841E+2	
2.33001901E+6	2.81539860E+2	
2.33802251E+6	2.82259787E+2	
2.34602601E+6	2.87881277E+2	
2.35402951E+6	2.87372355E+2	
2.36203302E+6	2.84419797E+2	
2.37003652E+6	2.84954012E+2	
2.37804002E+6	2.92141850E+2	
2.38604352E+6	2.85078314E+2	
2.39404702E+6	2.96832984E+2	
2.40205053E+6	2.93729869E+2	
2.41005403E+6	2.91780035E+2	
2.41805753E+6	2.94690019E+2	
2.42606103E+6	2.93073150E+2	
2.43406453E+6	2.98516833E+2	
2.44206803E+6	2.95012377E+2	
2.45007154E+6	2.97389437E+2	
2.45807504E+6	2.97902686E+2	
2.46607854E+6	2.96770181E+2	
2.47408204E+6	3.01650205E+2	
2.48208554E+6	3.05245921E+2	
2.49008904E+6	3.05984198E+2	
2.49809255E+6	3.05259440E+2	
2.50609605E+6	3.02121101E+2	
2.51409955E+6	3.10351681E+2	
2.52210305E+6	3.06434592E+2	
2.53010655E+6	3.09738696E+2	
2.53811006E+6	3.12128775E+2	
2.54611356E+6	3.13692136E+2	
2.55411706E+6	3.09174263E+2	
2.56212056E+6	3.16474483E+2	
2.57012406E+6	3.15689116E+2	
2.57812756E+6	3.14977835E+2	
2.58613107E+6	3.16332447E+2	
2.59413457E+6	3.14728946E+2	
2.60213807E+6	3.16957300E+2	
2.61014157E+6	3.19569984E+2	
2.61814507E+6	3.19166070E+2	
2.62614857E+6	3.21920707E+2	
2.63415208E+6	3.24336745E+2	
2.64215558E+6	3.23026324E+2	
2.65015908E+6	3.19528739E+2	
2.65816258E+6	3.25630900E+2	
2.66616608E+6	3.27946978E+2	
2.67416958E+6	3.23749876E+2	
2.68217309E+6	3.30090724E+2	
2.69017659E+6	3.27412259E+2	
2.69818009E+6	3.29275853E+2	
2.70618359E+6	3.27360753E+2	
2.71418709E+6	3.26327546E+2	
2.72219060E+6	3.30550461E+2	
2.73019410E+6	3.37794460E+2	
2.73819760E+6	3.35154998E+2	
2.74620110E+6	3.34914976E+2	
2.75420460E+6	3.37360670E+2	
2.76220810E+6	3.42766096E+2	
2.77021161E+6	3.39782810E+2	
2.77821511E+6	3.40657333E+2	
2.78621861E+6	3.45158083E+2	
2.79422211E+6	3.45094846E+2	
2.80222561E+6	3.42320593E+2	
2.81022911E+6	3.44516252E+2	
2.81823262E+6	3.47637017E+2	
2.82623612E+6	3.44472035E+2	
2.83423962E+6	3.50280581E+2	
2.84224312E+6	3.49243277E+2	
2.85024662E+6	3.45614518E+2	
2.85825013E+6	3.55456401E+2	
2.86625363E+6	3.46533432E+2	
2.87425713E+6	3.52726864E+2	
2.88226063E+6	3.50529515E+2	
2.89026413E+6	3.51178795E+2	
2.89826763E+6	3.56659923E+2	
2.90627114E+6	3.55720498E+2	
2.91427464E+6	3.55933249E+2	
2.92227814E+6	3.57084429E+2	
2.93028164E+6	3.57603151E+2	
2.93828514E+6	3.60936593E+2	
2.94628864E+6	3.60057713E+2	
2.95429215E+6	3.61429197E+2	
2.96229565E+6	3.62236886E+2	
2.97029915E+6	3.64796458E+2	
2.97830265E+6	3.64775079E+2	
2.98630615E+6	3.69809416E+2	
2.99430965E+6	3.66951706E+2	
3.00231316E+6	3.68794988E+2	
3.01031666E+6	3.72610129E+2	
3.01832016E+6	3.68778681E+2	
3.02632366E+6	3.69724123E+2	
3.03432716E+6	3.74214199E+2	
3.04233067E+6	3.73485333E+2	
3.05033417E+6	3.78513321E+2	
3.05833767E+6	3.77781878E+2	
3.06634117E+6	3.78990432E+2	
3.07434467E+6	3.75798181E+2	
3.08234817E+6	3.78458809E+2	
3.09035168E+6	3.80444396E+2	
3.09835518E+6	3.81270529E+2	
3.10635868E+6	3.83835242E+2	
3.11436218E+6	3.79391389E+2	
3.12236568E+6	3.85447999E+2	
3.13036918E+6	3.82896378E+2	
3.13837269E+6	3.87436788E+2	
3.14637619E+6	3.85754194E+2	
3.15437969E+6	3.87864932E+2	
3.16238319E+6	3.89289800E+2	
3.17038669E+6	3.89287436E+2	
3.17839020E+6	3.88523739E+2	
3.18639370E+6	3.94520591E+2	
3.19439720E+6	3.93711227E+2	
3.20240070E+6	3.94671889E+2	
3.21040420E+6	3.94041417E+2	
3.21840770E+6	3.97039326E+2	
3.22641121E+6	3.96117681E+2	
3.23441471E+6	3.97379273E+2	
3.24241821E+6	3.98229105E+2	
3.25042171E+6	3.98090703E+2	
3.25842521E+6	4.01383334E+2	
3.26642871E+6	4.00319383E+2	
3.27443222E+6	4.01156852E+2	
3.28243572E+6	4.00630612E+2	
3.29043922E+6	4.05179459E+2	
3.29844272E+6	4.04158137E+2	
3.30644622E+6	4.05955046E+2	
3.31444972E+6	4.07569276E+2	
3.32245323E+6	4.08645815E+2	
3.33045673E+6	4.06011028E+2	
3.33846023E+6	4.12501449E+2	
3.34646373E+6	4.11018290E+2	
3.35446723E+6	4.13087321E+2	
3.36247074E+6	4.12881757E+2	
3.37047424E+6	4.15006114E+2	
3.37847774E+6	4.14623135E+2	
3.38648124E+6	4.17624838E+2	
3.39448474E+6	4.16026879E+2	
3.40248824E+6	4.17225281E+2	
3.41049175E+6	4.22857875E+2	
3.41849525E+6	4.21160819E+2	
3.42649875E+6	4.21299367E+2	
3.43450225E+6	4.25556506E+2	
3.44250575E+6	4.24372971E+2	
3.45050925E+6	4.24237377E+2	
3.45851276E+6	4.29559227E+2	
3.46651626E+6	4.27003316E+2	
3.47451976E+6	4.29124845E+2	
3.48252326E+6	4.30323134E+2	
3.49052676E+6	4.32376906E+2	
3.49853027E+6	4.29539698E+2	
3.50653377E+6	4.34002631E+2	
3.51453727E+6	4.32939838E+2	
3.52254077E+6	4.36739951E+2	
3.53054427E+6	4.37090854E+2	
3.53854777E+6	4.37720034E+2	
3.54655128E+6	4.38327076E+2	
3.55455478E+6	4.38608515E+2	
3.56255828E+6	4.39191684E+2	
3.57056178E+6	4.40390946E+2	
3.57856528E+6	4.42233799E+2	
3.58656878E+6	4.42829217E+2	
3.59457229E+6	4.44402658E+2	
3.60257579E+6	4.44346795E+2	
3.61057929E+6	4.48758346E+2	
3.61858279E+6	4.49500283E+2	
3.62658629E+6	4.49521621E+2	
3.63458979E+6	4.51209028E+2	
3.64259330E+6	4.49618580E+2	
3.65059680E+6	4.51822064E+2	
3.65860030E+6	4.55543841E+2	
3.66660380E+6	4.56130305E+2	
3.67460730E+6	4.55756240E+2	
3.68261081E+6	4.56467644E+2	
3.69061431E+6	4.57155728E+2	
3.69861781E+6	4.59278005E+2	
3.70662131E+6	4.58353472E+2	
3.71462481E+6	4.61771349E+2	
3.72262831E+6	4.60384264E+2	
3.73063182E+6	4.63958255E+2	
3.73863532E+6	4.61710845E+2	
3.74663882E+6	4.63848410E+2	
3.75464232E+6	4.66547812E+2	
3.76264582E+6	4.66351832E+2	
3.77064932E+6	4.66348927E+2	
3.77865283E+6	4.67089241E+2	
3.78665633E+6	4.69818832E+2	
3.79465983E+6	4.69797935E+2	
3.80266333E+6	4.71666860E+2	
3.81066683E+6	4.72267162E+2	
3.81867034E+6	4.71811978E+2	
3.82667384E+6	4.74604496E+2	
3.83467734E+6	4.75129105E+2	
3.84268084E+6	4.74299645E+2	
3.85068434E+6	4.76689605E+2	
3.85868784E+6	4.79442839E+2	
3.86669135E+6	4.78733428E+2	
3.87469485E+6	4.77050142E+2	
3.88269835E+6	4.83269053E+2	
3.89070185E+6	4.80373556E+2	
3.89870535E+6	4.80825594E+2	
3.90670885E+6	4.81509106E+2	
3.91471236E+6	4.84010844E+2	
3.92271586E+6	4.85610712E+2	
3.93071936E+6	4.88510891E+2	
3.93872286E+6	4.90199140E+2	
3.94672636E+6	4.88036934E+2	
3.95472986E+6	4.87884260E+2	
3.96273337E+6	4.89732705E+2	
3.97073687E+6	4.92674962E+2	
3.97874037E+6	4.89845530E+2	
3.98674387E+6	4.93880462E+2	
3.99474737E+6	4.94568729E+2	
4.00275088E+6	4.97958658E+2	
4.01075438E+6	4.94183411E+2	
4.01875788E+6	5.00427667E+2	
4.02676138E+6	5.00408444E+2	
4.03476488E+6	5.00655000E+2	
4.04276838E+6	5.00923188E+2	
4.05077189E+6	5.02481301E+2	
4.05877539E+6	5.04160310E+2	
4.06677889E+6	5.03917430E+2	
4.07478239E+6	5.08760328E+2	
4.08278589E+6	5.03891165E+2	
4.09078939E+6	5.06106123E+2	
4.09879290E+6	5.07563588E+2	
4.10679640E+6	5.09390017E+2	
4.11479990E+6	5.10252465E+2	
4.12280340E+6	5.12221256E+2	
4.13080690E+6	5.12257887E+2	
4.13881041E+6	5.12921268E+2	
4.14681391E+6	5.15153941E+2	
4.15481741E+6	5.17037580E+2	
4.16282091E+6	5.16993120E+2	
4.17082441E+6	5.17095132E+2	
4.17882791E+6	5.17542559E+2	
4.18683142E+6	5.20647470E+2	
4.19483492E+6	5.19168015E+2	
4.20283842E+6	5.23399980E+2	
4.21084192E+6	5.20086111E+2	
4.21884542E+6	5.22605794E+2	
4.22684892E+6	5.24285739E+2	
4.23485243E+6	5.22986771E+2	
4.24285593E+6	5.25355292E+2	
4.25085943E+6	5.29358738E+2	
4.25886293E+6	5.27699031E+2	
4.26686643E+6	5.29759182E+2	
4.27486993E+6	5.30105048E+2	
4.28287344E+6	5.30117928E+2	
4.29087694E+6	5.31420633E+2	
4.29888044E+6	5.32352146E+2	
4.30688394E+6	5.33021208E+2	
4.31488744E+6	5.34534758E+2	
4.32289095E+6	5.35107327E+2	
4.33089445E+6	5.34664263E+2	
4.33889795E+6	5.37654387E+2	
4.34690145E+6	5.38126876E+2	
4.35490495E+6	5.42006139E+2	
4.36290845E+6	5.39101825E+2	
4.37091196E+6	5.43801750E+2	
4.37891546E+6	5.43793857E+2	
4.38691896E+6	5.44012340E+2	
4.39492246E+6	5.43591227E+2	
4.40292596E+6	5.48385305E+2	
4.41092946E+6	5.45324762E+2	
4.41893297E+6	5.46810981E+2	
4.42693647E+6	5.48400516E+2	
4.43493997E+6	5.49793826E+2	
4.44294347E+6	5.51080558E+2	
4.45094697E+6	5.49128336E+2	
4.45895048E+6	5.53589069E+2	
4.46695398E+6	5.53942863E+2	
4.47495748E+6	5.53309401E+2	
4.48296098E+6	5.55782426E+2	
4.49096448E+6	5.55924809E+2	
4.49896798E+6	5.59274455E+2	
4.50697149E+6	5.59935446E+2	
4.51497499E+6	5.59215688E+2	
4.52297849E+6	5.62898522E+2	
4.53098199E+6	5.62715278E+2	
4.53898549E+6	5.63865059E+2	
4.54698899E+6	5.65724696E+2	
4.55499250E+6	5.64778955E+2	
4.56299600E+6	5.68907541E+2	
4.57099950E+6	5.65426840E+2	
4.57900300E+6	5.66329144E+2	
4.58700650E+6	5.69915625E+2	
4.59501001E+6	5.71935105E+2	
4.60301351E+6	5.72169713E+2	
4.61101701E+6	5.72415764E+2	
4.61902051E+6	5.76413160E+2	
4.62702401E+6	5.75586214E+2	
4.63502751E+6	5.75400190E+2	
4.64303102E+6	5.77124716E+2	
4.65103452E+6	5.79279863E+2	
4.65903802E+6	5.80855695E+2	
4.66704152E+6	5.79051230E+2	
4.67504502E+6	5.81409160E+2	
4.68304852E+6	5.81889384E+2	
4.69105203E+6	5.83938851E+2	
4.69905553E+6	5.85158423E+2	
4.70705903E+6	5.88076806E+2	
4.71506253E+6	5.88445467E+2	
4.72306603E+6	5.85946821E+2	
4.73106953E+6	5.86426372E+2	
4.73907304E+6	5.89376469E+2	
4.74707654E+6	5.91080854E+2	
4.75508004E+6	5.91734988E+2	
4.76308354E+6	5.93461802E+2	
4.77108704E+6	5.94230351E+2	
4.77909055E+6	5.94433426E+2	
4.78709405E+6	5.95825805E+2	
4.79509755E+6	5.95570555E+2	
4.80310105E+6	5.97639682E+2	
4.81110455E+6	5.98588970E+2	
4.81910805E+6	5.99351272E+2	
4.82711156E+6	6.02210513E+2	
4.83511506E+6	6.01865805E+2	
4.84311856E+6	6.02983300E+2	
4.85112206E+6	6.04867596E+2	
4.85912556E+6	6.05190883E+2	
4.86712906E+6	6.04691218E+2	
4.87513257E+6	6.09384323E+2	
4.88313607E+6	6.08030239E+2	
4.89113957E+6	6.09535993E+2	
4.89914307E+6	6.09157060E+2	
4.90714657E+6	6.10229104E+2	
4.91515008E+6	6.11830242E+2	
4.92315358E+6	6.14301342E+2	
4.93115708E+6	6.15373019E+2	
4.93916058E+6	6.15236323E+2	
4.94716408E+6	6.16313596E+2	
4.95516758E+6	6.17114050E+2	
4.96317109E+6	6.19753806E+2	
4.97117459E+6	6.20448041E+2	
4.97917809E+6	6.20421399E+2	
4.98718159E+6	6.22901891E+2	
4.99518509E+6	6.22606016E+2	
5.00318859E+6	6.22485714E+2	
5.01119210E+6	6.23576627E+2	
5.01919560E+6	6.25388101E+2	
5.02719910E+6	6.24039634E+2	
5.03520260E+6	6.28728162E+2	
5.04320610E+6	6.29447771E+2	
5.05120960E+6	6.30244447E+2	
5.05921311E+6	6.30814302E+2	
5.06721661E+6	6.33248615E+2	
5.07522011E+6	6.32925770E+2	
5.08322361E+6	6.33901994E+2	
5.09122711E+6	6.34326215E+2	
5.09923062E+6	6.35718202E+2	
5.10723412E+6	6.36019143E+2	
5.11523762E+6	6.38458807E+2	
5.12324112E+6	6.38393205E+2	
5.13124462E+6	6.40538974E+2	
5.13924812E+6	6.40505084E+2	
5.14725163E+6	6.41945146E+2	
5.15525513E+6	6.43518350E+2	
5.16325863E+6	6.42698505E+2	
5.17126213E+6	6.44705980E+2	
5.17926563E+6	6.46125096E+2	
5.18726913E+6	6.46476956E+2	
5.19527264E+6	6.47351537E+2	
5.20327614E+6	6.46144427E+2	
5.21127964E+6	6.48510292E+2	
5.21928314E+6	6.50674306E+2	
5.22728664E+6	6.50997217E+2	
5.23529015E+6	6.52991205E+2	
5.24329365E+6	6.53105242E+2	
5.25129715E+6	6.56242888E+2	
5.25930065E+6	6.56623287E+2	
5.26730415E+6	6.56155097E+2	
5.27530765E+6	6.59350673E+2	
5.28331116E+6	6.58286560E+2	
5.29131466E+6	6.58287207E+2	
5.29931816E+6	6.60767320E+2	
5.30732166E+6	6.62486960E+2	
5.31532516E+6	6.63705523E+2	
5.32332866E+6	6.63198669E+2	
5.33133217E+6	6.64481222E+2	
5.33933567E+6	6.62638948E+2	
5.34733917E+6	6.69252179E+2	
5.35534267E+6	6.67339876E+2	
5.36334617E+6	6.69186007E+2	
5.37134967E+6	6.70086861E+2	
5.37935318E+6	6.70978642E+2	
5.38735668E+6	6.71274964E+2	
5.39536018E+6	6.73002192E+2	
5.40336368E+6	6.75704264E+2	
5.41136718E+6	6.76214262E+2	
5.41937069E+6	6.75515796E+2	
5.42737419E+6	6.77149261E+2	
5.43537769E+6	6.76262287E+2	
5.44338119E+6	6.79739895E+2	
5.45138469E+6	6.80967716E+2	
5.45938819E+6	6.81387857E+2	
5.46739170E+6	6.82437507E+2	
5.47539520E+6	6.83365431E+2	
5.48339870E+6	6.85048343E+2	
5.49140220E+6	6.85269889E+2	
5.49940570E+6	6.86163604E+2	
5.50740920E+6	6.86573679E+2	
5.51541271E+6	6.88780470E+2	
5.52341621E+6	6.90147268E+2	
5.53141971E+6	6.90275128E+2	
5.53942321E+6	6.92862296E+2	
5.54742671E+6	6.92392439E+2	
5.55543022E+6	6.94314789E+2	
5.56343372E+6	6.94618283E+2	
5.57143722E+6	6.95463028E+2	
5.57944072E+6	6.96656783E+2	
5.58744422E+6	6.99050178E+2	
5.59544772E+6	6.97587073E+2	
5.60345123E+6	7.00247969E+2	
5.61145473E+6	7.00717726E+2	
5.61945823E+6	7.02816139E+2	
5.62746173E+6	7.03020355E+2	
5.63546523E+6	7.05228682E+2	
5.64346873E+6	7.05607626E+2	
5.65147224E+6	7.06482663E+2	
5.65947574E+6	7.07296061E+2	
5.66747924E+6	7.07757904E+2	
5.67548274E+6	7.10246091E+2	
5.68348624E+6	7.09613858E+2	
5.69148974E+6	7.13894600E+2	
5.69949325E+6	7.14593065E+2	
5.70749675E+6	7.13073241E+2	
5.71550025E+6	7.15975009E+2	
5.72350375E+6	7.18130751E+2	
5.73150725E+6	7.16219477E+2	
5.73951076E+6	7.19067969E+2	
5.74751426E+6	7.19793538E+2	
5.75551776E+6	7.20919089E+2	
5.76352126E+6	7.21132644E+2	
5.77152476E+6	7.23331685E+2	
5.77952826E+6	7.23271459E+2	
5.78753177E+6	7.25956453E+2	
5.79553527E+6	7.26796558E+2	
5.80353877E+6	7.27136726E+2	
5.81154227E+6	7.27794327E+2	
5.81954577E+6	7.29567316E+2	
5.82754927E+6	7.28977352E+2	
5.83555278E+6	7.31256740E+2	
5.84355628E+6	7.32710001E+2	
