Excitation
"Frequency"[Hz]	"VoltageSource1 [Ohm]"	
1.07250000E+7	1.79112871E+2	
1.07260000E+7	1.79246357E+2	
1.07270000E+7	1.79035635E+2	
1.07280000E+7	1.78968174E+2	
1.07290000E+7	1.79008511E+2	
1.07300000E+7	1.79150900E+2	
1.07310000E+7	1.79104976E+2	
1.07320000E+7	1.79239661E+2	
1.07330000E+7	1.79195826E+2	
1.07340000E+7	1.79089191E+2	
1.07350000E+7	1.79187805E+2	
1.07360000E+7	1.78984304E+2	
1.07370000E+7	1.79375403E+2	
1.07380000E+7	1.79456720E+2	
1.07390000E+7	1.79474716E+2	
1.07400000E+7	1.79376086E+2	
1.07410000E+7	1.79255694E+2	
1.07420000E+7	1.79527392E+2	
1.07430000E+7	1.79591138E+2	
1.07440000E+7	1.79152530E+2	
1.07450000E+7	1.79367862E+2	
1.07460000E+7	1.79413788E+2	
1.07470000E+7	1.79614257E+2	
1.07480000E+7	1.79366526E+2	
1.07490000E+7	1.79506830E+2	
1.07500000E+7	1.79658146E+2	
1.07510000E+7	1.79457092E+2	
1.07520000E+7	1.79439919E+2	
1.07530000E+7	1.79547174E+2	
1.07540000E+7	1.79518949E+2	
1.07550000E+7	1.79663884E+2	
1.07560000E+7	1.79667531E+2	
1.07570000E+7	1.79521246E+2	
1.07580000E+7	1.79473936E+2	
1.07590000E+7	1.79643467E+2	
1.07600000E+7	1.79838882E+2	
1.07610000E+7	1.79760490E+2	
1.07620000E+7	1.79748898E+2	
1.07630000E+7	1.79698838E+2	
1.07640000E+7	1.79763262E+2	
1.07650000E+7	1.79652278E+2	
1.07660000E+7	1.79844472E+2	
1.07670000E+7	1.79944246E+2	
1.07680000E+7	1.79861666E+2	
1.07690000E+7	1.79780418E+2	
1.07700000E+7	1.79731226E+2	
1.07710000E+7	1.79888311E+2	
1.07720000E+7	1.79785163E+2	
1.07730000E+7	1.79667544E+2	
1.07740000E+7	1.79919640E+2	
1.07750000E+7	1.80173174E+2	
1.07760000E+7	1.80148416E+2	
1.07770000E+7	1.80003511E+2	
1.07780000E+7	1.80090686E+2	
1.07790000E+7	1.80052215E+2	
1.07800000E+7	1.79904418E+2	
1.07810000E+7	1.80008334E+2	
1.07820000E+7	1.79971187E+2	
1.07830000E+7	1.79991040E+2	
1.07840000E+7	1.79902510E+2	
1.07850000E+7	1.80064686E+2	
1.07860000E+7	1.80131159E+2	
1.07870000E+7	1.80151265E+2	
1.07880000E+7	1.79949466E+2	
1.07890000E+7	1.80271629E+2	
1.07900000E+7	1.80194391E+2	
1.07910000E+7	1.79976949E+2	
1.07920000E+7	1.80128014E+2	
1.07930000E+7	1.80190944E+2	
1.07940000E+7	1.79992757E+2	
1.07950000E+7	1.80366463E+2	
1.07960000E+7	1.80299519E+2	
1.07970000E+7	1.80224466E+2	
1.07980000E+7	1.80251778E+2	
1.07990000E+7	1.80341778E+2	
1.08000000E+7	1.80535035E+2	
1.08010000E+7	1.80405312E+2	
1.08020000E+7	1.80528410E+2	
1.08030000E+7	1.80524098E+2	
1.08040000E+7	1.80615338E+2	
1.08050000E+7	1.80547520E+2	
1.08060000E+7	1.80627638E+2	
1.08070000E+7	1.80511144E+2	
1.08080000E+7	1.80322488E+2	
1.08090000E+7	1.80434211E+2	
1.08100000E+7	1.80522041E+2	
1.08110000E+7	1.80690177E+2	
1.08120000E+7	1.80507220E+2	
1.08130000E+7	1.80754675E+2	
1.08140000E+7	1.80719444E+2	
1.08150000E+7	1.80728777E+2	
1.08160000E+7	1.80646872E+2	
1.08170000E+7	1.80592720E+2	
1.08180000E+7	1.80764132E+2	
1.08190000E+7	1.80815559E+2	
1.08200000E+7	1.80703871E+2	
1.08210000E+7	1.80749731E+2	
1.08220000E+7	1.80681587E+2	
1.08230000E+7	1.80757544E+2	
1.08240000E+7	1.80953674E+2	
1.08250000E+7	1.80917993E+2	
1.08260000E+7	1.81112678E+2	
1.08270000E+7	1.80754106E+2	
1.08280000E+7	1.80683336E+2	
1.08290000E+7	1.80948865E+2	
1.08300000E+7	1.80977038E+2	
1.08310000E+7	1.80753717E+2	
1.08320000E+7	1.81001799E+2	
1.08330000E+7	1.81089221E+2	
1.08340000E+7	1.81002307E+2	
1.08350000E+7	1.80883654E+2	
1.08360000E+7	1.80977498E+2	
1.08370000E+7	1.81288108E+2	
1.08380000E+7	1.81059940E+2	
1.08390000E+7	1.81000863E+2	
1.08400000E+7	1.81112035E+2	
1.08410000E+7	1.81084911E+2	
1.08420000E+7	1.80829032E+2	
1.08430000E+7	1.81048687E+2	
1.08440000E+7	1.81073367E+2	
1.08450000E+7	1.81009127E+2	
1.08460000E+7	1.81176077E+2	
1.08470000E+7	1.81293487E+2	
1.08480000E+7	1.81271354E+2	
1.08490000E+7	1.81170290E+2	
1.08500000E+7	1.81402899E+2	
1.08510000E+7	1.81357660E+2	
1.08520000E+7	1.81308099E+2	
1.08530000E+7	1.81344982E+2	
1.08540000E+7	1.81343913E+2	
1.08550000E+7	1.81408153E+2	
1.08560000E+7	1.81337210E+2	
1.08570000E+7	1.81149934E+2	
1.08580000E+7	1.81357963E+2	
1.08590000E+7	1.81328633E+2	
1.08600000E+7	1.81419801E+2	
1.08610000E+7	1.81732775E+2	
1.08620000E+7	1.81352835E+2	
1.08630000E+7	1.81659996E+2	
1.08640000E+7	1.81622656E+2	
1.08650000E+7	1.81551203E+2	
1.08660000E+7	1.81499527E+2	
1.08670000E+7	1.81531938E+2	
1.08680000E+7	1.81552058E+2	
1.08690000E+7	1.81846245E+2	
1.08700000E+7	1.81675869E+2	
1.08710000E+7	1.81593164E+2	
1.08720000E+7	1.81537371E+2	
1.08730000E+7	1.81536537E+2	
1.08740000E+7	1.81655466E+2	
1.08750000E+7	1.81609732E+2	
1.08760000E+7	1.81770959E+2	
1.08770000E+7	1.81713117E+2	
1.08780000E+7	1.81627833E+2	
1.08790000E+7	1.81715824E+2	
1.08800000E+7	1.81661777E+2	
1.08810000E+7	1.81642393E+2	
1.08820000E+7	1.81742784E+2	
1.08830000E+7	1.81868890E+2	
1.08840000E+7	1.81880386E+2	
1.08850000E+7	1.81900334E+2	
1.08860000E+7	1.81908689E+2	
1.08870000E+7	1.81928724E+2	
1.08880000E+7	1.81714894E+2	
1.08890000E+7	1.81828406E+2	
1.08900000E+7	1.81798883E+2	
1.08910000E+7	1.82007910E+2	
1.08920000E+7	1.82130864E+2	
1.08930000E+7	1.81952574E+2	
1.08940000E+7	1.81998018E+2	
1.08950000E+7	1.82257432E+2	
1.08960000E+7	1.82055968E+2	
1.08970000E+7	1.82040492E+2	
1.08980000E+7	1.82207721E+2	
1.08990000E+7	1.81893785E+2	
1.09000000E+7	1.81970808E+2	
1.09010000E+7	1.82228020E+2	
1.09020000E+7	1.81924181E+2	
1.09030000E+7	1.82296368E+2	
1.09040000E+7	1.82062234E+2	
1.09050000E+7	1.82132110E+2	
1.09060000E+7	1.82190359E+2	
1.09070000E+7	1.82282867E+2	
1.09080000E+7	1.82310747E+2	
1.09090000E+7	1.82379497E+2	
1.09100000E+7	1.82191848E+2	
1.09110000E+7	1.82251337E+2	
1.09120000E+7	1.82385125E+2	
1.09130000E+7	1.82214910E+2	
1.09140000E+7	1.82328709E+2	
1.09150000E+7	1.82359342E+2	
1.09160000E+7	1.82699810E+2	
1.09170000E+7	1.82383581E+2	
1.09180000E+7	1.82547569E+2	
1.09190000E+7	1.82545501E+2	
1.09200000E+7	1.82500881E+2	
1.09210000E+7	1.82645792E+2	
1.09220000E+7	1.82309200E+2	
1.09230000E+7	1.82781319E+2	
1.09240000E+7	1.82567949E+2	
1.09250000E+7	1.82619040E+2	
1.09260000E+7	1.82573403E+2	
1.09270000E+7	1.82653774E+2	
1.09280000E+7	1.82568705E+2	
1.09290000E+7	1.82624145E+2	
1.09300000E+7	1.82475562E+2	
1.09310000E+7	1.82601825E+2	
1.09320000E+7	1.82732802E+2	
1.09330000E+7	1.82793581E+2	
1.09340000E+7	1.82902221E+2	
1.09350000E+7	1.82627879E+2	
1.09360000E+7	1.82765352E+2	
1.09370000E+7	1.82622983E+2	
1.09380000E+7	1.82818884E+2	
1.09390000E+7	1.82741957E+2	
1.09400000E+7	1.82853073E+2	
1.09410000E+7	1.82814671E+2	
1.09420000E+7	1.82864977E+2	
1.09430000E+7	1.83020405E+2	
1.09440000E+7	1.82896115E+2	
1.09450000E+7	1.82972629E+2	
1.09460000E+7	1.83063861E+2	
1.09470000E+7	1.83017474E+2	
1.09480000E+7	1.82854043E+2	
1.09490000E+7	1.83041732E+2	
1.09500000E+7	1.82804254E+2	
1.09510000E+7	1.82879904E+2	
1.09520000E+7	1.83247475E+2	
1.09530000E+7	1.82940646E+2	
1.09540000E+7	1.83047200E+2	
1.09550000E+7	1.83229548E+2	
1.09560000E+7	1.83226752E+2	
1.09570000E+7	1.83306611E+2	
1.09580000E+7	1.83342296E+2	
1.09590000E+7	1.83167829E+2	
1.09600000E+7	1.83230417E+2	
1.09610000E+7	1.83258250E+2	
1.09620000E+7	1.83163427E+2	
1.09630000E+7	1.83134540E+2	
1.09640000E+7	1.83299702E+2	
1.09650000E+7	1.83238310E+2	
1.09660000E+7	1.83242640E+2	
1.09670000E+7	1.83272836E+2	
1.09680000E+7	1.83394984E+2	
1.09690000E+7	1.83397365E+2	
1.09700000E+7	1.83331265E+2	
1.09710000E+7	1.83628257E+2	
1.09720000E+7	1.83587562E+2	
1.09730000E+7	1.83229221E+2	
1.09740000E+7	1.83328069E+2	
1.09750000E+7	1.83422410E+2	
1.09760000E+7	1.83676412E+2	
1.09770000E+7	1.83552444E+2	
1.09780000E+7	1.83427966E+2	
1.09790000E+7	1.83358223E+2	
1.09800000E+7	1.83570091E+2	
1.09810000E+7	1.83554097E+2	
1.09820000E+7	1.83722512E+2	
1.09830000E+7	1.83748313E+2	
1.09840000E+7	1.83392108E+2	
1.09850000E+7	1.83759698E+2	
1.09860000E+7	1.83720921E+2	
1.09870000E+7	1.83662845E+2	
1.09880000E+7	1.83769307E+2	
1.09890000E+7	1.83785531E+2	
1.09900000E+7	1.83622289E+2	
1.09910000E+7	1.83835479E+2	
1.09920000E+7	1.83853271E+2	
1.09930000E+7	1.83828961E+2	
1.09940000E+7	1.83718913E+2	
1.09950000E+7	1.83932675E+2	
1.09960000E+7	1.83989085E+2	
1.09970000E+7	1.83897102E+2	
1.09980000E+7	1.83780002E+2	
1.09990000E+7	1.83939720E+2	
1.10000000E+7	1.83884860E+2	
1.10010000E+7	1.84074362E+2	
1.10020000E+7	1.84185315E+2	
1.10030000E+7	1.83980737E+2	
1.10040000E+7	1.83968809E+2	
1.10050000E+7	1.83966437E+2	
1.10060000E+7	1.84129796E+2	
1.10070000E+7	1.84168197E+2	
1.10080000E+7	1.84050816E+2	
1.10090000E+7	1.84041632E+2	
1.10100000E+7	1.84066267E+2	
1.10110000E+7	1.83999341E+2	
1.10120000E+7	1.84191999E+2	
1.10130000E+7	1.84057964E+2	
1.10140000E+7	1.84371627E+2	
1.10150000E+7	1.84196801E+2	
1.10160000E+7	1.84309707E+2	
1.10170000E+7	1.84164501E+2	
1.10180000E+7	1.84079866E+2	
1.10190000E+7	1.84152136E+2	
1.10200000E+7	1.84483971E+2	
1.10210000E+7	1.84235395E+2	
1.10220000E+7	1.84049503E+2	
1.10230000E+7	1.84420992E+2	
1.10240000E+7	1.84346134E+2	
1.10250000E+7	1.84310751E+2	
1.10260000E+7	1.84339420E+2	
1.10270000E+7	1.84430018E+2	
1.10280000E+7	1.84545795E+2	
1.10290000E+7	1.84560034E+2	
1.10300000E+7	1.84564531E+2	
1.10310000E+7	1.84307072E+2	
1.10320000E+7	1.84439011E+2	
1.10330000E+7	1.84449600E+2	
1.10340000E+7	1.84389055E+2	
1.10350000E+7	1.84543515E+2	
1.10360000E+7	1.84638298E+2	
1.10370000E+7	1.84568537E+2	
1.10380000E+7	1.84701277E+2	
1.10390000E+7	1.84802173E+2	
1.10400000E+7	1.84666513E+2	
1.10410000E+7	1.84640648E+2	
1.10420000E+7	1.84583334E+2	
1.10430000E+7	1.84489381E+2	
1.10440000E+7	1.84869033E+2	
1.10450000E+7	1.84840336E+2	
1.10460000E+7	1.84719144E+2	
1.10470000E+7	1.84778667E+2	
1.10480000E+7	1.84731602E+2	
1.10490000E+7	1.84870502E+2	
1.10500000E+7	1.84703698E+2	
1.10510000E+7	1.84919066E+2	
1.10520000E+7	1.84946769E+2	
1.10530000E+7	1.84901396E+2	
1.10540000E+7	1.85091823E+2	
1.10550000E+7	1.84847157E+2	
1.10560000E+7	1.84976856E+2	
1.10570000E+7	1.84884094E+2	
1.10580000E+7	1.84923567E+2	
1.10590000E+7	1.84826661E+2	
1.10600000E+7	1.85025483E+2	
1.10610000E+7	1.85078731E+2	
1.10620000E+7	1.85082752E+2	
1.10630000E+7	1.84905827E+2	
1.10640000E+7	1.84920280E+2	
1.10650000E+7	1.84936612E+2	
1.10660000E+7	1.85169869E+2	
1.10670000E+7	1.85277120E+2	
1.10680000E+7	1.85139884E+2	
1.10690000E+7	1.85144150E+2	
1.10700000E+7	1.85061161E+2	
1.10710000E+7	1.85244753E+2	
1.10720000E+7	1.85398954E+2	
1.10730000E+7	1.85110956E+2	
1.10740000E+7	1.85016158E+2	
1.10750000E+7	1.85271462E+2	
1.10760000E+7	1.85248592E+2	
1.10770000E+7	1.85161074E+2	
1.10780000E+7	1.85250466E+2	
1.10790000E+7	1.85469122E+2	
1.10800000E+7	1.85246089E+2	
1.10810000E+7	1.85503727E+2	
1.10820000E+7	1.85332147E+2	
1.10830000E+7	1.85349738E+2	
1.10840000E+7	1.85664811E+2	
1.10850000E+7	1.85302516E+2	
1.10860000E+7	1.85568984E+2	
1.10870000E+7	1.85561397E+2	
1.10880000E+7	1.85458026E+2	
1.10890000E+7	1.85443754E+2	
1.10900000E+7	1.85491739E+2	
1.10910000E+7	1.85600279E+2	
1.10920000E+7	1.85479133E+2	
1.10930000E+7	1.85495077E+2	
1.10940000E+7	1.85626362E+2	
1.10950000E+7	1.85778744E+2	
1.10960000E+7	1.85581837E+2	
1.10970000E+7	1.85672960E+2	
1.10980000E+7	1.85763392E+2	
1.10990000E+7	1.85762409E+2	
1.11000000E+7	1.85605317E+2	
1.11010000E+7	1.85862464E+2	
1.11020000E+7	1.85681734E+2	
1.11030000E+7	1.85782805E+2	
1.11040000E+7	1.85493678E+2	
1.11050000E+7	1.85606370E+2	
1.11060000E+7	1.85646688E+2	
1.11070000E+7	1.85842420E+2	
1.11080000E+7	1.85577838E+2	
1.11090000E+7	1.85725438E+2	
1.11100000E+7	1.85888311E+2	
1.11110000E+7	1.85749547E+2	
1.11120000E+7	1.85861578E+2	
1.11130000E+7	1.86052050E+2	
1.11140000E+7	1.86057057E+2	
1.11150000E+7	1.86130865E+2	
1.11160000E+7	1.85962464E+2	
1.11170000E+7	1.85919188E+2	
1.11180000E+7	1.85999067E+2	
1.11190000E+7	1.85879121E+2	
1.11200000E+7	1.85979307E+2	
1.11210000E+7	1.86100711E+2	
1.11220000E+7	1.86083088E+2	
1.11230000E+7	1.85985191E+2	
1.11240000E+7	1.86009159E+2	
1.11250000E+7	1.86045656E+2	
1.11260000E+7	1.86174116E+2	
1.11270000E+7	1.86101809E+2	
1.11280000E+7	1.86267419E+2	
1.11290000E+7	1.86101633E+2	
1.11300000E+7	1.86278521E+2	
1.11310000E+7	1.86099118E+2	
1.11320000E+7	1.86207312E+2	
1.11330000E+7	1.86197235E+2	
1.11340000E+7	1.86200277E+2	
1.11350000E+7	1.86279582E+2	
1.11360000E+7	1.86360492E+2	
1.11370000E+7	1.86454112E+2	
1.11380000E+7	1.86206583E+2	
1.11390000E+7	1.86472705E+2	
1.11400000E+7	1.86310599E+2	
1.11410000E+7	1.86385411E+2	
1.11420000E+7	1.86281959E+2	
1.11430000E+7	1.86303827E+2	
1.11440000E+7	1.86414215E+2	
1.11450000E+7	1.86591383E+2	
1.11460000E+7	1.86470578E+2	
1.11470000E+7	1.86350174E+2	
1.11480000E+7	1.86224190E+2	
1.11490000E+7	1.86641263E+2	
1.11500000E+7	1.86434891E+2	
1.11510000E+7	1.86606559E+2	
1.11520000E+7	1.86479311E+2	
1.11530000E+7	1.86773334E+2	
1.11540000E+7	1.86633518E+2	
1.11550000E+7	1.86703878E+2	
1.11560000E+7	1.86758007E+2	
1.11570000E+7	1.86595961E+2	
1.11580000E+7	1.86646050E+2	
1.11590000E+7	1.86748858E+2	
1.11600000E+7	1.86788371E+2	
1.11610000E+7	1.86552435E+2	
1.11620000E+7	1.86808371E+2	
1.11630000E+7	1.86889843E+2	
1.11640000E+7	1.86873769E+2	
1.11650000E+7	1.86958892E+2	
1.11660000E+7	1.86749633E+2	
1.11670000E+7	1.86715426E+2	
1.11680000E+7	1.86756001E+2	
1.11690000E+7	1.86784195E+2	
1.11700000E+7	1.86883342E+2	
1.11710000E+7	1.87107426E+2	
1.11720000E+7	1.86989673E+2	
1.11730000E+7	1.86912728E+2	
1.11740000E+7	1.86762365E+2	
1.11750000E+7	1.86990862E+2	
1.11760000E+7	1.86986722E+2	
1.11770000E+7	1.86749199E+2	
1.11780000E+7	1.87180767E+2	
1.11790000E+7	1.87046605E+2	
1.11800000E+7	1.86891605E+2	
1.11810000E+7	1.87042143E+2	
1.11820000E+7	1.87045988E+2	
1.11830000E+7	1.87172719E+2	
1.11840000E+7	1.87058930E+2	
1.11850000E+7	1.87062784E+2	
1.11860000E+7	1.87308868E+2	
1.11870000E+7	1.87300252E+2	
1.11880000E+7	1.87007973E+2	
1.11890000E+7	1.87130037E+2	
1.11900000E+7	1.87292041E+2	
1.11910000E+7	1.87101329E+2	
1.11920000E+7	1.87214658E+2	
1.11930000E+7	1.87201222E+2	
1.11940000E+7	1.87339982E+2	
1.11950000E+7	1.87220662E+2	
1.11960000E+7	1.87196662E+2	
1.11970000E+7	1.87172271E+2	
1.11980000E+7	1.87356296E+2	
1.11990000E+7	1.87352471E+2	
1.12000000E+7	1.87454957E+2	
1.12010000E+7	1.87469560E+2	
1.12020000E+7	1.87475363E+2	
1.12030000E+7	1.87721583E+2	
1.12040000E+7	1.87350068E+2	
1.12050000E+7	1.87474408E+2	
1.12060000E+7	1.87514476E+2	
1.12070000E+7	1.87415461E+2	
1.12080000E+7	1.87450015E+2	
1.12090000E+7	1.87676478E+2	
1.12100000E+7	1.87400181E+2	
1.12110000E+7	1.87637080E+2	
1.12120000E+7	1.87745414E+2	
1.12130000E+7	1.87740958E+2	
1.12140000E+7	1.87764617E+2	
1.12150000E+7	1.87451034E+2	
1.12160000E+7	1.87862546E+2	
1.12170000E+7	1.87484812E+2	
1.12180000E+7	1.87742069E+2	
1.12190000E+7	1.87543156E+2	
1.12200000E+7	1.87627818E+2	
1.12210000E+7	1.87897034E+2	
1.12220000E+7	1.87570569E+2	
1.12230000E+7	1.87605637E+2	
1.12240000E+7	1.87946700E+2	
1.12250000E+7	1.87864774E+2	
1.12260000E+7	1.87868758E+2	
1.12270000E+7	1.87879084E+2	
1.12280000E+7	1.88019846E+2	
1.12290000E+7	1.87902950E+2	
1.12300000E+7	1.87902733E+2	
1.12310000E+7	1.87985422E+2	
1.12320000E+7	1.87956125E+2	
1.12330000E+7	1.87910199E+2	
1.12340000E+7	1.87867818E+2	
1.12350000E+7	1.88234135E+2	
1.12360000E+7	1.88234895E+2	
1.12370000E+7	1.87843794E+2	
1.12380000E+7	1.88175213E+2	
1.12390000E+7	1.88012004E+2	
1.12400000E+7	1.88130677E+2	
1.12410000E+7	1.88242903E+2	
1.12420000E+7	1.88263902E+2	
1.12430000E+7	1.88067381E+2	
1.12440000E+7	1.88224281E+2	
1.12450000E+7	1.88185304E+2	
1.12460000E+7	1.88265931E+2	
1.12470000E+7	1.88236137E+2	
1.12480000E+7	1.88278120E+2	
1.12490000E+7	1.88207026E+2	
1.12500000E+7	1.88161242E+2	
1.12510000E+7	1.88319315E+2	
1.12520000E+7	1.88385591E+2	
1.12530000E+7	1.88371386E+2	
1.12540000E+7	1.88440817E+2	
1.12550000E+7	1.88536144E+2	
1.12560000E+7	1.88578420E+2	
1.12570000E+7	1.88542394E+2	
1.12580000E+7	1.88454231E+2	
1.12590000E+7	1.88470312E+2	
1.12600000E+7	1.88534610E+2	
1.12610000E+7	1.88408015E+2	
1.12620000E+7	1.88689104E+2	
1.12630000E+7	1.88636415E+2	
1.12640000E+7	1.88627211E+2	
1.12650000E+7	1.88649430E+2	
1.12660000E+7	1.88588501E+2	
1.12670000E+7	1.88602504E+2	
1.12680000E+7	1.88565378E+2	
1.12690000E+7	1.88454301E+2	
1.12700000E+7	1.88671730E+2	
1.12710000E+7	1.88627368E+2	
1.12720000E+7	1.88739017E+2	
1.12730000E+7	1.88759183E+2	
1.12740000E+7	1.88880063E+2	
1.12750000E+7	1.88946701E+2	
1.12760000E+7	1.89009297E+2	
1.12770000E+7	1.88760642E+2	
1.12780000E+7	1.88905152E+2	
1.12790000E+7	1.88698926E+2	
1.12800000E+7	1.88912310E+2	
1.12810000E+7	1.89028265E+2	
1.12820000E+7	1.89000457E+2	
1.12830000E+7	1.88787855E+2	
1.12840000E+7	1.88863498E+2	
1.12850000E+7	1.88819383E+2	
1.12860000E+7	1.88919269E+2	
1.12870000E+7	1.88901018E+2	
1.12880000E+7	1.88816013E+2	
1.12890000E+7	1.89123233E+2	
1.12900000E+7	1.88860684E+2	
1.12910000E+7	1.88985007E+2	
1.12920000E+7	1.89073722E+2	
1.12930000E+7	1.89120311E+2	
1.12940000E+7	1.89172568E+2	
1.12950000E+7	1.89105947E+2	
1.12960000E+7	1.89156437E+2	
1.12970000E+7	1.89124296E+2	
1.12980000E+7	1.89222037E+2	
1.12990000E+7	1.89193263E+2	
1.13000000E+7	1.89296939E+2	
1.13010000E+7	1.89174401E+2	
1.13020000E+7	1.89325831E+2	
1.13030000E+7	1.89407032E+2	
1.13040000E+7	1.89289878E+2	
1.13050000E+7	1.89406891E+2	
1.13060000E+7	1.89496501E+2	
1.13070000E+7	1.89275301E+2	
1.13080000E+7	1.89355810E+2	
1.13090000E+7	1.89325278E+2	
1.13100000E+7	1.89371981E+2	
1.13110000E+7	1.89440590E+2	
1.13120000E+7	1.89282818E+2	
1.13130000E+7	1.89343139E+2	
1.13140000E+7	1.89280799E+2	
1.13150000E+7	1.89494528E+2	
1.13160000E+7	1.89551539E+2	
1.13170000E+7	1.89554486E+2	
1.13180000E+7	1.89610833E+2	
1.13190000E+7	1.89409258E+2	
1.13200000E+7	1.89609610E+2	
1.13210000E+7	1.89517571E+2	
1.13220000E+7	1.89488000E+2	
1.13230000E+7	1.89780380E+2	
1.13240000E+7	1.89596913E+2	
1.13250000E+7	1.89857013E+2	
1.13260000E+7	1.89876217E+2	
1.13270000E+7	1.89614114E+2	
1.13280000E+7	1.89628804E+2	
1.13290000E+7	1.89752866E+2	
1.13300000E+7	1.89668974E+2	
1.13310000E+7	1.89886979E+2	
1.13320000E+7	1.89836528E+2	
1.13330000E+7	1.89787600E+2	
1.13340000E+7	1.89863042E+2	
1.13350000E+7	1.89878385E+2	
1.13360000E+7	1.90031147E+2	
1.13370000E+7	1.89903934E+2	
1.13380000E+7	1.89956909E+2	
1.13390000E+7	1.90042672E+2	
1.13400000E+7	1.89773157E+2	
1.13410000E+7	1.89865472E+2	
1.13420000E+7	1.89963431E+2	
1.13430000E+7	1.89994479E+2	
1.13440000E+7	1.89878150E+2	
1.13450000E+7	1.89961686E+2	
1.13460000E+7	1.89966106E+2	
1.13470000E+7	1.90068495E+2	
1.13480000E+7	1.89994656E+2	
1.13490000E+7	1.90188352E+2	
1.13500000E+7	1.90162622E+2	
1.13510000E+7	1.90236246E+2	
1.13520000E+7	1.90214565E+2	
1.13530000E+7	1.89879850E+2	
1.13540000E+7	1.90233215E+2	
1.13550000E+7	1.90373297E+2	
1.13560000E+7	1.90154757E+2	
1.13570000E+7	1.90229684E+2	
1.13580000E+7	1.90201949E+2	
1.13590000E+7	1.90134196E+2	
1.13600000E+7	1.90318320E+2	
1.13610000E+7	1.90379101E+2	
1.13620000E+7	1.90303563E+2	
1.13630000E+7	1.90281010E+2	
1.13640000E+7	1.90308829E+2	
1.13650000E+7	1.90153207E+2	
1.13660000E+7	1.90279394E+2	
1.13670000E+7	1.90515599E+2	
1.13680000E+7	1.90296605E+2	
1.13690000E+7	1.90449608E+2	
1.13700000E+7	1.90641377E+2	
1.13710000E+7	1.90343108E+2	
1.13720000E+7	1.90396698E+2	
1.13730000E+7	1.90537972E+2	
1.13740000E+7	1.90755798E+2	
1.13750000E+7	1.90467249E+2	
1.13760000E+7	1.90720535E+2	
1.13770000E+7	1.90566355E+2	
1.13780000E+7	1.90737899E+2	
1.13790000E+7	1.90585180E+2	
1.13800000E+7	1.90767391E+2	
1.13810000E+7	1.90879730E+2	
1.13820000E+7	1.90541889E+2	
1.13830000E+7	1.90745415E+2	
1.13840000E+7	1.90645969E+2	
1.13850000E+7	1.90559097E+2	
1.13860000E+7	1.90744192E+2	
1.13870000E+7	1.90712011E+2	
1.13880000E+7	1.90784877E+2	
1.13890000E+7	1.90826342E+2	
1.13900000E+7	1.90929546E+2	
1.13910000E+7	1.90772858E+2	
1.13920000E+7	1.90756259E+2	
1.13930000E+7	1.90910388E+2	
1.13940000E+7	1.90842497E+2	
1.13950000E+7	1.90936760E+2	
1.13960000E+7	1.90740213E+2	
1.13970000E+7	1.90787128E+2	
1.13980000E+7	1.90627174E+2	
1.13990000E+7	1.90868857E+2	
1.14000000E+7	1.90961796E+2	
1.14010000E+7	1.90918880E+2	
1.14020000E+7	1.90985669E+2	
1.14030000E+7	1.91086199E+2	
1.14040000E+7	1.91123099E+2	
1.14050000E+7	1.91076050E+2	
1.14060000E+7	1.91017946E+2	
1.14070000E+7	1.91136200E+2	
1.14080000E+7	1.91018132E+2	
1.14090000E+7	1.91077951E+2	
1.14100000E+7	1.91133576E+2	
1.14110000E+7	1.91189628E+2	
1.14120000E+7	1.90962391E+2	
1.14130000E+7	1.91234459E+2	
1.14140000E+7	1.91430915E+2	
1.14150000E+7	1.91144315E+2	
1.14160000E+7	1.91266694E+2	
1.14170000E+7	1.91201994E+2	
1.14180000E+7	1.91253949E+2	
1.14190000E+7	1.91315386E+2	
1.14200000E+7	1.91247794E+2	
1.14210000E+7	1.91415854E+2	
1.14220000E+7	1.91427457E+2	
1.14230000E+7	1.91326701E+2	
1.14240000E+7	1.91341383E+2	
1.14250000E+7	1.91334485E+2	
1.14260000E+7	1.91311815E+2	
1.14270000E+7	1.91567491E+2	
1.14280000E+7	1.91585398E+2	
1.14290000E+7	1.91415491E+2	
1.14300000E+7	1.91561076E+2	
1.14310000E+7	1.91211667E+2	
1.14320000E+7	1.91642182E+2	
1.14330000E+7	1.91595382E+2	
1.14340000E+7	1.91797728E+2	
1.14350000E+7	1.91542707E+2	
1.14360000E+7	1.91575672E+2	
1.14370000E+7	1.91458373E+2	
1.14380000E+7	1.91812872E+2	
1.14390000E+7	1.91750774E+2	
1.14400000E+7	1.91706639E+2	
1.14410000E+7	1.91553456E+2	
1.14420000E+7	1.91804343E+2	
1.14430000E+7	1.91701924E+2	
1.14440000E+7	1.91849344E+2	
1.14450000E+7	1.91632347E+2	
1.14460000E+7	1.91761477E+2	
1.14470000E+7	1.91741356E+2	
1.14480000E+7	1.91786446E+2	
1.14490000E+7	1.91802797E+2	
1.14500000E+7	1.91899042E+2	
1.14510000E+7	1.91931557E+2	
1.14520000E+7	1.91899275E+2	
1.14530000E+7	1.91985846E+2	
1.14540000E+7	1.92028684E+2	
1.14550000E+7	1.91975852E+2	
1.14560000E+7	1.92051638E+2	
1.14570000E+7	1.92089313E+2	
1.14580000E+7	1.92108127E+2	
1.14590000E+7	1.92014830E+2	
