f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	6489911	-431687	153	10
11000	4054197	-2268801	188	105
21000	2385328	-2523117	198	209
31000	1480333	-2350663	192	305
41000	1045725	-2015502	203	391
51000	710824	-1746584	200	491
61000	506132	-1540847	192	586
71000	391251	-1364403	194	677
81000	316291	-1219382	199	768
91000	247976	-1089943	198	872
101000	204409	-993663	199	966
111000	171023	-909735	200	1062
121000	153734	-840981	210	1151
131000	129144	-776750	208	1253
141000	110235	-724545	205	1349
151000	102393	-680589	216	1437
161000	86405	-638034	208	1539
171000	77958	-603965	210	1629
181000	73107	-570844	221	1724
191000	63572	-543138	213	1816
201000	57368	-515372	213	1917
211000	53625	-493689	217	2002
221000	47247	-470036	212	2106
231000	42993	-451418	209	2195
241000	41641	-432902	220	2289
251000	37880	-417299	216	2377
261000	35535	-400645	220	2476
271000	33155	-386841	220	2566
281000	31387	-372567	225	2665
291000	29515	-360860	225	2753
301000	27317	-347791	224	2858
311000	26108	-337723	228	2943
321000	24168	-326827	225	3043
331000	22564	-317097	223	3138
341000	21449	-307681	225	3234
351000	20686	-299487	230	3323
361000	20082	-291189	236	3418
371000	18772	-283816	232	3508
381000	18721	-276376	244	3602
391000	17270	-269337	237	3698
401000	16885	-262498	244	3794
411000	15849	-256083	241	3890
421000	15480	-250114	247	3983
431000	14588	-244503	243	4075
441000	14366	-238696	251	4174
451000	13424	-233792	245	4263
461000	13372	-228414	255	4363
471000	12531	-223666	250	4457
481000	12219	-218999	254	4552
491000	11480	-214328	249	4652
501000	11297	-210071	255	4747
511000	11116	-206244	261	4835
521000	10543	-202128	257	4934
531000	10441	-198556	264	5022
541000	10008	-194848	263	5119
551000	9620	-191584	261	5207
561000	9255	-188223	261	5300
571000	9020	-184812	263	5398
581000	8994	-181993	271	5481
591000	8385	-178834	262	5580
601000	8320	-175823	269	5675
611000	8188	-173086	273	5765
621000	7968	-170114	275	5866
631000	7496	-167665	266	5952
641000	7390	-165164	270	6042
651000	7206	-162496	272	6142
661000	7118	-159926	278	6241
671000	6937	-157797	278	6325
681000	6781	-155359	280	6424
691000	6571	-153139	280	6518
701000	6559	-150984	287	6611
711000	6249	-148808	282	6708
721000	6019	-146892	278	6796
731000	6048	-144880	288	6890
741000	5884	-142925	288	6985
751000	5791	-140943	291	7083
761000	5500	-139129	284	7176
771000	5649	-137325	299	7270
781000	5374	-135669	292	7359
791000	5326	-133838	297	7460
801000	5194	-132156	297	7555
811000	5196	-130563	304	7647
821000	5057	-129097	303	7734
831000	4901	-127453	301	7834
841000	4848	-125977	305	7926
851000	4775	-124572	307	8016
861000	4719	-123220	310	8104
871000	4537	-121739	306	8203
881000	4431	-120345	306	8298
891000	4409	-119100	310	8385
901000	4299	-117841	309	8475
911000	4272	-116437	315	8577
921000	4238	-115303	318	8661
931000	4172	-113956	321	8764
941000	4019	-112841	315	8851
951000	3978	-111653	319	8945
961000	3856	-110473	316	9041
971000	3779	-109222	316	9145
981000	3723	-108259	317	9226
991000	3752	-107062	327	9329
1001000	3702	-106106	328	9413
1011000	3642	-104983	330	9514
1021000	3478	-104048	321	9600
1031000	3442	-103036	324	9694
1041000	3447	-102030	331	9790
1051000	3421	-101080	334	9882
1061000	3348	-100172	333	9972
1071000	3327	-99203	338	10069
1081000	3284	-98295	340	10162
1091000	3257	-97398	343	10256
1101000	3185	-96605	341	10340
1111000	3126	-95716	341	10436
1121000	3074	-94878	341	10529
1131000	3073	-94008	347	10626
1141000	3013	-93263	346	10711
1151000	3016	-92389	353	10812
1161000	2958	-91621	352	10903
1171000	2918	-90766	354	11006
1181000	2868	-90117	353	11085
1191000	2835	-89350	355	11181
1201000	2803	-88602	357	11275
1211000	2763	-87884	357	11367
1221000	2716	-87179	357	11460
1231000	2703	-86441	361	11557
1241000	2660	-85743	361	11652
