f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	8391284	741702	118	-10
11000	5278563	-2221342	161	68
21000	3727230	-2831754	170	129
31000	2494792	-2908232	170	198
41000	1789355	-2775170	164	255
51000	1373289	-2368912	183	316
61000	1005038	-2215426	170	374
71000	735462	-1994259	163	441
81000	603332	-1779760	171	504
91000	489797	-1631042	169	562
101000	419756	-1495119	174	620
111000	348195	-1371224	174	685
121000	303216	-1279008	175	740
131000	254261	-1183628	173	808
141000	227766	-1106399	179	867
151000	200045	-1039509	179	928
161000	176719	-979271	178	989
171000	154369	-923178	176	1054
181000	147013	-875797	186	1111
191000	126088	-833644	177	1173
201000	117955	-791204	184	1236
211000	107565	-754633	185	1299
221000	98840	-726732	184	1351
231000	91728	-697042	186	1410
241000	85673	-664140	191	1481
251000	76785	-641231	184	1537
261000	70730	-614852	185	1605
271000	70213	-592650	197	1664
281000	63950	-573341	192	1723
291000	59471	-555602	190	1779
301000	57974	-535885	200	1844
311000	52358	-518996	192	1907
321000	49398	-502628	194	1971
331000	48132	-488447	200	2028
341000	43914	-473686	194	2093
351000	43023	-461679	200	2147
361000	40581	-448759	200	2210
371000	37747	-436769	196	2273
381000	37156	-425391	204	2333
391000	34907	-415100	201	2392
401000	34448	-405330	208	2449
411000	32318	-394697	206	2517
421000	31149	-386094	208	2573
431000	30574	-377355	213	2633
441000	28793	-368322	211	2699
451000	27515	-360658	210	2757
461000	26875	-352358	215	2822
471000	25666	-345489	214	2879
481000	24393	-338759	211	2937
491000	23306	-332276	210	2995
501000	23046	-325005	217	3061
511000	22436	-319335	219	3116
521000	21317	-312249	218	3188
531000	20453	-306782	216	3245
541000	20471	-301698	224	3299
551000	19418	-296243	220	3361
561000	18475	-290495	218	3429
571000	18553	-286121	226	3480
581000	17384	-281172	219	3543
591000	17551	-276296	229	3605
601000	17349	-272178	233	3659
611000	16232	-267951	225	3718
621000	16112	-263168	232	3786
631000	15654	-259124	232	3845
641000	14761	-255301	226	3904
651000	14910	-251345	235	3965
661000	14343	-247501	233	4027
671000	14407	-243896	241	4086
681000	13705	-240467	236	4145
691000	12989	-236758	231	4211
701000	12895	-233991	235	4261
711000	12418	-230216	234	4331
721000	12546	-227380	242	4385
731000	12198	-224510	241	4441
741000	12050	-221248	245	4506
751000	11607	-218270	243	4569
761000	11438	-215124	246	4635
771000	11276	-212816	248	4686
781000	10769	-209888	244	4752
791000	10498	-207236	244	4813
801000	10175	-204701	242	4873
811000	10149	-202457	247	4927
821000	10158	-199592	254	4997
831000	9826	-197480	251	5051
841000	9394	-195155	246	5112
851000	9473	-193140	253	5165
861000	9313	-190625	256	5233
871000	9034	-188676	253	5288
881000	9083	-186636	260	5345
891000	8860	-184328	260	5413
901000	8787	-182526	263	5466
911000	8512	-180309	261	5534
921000	8487	-178453	266	5591
931000	8228	-176535	263	5652
941000	8210	-174698	268	5712
951000	7883	-173004	263	5768
961000	7581	-171153	258	5831
971000	7619	-169540	265	5886
981000	7543	-167700	268	5951
991000	7525	-166173	272	6006
1001000	7459	-164375	275	6071
1011000	7158	-162760	270	6132
1021000	7022	-161218	270	6191
1031000	6907	-159606	271	6254
1041000	6931	-158138	277	6311
1051000	6798	-156723	276	6369
1061000	6575	-155079	273	6437
1071000	6499	-153757	274	6492
1081000	6471	-152289	279	6555
1091000	6261	-150980	274	6612
1101000	6327	-149624	282	6671
1111000	6281	-148286	285	6732
1121000	6058	-146995	280	6791
1131000	6052	-145845	284	6845
1141000	6025	-144349	289	6916
1151000	5850	-143181	285	6973
1161000	5789	-142040	286	7029
1171000	5864	-140696	296	7095
1181000	5625	-139639	288	7150
1191000	5449	-138471	284	7211
1201000	5461	-137210	290	7277
1211000	5333	-136204	287	7331
1221000	5254	-135108	287	7390
1231000	5203	-133919	290	7456
1241000	5202	-132982	294	7508
1251000	5167	-132010	296	7564
1261000	5181	-130807	302	7633
1271000	5002	-129909	296	7686
1281000	4972	-128874	299	7748
1291000	4933	-127825	301	7812
1301000	4782	-126889	297	7870
1311000	4657	-125998	293	7926
1321000	4698	-124907	301	7995
1331000	4658	-124149	302	8044
1341000	4663	-123229	307	8103
1351000	4617	-122274	308	8167
1361000	4484	-121442	304	8223
1371000	4330	-120597	297	8281
1381000	4381	-119550	306	8354
1391000	4301	-118778	304	8408
1401000	4315	-117932	310	8468
1411000	4287	-117018	313	8534
1421000	4246	-116300	314	8587
1431000	4114	-115552	308	8643
1441000	4122	-114669	313	8710
1451000	4079	-113951	314	8764
1461000	4070	-113141	318	8827
1471000	4036	-112362	319	8888
