f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	3099771	-303625	320	31
11000	1265151	-1310647	381	395
21000	535262	-1064858	377	750
31000	285218	-811677	385	1097
41000	170462	-640908	388	1457
51000	118628	-528338	405	1802
61000	79784	-447624	386	2165
71000	61224	-388947	395	2509
81000	47115	-341706	396	2872
91000	37384	-306188	393	3218
101000	30856	-276352	399	3574
111000	26039	-252555	404	3918
121000	21654	-232078	399	4272
131000	18790	-214255	406	4632
141000	15872	-199297	397	4986
151000	14292	-186164	410	5340
161000	12743	-174998	414	5684
171000	11421	-164430	420	6052
181000	10306	-155760	423	6392
191000	9174	-147550	420	6751
201000	8152	-140217	413	7108
211000	7659	-133569	428	7462
221000	7045	-127721	431	7806
231000	6442	-122213	430	8160
241000	6003	-117170	436	8512
251000	5509	-112497	434	8868
261000	5145	-108172	439	9224
271000	4796	-104263	440	9571
281000	4463	-100575	440	9923
291000	4182	-97080	443	10282
301000	3926	-93918	444	10629
311000	3782	-90908	457	10981
321000	3591	-87995	463	11345
331000	3382	-85403	463	11691
341000	3202	-82929	465	12041
351000	3077	-80617	473	12386
361000	2899	-78415	471	12735
371000	2753	-76286	472	13092
381000	2620	-74307	474	13441
391000	2492	-72414	475	13793
401000	2383	-70623	477	14144
411000	2328	-68876	490	14502
421000	2233	-67258	493	14852
431000	2109	-65706	488	15204
441000	2028	-64213	491	15558
451000	1982	-62844	501	15897
461000	1865	-61461	493	16256
471000	1858	-60148	513	16610
481000	1781	-58879	513	16969
491000	1704	-57707	511	17314
501000	1632	-56545	510	17670
511000	1600	-55407	521	18033
521000	1558	-54387	526	18372
531000	1511	-53370	530	18722
541000	1462	-52375	532	19078
551000	1423	-51421	538	19432
561000	1375	-50564	537	19762
571000	1340	-49676	543	20116
581000	1295	-48811	543	20473
591000	1263	-48002	548	20818
601000	1211	-47215	543	21166
611000	1185	-46394	550	21541
621000	1164	-45674	558	21880
631000	1146	-44954	567	22231
641000	1121	-44256	572	22581
651000	1064	-43576	560	22935
661000	1047	-42893	569	23300
671000	1040	-42292	581	23631
681000	989	-41655	570	23993
691000	979	-41060	580	24341
701000	937	-40494	571	24682
711000	939	-39922	589	25035
721000	940	-39357	607	25394
731000	887	-38826	588	25743
741000	888	-38316	605	26085
751000	860	-37790	602	26448
761000	841	-37310	604	26789
771000	838	-36830	617	27138
781000	807	-36362	610	27488
791000	786	-35896	610	27845
801000	775	-35438	616	28205
811000	764	-35019	623	28542
821000	738	-34588	616	28899
831000	744	-34175	637	29247
841000	715	-33753	627	29614
851000	706	-33377	633	29947
861000	705	-32975	648	30312
871000	674	-32622	633	30641
881000	660	-32244	635	31001
891000	659	-31888	648	31346
901000	650	-31520	654	31713
911000	633	-31180	650	32059
921000	618	-30854	649	32397
931000	614	-30530	658	32742
941000	626	-30195	687	33103
951000	586	-29885	656	33449
961000	580	-29572	663	33803
971000	596	-29275	695	34145
981000	572	-28972	681	34503
991000	555	-28678	675	34857
1001000	553	-28406	685	35191
1011000	548	-28126	692	35541
1021000	553	-27841	713	35904
1031000	518	-27573	681	36255
1041000	521	-27310	698	36604
1051000	514	-27039	703	36970
1061000	501	-26790	697	37314
1071000	503	-26543	714	37661
1081000	490	-26301	709	38008
1091000	490	-26066	721	38351
1101000	475	-25823	712	38712
1111000	477	-25602	728	39046
1121000	469	-25364	728	39412
1131000	461	-25127	729	39784
1141000	460	-24937	740	40087
1151000	447	-24698	732	40476
1161000	446	-24498	743	40805
1171000	440	-24294	746	41148
1181000	437	-24078	754	41519
1191000	440	-23877	771	41867
1201000	427	-23685	761	42208
1211000	416	-23489	753	42561
1221000	422	-23296	778	42912
1231000	422	-23109	790	43258
1241000	400	-22915	761	43627
1251000	399	-22739	771	43963
1261000	404	-22557	794	44318
1271000	386	-22371	771	44687
1281000	388	-22194	787	45044
1291000	388	-22038	799	45361
1301000	385	-21859	805	45735
1311000	391	-21686	831	46097
1321000	366	-21529	789	46435
1331000	363	-21376	794	46767
1341000	376	-21213	834	47126
1351000	353	-21050	797	47494
1361000	354	-20893	810	47850
1371000	348	-20750	807	48179
1381000	345	-20605	812	48518
1391000	349	-20457	833	48869
1401000	331	-20294	803	49262
1411000	331	-20154	815	49604
1421000	334	-20028	833	49917
1431000	339	-19874	857	50301
1441000	331	-19743	849	50636
1451000	322	-19610	838	50982
1461000	322	-19467	849	51354
1471000	315	-19324	844	51736
1481000	318	-19205	862	52055
1491000	319	-19078	877	52401
1501000	306	-18952	851	52752
1511000	308	-18827	869	53100
1521000	297	-18703	848	53453
1531000	305	-18590	882	53779
1541000	301	-18466	883	54138
1551000	298	-18344	885	54499
1561000	291	-18229	877	54844
1571000	290	-18120	884	55173
1581000	292	-17992	903	55566
1591000	277	-17882	866	55910
1601000	284	-17771	900	56256
1611000	277	-17665	888	56595
1621000	290	-17549	943	56968
1631000	275	-17442	903	57317
1641000	270	-17338	898	57663
1651000	270	-17233	907	58014
1661000	276	-17123	943	58385
1671000	265	-17020	915	58741
1681000	266	-16923	927	59078
1691000	257	-16822	909	59431
1701000	254	-16719	907	59799
1711000	255	-16623	923	60145
1721000	259	-16514	950	60540
1731000	250	-16436	924	60827
1741000	255	-16333	957	61212
1751000	249	-16234	946	61583
1761000	246	-16152	943	61898
1771000	256	-16058	994	62258
1781000	256	-15973	1002	62591
1791000	242	-15877	961	62969
1801000	237	-15789	949	63321
1811000	240	-15697	973	63693
1821000	234	-15607	962	64059
1831000	231	-15524	959	64402
1841000	234	-15443	981	64741
1851000	231	-15353	980	65119
1861000	232	-15267	996	65487
1871000	237	-15187	1029	65831
1881000	233	-15104	1022	66190
1891000	223	-15026	988	66536
1901000	225	-14958	1003	66839
1911000	216	-14868	975	67244
1921000	214	-14797	978	67567
1931000	217	-14713	1004	67951
1941000	209	-14643	973	68277
1951000	209	-14564	987	68650
1961000	212	-14482	1008	69037
1971000	211	-14411	1016	69378
1981000	215	-14347	1046	69687
1991000	211	-14272	1036	70050
2001000	207	-14199	1027	70411
2011000	200	-14125	1002	70784
2021000	204	-14058	1031	71117
2031000	195	-13987	996	71483
2041000	192	-13920	993	71826
2051000	190	-13846	989	72212
2061000	193	-13782	1018	72545
2071000	190	-13710	1009	72925
2081000	191	-13643	1028	73281
2091000	195	-13588	1054	73580
2101000	192	-13519	1050	73955
2111000	190	-13454	1051	74315
2121000	191	-13399	1066	74618
2131000	190	-13322	1072	75050
2141000	185	-13261	1054	75395
2151000	194	-13215	1113	75657
2161000	189	-13140	1093	76089
2171000	192	-13071	1123	76487
2181000	187	-13022	1102	76778
2191000	183	-12953	1092	77186
2201000	178	-12894	1073	77541
2211000	189	-12844	1148	77842
2221000	183	-12782	1119	78216
2231000	181	-12728	1117	78548
