f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	4919770	-76396	203	3
11000	3023753	-1983872	231	152
21000	1679299	-2057092	238	292
31000	996137	-1785721	238	427
41000	640761	-1479356	247	569
51000	459126	-1266036	253	698
61000	300177	-1106756	228	842
71000	235516	-966022	238	977
81000	182628	-856323	238	1117
91000	150081	-765498	247	1258
101000	120142	-699369	239	1389
111000	103845	-638098	248	1527
121000	87647	-585814	250	1670
131000	75803	-543761	251	1804
141000	65256	-505181	252	1947
151000	57430	-474118	252	2079
161000	50397	-446268	250	2213
171000	47499	-420635	265	2347
181000	41819	-398472	261	2482
191000	38014	-377816	264	2620
201000	33777	-358310	261	2766
211000	30609	-341929	260	2901
221000	28722	-327061	266	3034
231000	25902	-313202	262	3171
241000	24924	-299942	275	3311
251000	22582	-289086	269	3438
261000	21094	-277851	272	3578
271000	19420	-267669	270	3716
281000	17997	-258130	269	3855
291000	17562	-249439	281	3989
301000	15957	-241224	273	4127
311000	15470	-233424	283	4265
321000	14634	-226390	284	4399
331000	13905	-219428	288	4539
341000	12882	-213201	282	4673
351000	12616	-206927	294	4815
361000	11599	-201696	284	4942
371000	11272	-196182	292	5081
381000	11136	-190887	305	5221
391000	10164	-186217	292	5354
401000	9611	-181479	291	5495
411000	9325	-177385	296	5622
421000	9067	-173082	302	5762
431000	8695	-169078	303	5899
441000	8304	-165350	303	6033
451000	7991	-161860	304	6163
461000	7716	-158089	308	6311
471000	7629	-154933	317	6439
481000	7153	-151544	311	6584
491000	6925	-148645	313	6713
501000	6706	-145615	316	6853
511000	6447	-142737	316	6992
521000	6196	-140063	315	7126
531000	6070	-137511	320	7258
541000	6048	-134964	331	7395
551000	5730	-132619	325	7526
561000	5577	-130117	329	7671
571000	5535	-127931	338	7802
581000	5303	-125657	335	7944
591000	5117	-123707	334	8070
601000	5065	-121623	342	8208
611000	4838	-119674	337	8342
621000	4621	-117638	333	8488
631000	4569	-116012	339	8606
641000	4465	-114113	342	8750
651000	4381	-112305	347	8891
661000	4283	-110719	349	9018
671000	4235	-109094	355	9153
681000	4122	-107510	356	9288
691000	4009	-105926	357	9427
701000	3863	-104384	354	9567
711000	3804	-102942	358	9701
721000	3728	-101562	361	9833
731000	3725	-100154	371	9971
741000	3589	-98900	366	10098
751000	3464	-97489	364	10245
761000	3358	-96258	362	10376
771000	3328	-95035	368	10510
781000	3301	-93787	375	10649
791000	3176	-92647	370	10781
801000	3094	-91451	370	10922
