f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	3663291	-525078	267	38
11000	1934633	-1582240	310	253
21000	892187	-1437222	312	502
31000	473618	-1134214	313	751
41000	290720	-928410	307	981
51000	201540	-769947	318	1216
61000	138393	-654556	309	1462
71000	108362	-570195	322	1693
81000	82722	-503838	317	1933
91000	67561	-449782	327	2174
101000	55099	-408472	324	2404
111000	45672	-372972	323	2642
121000	39175	-341828	331	2888
131000	32970	-316675	325	3124
141000	29752	-294346	340	3363
151000	25780	-275547	337	3598
161000	23022	-258526	342	3838
171000	20396	-243910	340	4071
181000	18319	-230304	343	4315
191000	16287	-218657	339	4548
201000	15032	-207813	346	4787
211000	13417	-198214	340	5022
221000	12669	-188977	353	5268
231000	11437	-181070	347	5501
241000	10699	-173498	354	5742
251000	9887	-166737	354	5976
261000	9222	-160468	357	6211
271000	8425	-154648	351	6447
281000	8164	-149096	366	6687
291000	7662	-144004	368	6925
301000	7100	-139358	365	7157
311000	6754	-134775	371	7401
321000	6292	-130664	368	7635
331000	6187	-126613	385	7879
341000	5709	-123020	376	8111
351000	5369	-119518	375	8350
361000	5249	-116290	387	8582
371000	4988	-113125	389	8823
381000	4724	-110292	388	9050
391000	4444	-107428	384	9293
401000	4339	-104631	396	9541
411000	4221	-102145	404	9773
421000	3986	-99755	400	10009
431000	3803	-97554	399	10235
441000	3716	-95221	409	10486
451000	3525	-93196	405	10715
461000	3425	-91152	412	10955
471000	3249	-89259	407	11188
481000	3153	-87412	412	11425
491000	3055	-85660	416	11659
501000	2997	-84007	424	11889
511000	2916	-82337	430	12130
521000	2818	-80764	431	12367
531000	2751	-79215	438	12609
541000	2668	-77770	441	12843
551000	2511	-76430	429	13070
561000	2464	-75030	437	13314
571000	2389	-73742	439	13547
581000	2311	-72484	439	13782
591000	2321	-71213	457	14027
601000	2248	-70060	458	14259
611000	2123	-68955	446	14489
621000	2100	-67812	456	14732
631000	2066	-66786	463	14959
641000	1978	-65719	458	15202
651000	1940	-64744	462	15432
661000	1938	-63734	477	15676
671000	1852	-62822	469	15904
681000	1865	-61915	486	16136
691000	1792	-61020	481	16374
701000	1740	-60147	481	16612
711000	1676	-59292	476	16852
721000	1677	-58516	489	17075
731000	1627	-57717	488	17312
741000	1630	-56946	502	17546
751000	1581	-56193	500	17782
761000	1522	-55463	495	18016
771000	1478	-54747	493	18252
781000	1451	-54047	496	18489
791000	1435	-53351	504	18730
801000	1407	-52687	506	18967
811000	1380	-52058	509	19196
821000	1341	-51417	507	19436
831000	1357	-50786	526	19676
841000	1322	-50192	524	19910
851000	1316	-49615	534	20141
861000	1287	-49034	535	20380
871000	1261	-48487	536	20610
881000	1197	-47950	520	20842
891000	1198	-47399	533	21084
901000	1166	-46900	530	21309
911000	1173	-46349	546	21562
921000	1160	-45841	552	21801
931000	1120	-45386	543	22020
941000	1113	-44922	551	22247
951000	1082	-44414	548	22502
961000	1062	-43963	549	22733
971000	1053	-43509	556	22970
981000	1029	-43064	554	23208
991000	1007	-42644	553	23437
1001000	1009	-42240	565	23661
1011000	1001	-41800	572	23909
1021000	967	-41417	564	24131
1031000	971	-41010	577	24370
1041000	964	-40627	584	24600
1051000	953	-40228	588	24844
1061000	920	-39858	579	25076
1071000	921	-39476	591	25318
1081000	907	-39102	593	25560
1091000	896	-38751	596	25792
1101000	884	-38417	598	26017
