f/Hz	Re{Y}/µS	Im{Y}/µS	Re{Z}/mOhm	Im{Z}/mOhm
1000	337086	-71387	2839	601
11000	50996	-121701	2929	6990
21000	15711	-71474	2934	13346
31000	7446	-49645	2955	19700
41000	4301	-37887	2959	26059
51000	2801	-30603	2966	32405
61000	1963	-25659	2965	38745
71000	1447	-22069	2958	45118
81000	1120	-19355	2980	51494
91000	892	-17252	2990	57811
101000	734	-15543	3031	64196
111000	613	-14152	3053	70528
121000	510	-12979	3022	76929
131000	441	-11992	3062	83276
141000	378	-11145	3037	89620
151000	336	-10407	3097	95986
161000	292	-9759	3063	102381
171000	260	-9188	3076	108749
181000	241	-8684	3188	115064
191000	217	-8230	3204	121423
201000	190	-7813	3107	127910
211000	177	-7449	3181	134165
221000	161	-7103	3186	140704
231000	160	-6795	3470	147088
241000	140	-6512	3290	153488
251000	131	-6254	3339	159834
261000	121	-6011	3347	166284
271000	107	-5788	3185	172722
281000	109	-5588	3491	178875
291000	101	-5393	3480	185351
301000	89	-5215	3267	191691
311000	86	-5050	3361	197971
321000	74	-4884	3105	204722
331000	72	-4739	3209	210975
341000	79	-4597	3727	217489
351000	62	-4469	3105	223708
361000	59	-4341	3110	230334
371000	66	-4227	3672	236532
381000	54	-4117	3202	242850
391000	50	-4010	3095	249309
401000	52	-3900	3425	256391
411000	50	-3817	3442	261917
421000	50	-3717	3599	268978
431000	43	-3631	3243	275379
441000	45	-3545	3596	282005
451000	37	-3470	3092	288181
461000	44	-3403	3812	293827
471000	42	-3321	3841	301064
481000	42	-3251	3978	307500
491000	36	-3186	3509	313862
501000	43	-3118	4387	320622
511000	33	-3055	3557	327341
521000	38	-2994	4184	333943
531000	35	-2941	3989	339959
541000	28	-2883	3318	346816
551000	34	-2830	4204	353315
561000	25	-2782	3185	359416
571000	31	-2736	4173	365480
581000	30	-2682	4121	372872
591000	27	-2643	3872	378255
601000	22	-2595	3310	385320
611000	35	-2547	5396	392479
621000	21	-2505	3350	399203
631000	26	-2467	4202	405328
641000	31	-2428	5241	411862
651000	19	-2387	3268	418965
661000	22	-2358	3951	424012
671000	17	-2317	3161	431538
681000	28	-2281	5447	438335
691000	27	-2256	5274	443219
701000	14	-2220	2766	450441
711000	17	-2183	3528	458158
721000	27	-2151	5941	464817
731000	18	-2115	4116	472829
741000	19	-2087	4436	479003
751000	17	-2064	3894	484396
761000	18	-2038	4446	490654
771000	19	-2002	4738	499536
781000	14	-1978	3669	505537
791000	20	-1960	5312	510128
801000	13	-1927	3368	518847
811000	17	-1905	4752	524936
821000	14	-1877	4059	532775
831000	18	-1863	5179	536662
841000	11	-1840	3304	543355
851000	12	-1816	3636	550663
861000	10	-1792	3179	557960
871000	17	-1772	5309	564399
881000	22	-1750	7064	571271
891000	10	-1728	3293	578808
901000	9	-1714	3203	583424
911000	17	-1693	6037	590459
921000	12	-1674	4382	597211
931000	19	-1654	7097	604610
941000	15	-1628	5811	614027
951000	10	-1614	3922	619504
961000	4	-1596	1736	626408
971000	11	-1583	4449	631776
981000	10	-1572	4081	636192
991000	10	-1551	4070	644691
1001000	5	-1530	2011	653625
1011000	12	-1511	5240	661583
1021000	9	-1492	4262	670027
1031000	6	-1480	2570	675535
1041000	10	-1472	4794	679171
1051000	11	-1459	5140	685392
1061000	9	-1438	4346	695161
1071000	9	-1426	4596	701218
1081000	10	-1412	5018	708403
1091000	17	-1388	8593	720545
1101000	15	-1379	8139	725020
1111000	16	-1370	8503	729981
1121000	17	-1360	9255	735226
1131000	9	-1343	5079	744794
1141000	8	-1325	4715	754529
1151000	9	-1316	4967	759791
1161000	5	-1308	2983	764265
1171000	4	-1297	2312	770716
1181000	4	-1283	2406	779358
1191000	14	-1269	8991	788038
1201000	15	-1261	9662	793164
1211000	13	-1250	8589	800139
1221000	5	-1240	3354	806723
1231000	5	-1231	2987	812189
1241000	2	-1219	1456	820161
1251000	2	-1205	1267	830066
1261000	2	-1193	1729	838282
1271000	6	-1184	4230	844645
1281000	9	-1173	6704	852469
